"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N0741","MICRO","QUARTERLY","Auto.Arima",0.0287946064795179,0.0258380892447872,2.09342743284127
"2","N0741","MICRO","QUARTERLY","BSTS",0.0469844730945586,0.0362393569619325,3.04890722128273
"3","N0741","MICRO","QUARTERLY","ETS",0.0548433898672918,0.0443947258354693,3.64539475049949
"4","N0741","MICRO","QUARTERLY","THETA",0.0452424312861387,0.0348262527123809,2.92773886041706
"5","N0741","MICRO","QUARTERLY","BEA",0.0405399427788552,0.0322494298650017,2.62325543511549
"6","N0741","MICRO","QUARTERLY","EAT",0.0339853487670676,0.0257094141084635,2.13587989696944
"7","N0741","MICRO","QUARTERLY","BAT",0.0328531530024465,0.0240201154594586,2.00472445754924
"8","N0741","MICRO","QUARTERLY","BET",0.0431110195492475,0.0324862167959962,2.7648598687165
"9","N0741","MICRO","QUARTERLY","BEAT",0.0368849901577052,0.0283418998218307,2.36413672804776
"10","N0741","MICRO","QUARTERLY","medianBEAT",0.0425874386298525,0.0336629393954457,2.82272042443955
"11","N0741","MICRO","QUARTERLY","meanBaggedBEAT",0.0643375633444773,0.0477767437333108,4.15472313785556
"12","N0741","MICRO","QUARTERLY","medianBaggedBEAT",0.0655966260839631,0.0485371724852264,4.22062950587634
"13","N0741","MICRO","QUARTERLY","meanPertBEAT",0.0653463953761036,0.0488910944848669,4.23912161848981
"14","N0741","MICRO","QUARTERLY","medianPertBEAT",0.069920672559392,0.0529773636819356,4.57786731591544
"15","N0742","MICRO","QUARTERLY","Auto.Arima",0.0558849074495494,0.0390346404971015,3.0023297294717
"16","N0742","MICRO","QUARTERLY","BSTS",0.0449571984884762,0.0395570574512155,3.10702975925539
"17","N0742","MICRO","QUARTERLY","ETS",0.065116818592494,0.049604747904209,3.83012324042633
"18","N0742","MICRO","QUARTERLY","THETA",0.0561006569707911,0.0389321678976604,2.99014080719483
"19","N0742","MICRO","QUARTERLY","BEA",0.0532275984675888,0.0404525273345798,3.12807326186916
"20","N0742","MICRO","QUARTERLY","EAT",0.0588281699296433,0.042523852099657,3.27419792569762
"21","N0742","MICRO","QUARTERLY","BAT",0.0503776331210193,0.0371994130923462,2.87280175492845
"22","N0742","MICRO","QUARTERLY","BET",0.0534281910924968,0.0404183698014329,3.12401028777688
"23","N0742","MICRO","QUARTERLY","BEAT",0.0538069229662216,0.04007243747535,3.09359014820058
"24","N0742","MICRO","QUARTERLY","medianBEAT",0.0564827040860526,0.0409770022861462,3.15706677744544
"25","N0742","MICRO","QUARTERLY","meanBaggedBEAT",0.0392290867562274,0.0349904709202695,2.74086582613734
"26","N0742","MICRO","QUARTERLY","medianBaggedBEAT",0.0369342223604942,0.0340764666925917,2.68439857591344
"27","N0742","MICRO","QUARTERLY","meanPertBEAT",0.0458002313654933,0.0342498635134237,2.64480142694549
"28","N0742","MICRO","QUARTERLY","medianPertBEAT",0.0472046708508289,0.0331569973898184,2.54704496406598
"29","N0743","MICRO","QUARTERLY","Auto.Arima",0.0558526209712375,0.0498012674122715,4.81762052682969
"30","N0743","MICRO","QUARTERLY","BSTS",0.0403513496328775,0.0362450833591129,3.45167952026483
"31","N0743","MICRO","QUARTERLY","ETS",0.0482252961354945,0.0399647613212152,3.90143287923399
"32","N0743","MICRO","QUARTERLY","THETA",0.0456768076494566,0.0405134489078871,3.88623433162111
"33","N0743","MICRO","QUARTERLY","BEA",0.0421005226847954,0.0350738526081577,3.41790916461236
"34","N0743","MICRO","QUARTERLY","EAT",0.0494763968012835,0.0419133558733915,4.06765962699221
"35","N0743","MICRO","QUARTERLY","BAT",0.0405789424924143,0.0339439415323827,3.31086030965351
"36","N0743","MICRO","QUARTERLY","BET",0.0391096673155573,0.0329406909623946,3.20739038872927
"37","N0743","MICRO","QUARTERLY","BEAT",0.0423561771941282,0.0353623821335678,3.44982150766708
"38","N0743","MICRO","QUARTERLY","medianBEAT",0.0464739778453293,0.0386719877111084,3.76568582746463
"39","N0743","MICRO","QUARTERLY","meanBaggedBEAT",0.0494718198015936,0.0401257103290794,3.79368304236348
"40","N0743","MICRO","QUARTERLY","medianBaggedBEAT",0.049111535264854,0.0398058330044092,3.75689185798711
"41","N0743","MICRO","QUARTERLY","meanPertBEAT",0.0465774890477656,0.0368900294341677,3.53712966314561
"42","N0743","MICRO","QUARTERLY","medianPertBEAT",0.0479221896682133,0.0382539514133034,3.64852447026714
"43","N0744","MICRO","QUARTERLY","Auto.Arima",0.255772765974838,0.190343200405826,13.5527213665378
"44","N0744","MICRO","QUARTERLY","BSTS",0.314762203617248,0.258244808559066,21.0926214211291
"45","N0744","MICRO","QUARTERLY","ETS",0.43988726522477,0.37690202634162,31.4542169788925
"46","N0744","MICRO","QUARTERLY","THETA",0.650586389666517,0.564566228668837,51.5376232731146
"47","N0744","MICRO","QUARTERLY","BEA",0.292097551439656,0.229653440081568,17.8651039380953
"48","N0744","MICRO","QUARTERLY","EAT",0.374022351301104,0.317517431645129,26.8510330881488
"49","N0744","MICRO","QUARTERLY","BAT",0.33240509004305,0.277965025717611,23.3971679022277
"50","N0744","MICRO","QUARTERLY","BET",0.456537154574,0.399904354523174,34.6948205577121
"51","N0744","MICRO","QUARTERLY","BEAT",0.358640607748528,0.302699275873613,25.4114301713939
"52","N0744","MICRO","QUARTERLY","medianBEAT",0.357352065054826,0.29981336623582,25.2461561318954
"53","N0744","MICRO","QUARTERLY","meanBaggedBEAT",0.397615298545132,0.303075997595325,23.2010518883915
"54","N0744","MICRO","QUARTERLY","medianBaggedBEAT",0.409436900314959,0.310583807209923,23.5518980836657
"55","N0744","MICRO","QUARTERLY","meanPertBEAT",0.406823836311195,0.306245904358469,23.0304885245155
"56","N0744","MICRO","QUARTERLY","medianPertBEAT",0.408126072097076,0.309331984621691,23.3608897073314
"57","N0745","MICRO","QUARTERLY","Auto.Arima",0.262601993318223,0.224423017392549,13.6666068550341
"58","N0745","MICRO","QUARTERLY","BSTS",0.189727192437538,0.163580829863395,9.99919582607761
"59","N0745","MICRO","QUARTERLY","ETS",0.336247914682092,0.295109658790953,18.118537778263
"60","N0745","MICRO","QUARTERLY","THETA",0.310103094812564,0.272416649879943,16.7303597208157
"61","N0745","MICRO","QUARTERLY","BEA",0.262633804087458,0.226261615439283,13.8114420744416
"62","N0745","MICRO","QUARTERLY","EAT",0.30280841592519,0.263925205645966,16.1671527606538
"63","N0745","MICRO","QUARTERLY","BAT",0.253910190055958,0.218697279135613,13.3487160552925
"64","N0745","MICRO","QUARTERLY","BET",0.278496014562001,0.242317395976929,14.8373750537526
"65","N0745","MICRO","QUARTERLY","BEAT",0.274437834201935,0.237800374049448,14.5411714860352
"66","N0745","MICRO","QUARTERLY","medianBEAT",0.286137868682396,0.248332979073473,15.1914602518492
"67","N0745","MICRO","QUARTERLY","meanBaggedBEAT",0.270400951182918,0.232528040820232,14.1849269819719
"68","N0745","MICRO","QUARTERLY","medianBaggedBEAT",0.273220361831417,0.236943401698024,14.488556203333
"69","N0745","MICRO","QUARTERLY","meanPertBEAT",0.242249500858087,0.207827783415004,12.6766610410568
"70","N0745","MICRO","QUARTERLY","medianPertBEAT",0.255183838724552,0.219329045950339,13.3779901422406
