"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N2376","MACRO","MONTHLY","Auto.Arima",0.0237220451068941,0.0224261325970329,2.17131364473259
"2","N2376","MACRO","MONTHLY","BSTS",0.0329216379252695,0.0313781831178481,3.03598501696186
"3","N2376","MACRO","MONTHLY","ETS",0.0135332220542119,0.0109138996625121,1.05755984387264
"4","N2376","MACRO","MONTHLY","THETA",0.0404413009815148,0.0386090582120619,3.73574035179102
"5","N2376","MACRO","MONTHLY","BEA",0.0222403209238563,0.0210894322466227,2.04183716134437
"6","N2376","MACRO","MONTHLY","EAT",0.0246111268748402,0.0234997239446939,2.27508893962076
"7","N2376","MACRO","MONTHLY","BAT",0.0319425732984693,0.0308044579756476,2.98101300449516
"8","N2376","MACRO","MONTHLY","BET",0.027740721809664,0.0264837407849657,2.56331273036384
"9","N2376","MACRO","MONTHLY","BEAT",0.0265440195092696,0.0254693387379825,2.46531295895603
"10","N2376","MACRO","MONTHLY","medianBEAT",0.0276634944468583,0.0265657390690925,2.57153686571909
"11","N2376","MACRO","MONTHLY","meanBaggedBEAT",0.0229226200370792,0.0214006894289725,2.07436371223933
"12","N2376","MACRO","MONTHLY","medianBaggedBEAT",0.0231061737004265,0.0216460405606626,2.0978051572856
"13","N2376","MACRO","MONTHLY","meanPertBEAT",0.010305165219009,0.00795221695704721,0.772540930536092
"14","N2376","MACRO","MONTHLY","medianPertBEAT",0.0097107997078873,0.00771584468288071,0.74892808049587
"15","N2377","MACRO","MONTHLY","Auto.Arima",0.0382999475652936,0.033158340814343,2.86876267106611
"16","N2377","MACRO","MONTHLY","BSTS",0.1016284607524,0.0861598082618721,7.44267202668664
"17","N2377","MACRO","MONTHLY","ETS",0.0399970686314574,0.0318669600215533,2.75683165970589
"18","N2377","MACRO","MONTHLY","THETA",0.0120700258470754,0.00839398027072676,0.727359309606083
"19","N2377","MACRO","MONTHLY","BEA",0.0596500361990096,0.0503950363659228,4.35608878581955
"20","N2377","MACRO","MONTHLY","EAT",0.0291902616736397,0.0230846071123197,1.99897058101593
"21","N2377","MACRO","MONTHLY","BAT",0.0493348794007192,0.041182223192426,3.56091737000952
"22","N2377","MACRO","MONTHLY","BET",0.0500797651364983,0.0407517629281627,3.52360703288944
"23","N2377","MACRO","MONTHLY","BEAT",0.0469801558935714,0.0388534073997078,3.35989594243361
"24","N2377","MACRO","MONTHLY","medianBEAT",0.0389234569915207,0.0322861410493186,2.79320511484808
"25","N2377","MACRO","MONTHLY","meanBaggedBEAT",0.014846340127902,0.0129131443232321,1.11405156146577
"26","N2377","MACRO","MONTHLY","medianBaggedBEAT",0.0160607254196806,0.0146687273326919,1.26344691222749
"27","N2377","MACRO","MONTHLY","meanPertBEAT",0.0160686336627964,0.0124612707568685,1.07767647085492
