"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N1546","MICRO","MONTHLY","Auto.Arima",0.192447743774638,0.159568041081408,21.0103705124228
"2","N1546","MICRO","MONTHLY","BSTS",0.203531797238691,0.170309337974813,22.1650580068455
"3","N1546","MICRO","MONTHLY","ETS",0.177812669508624,0.147766726876584,19.4115516082591
"4","N1546","MICRO","MONTHLY","THETA",0.17241375836929,0.143604508249218,18.8372076121671
"5","N1546","MICRO","MONTHLY","BEA",0.190042855970351,0.15895262358228,20.8359515601346
"6","N1546","MICRO","MONTHLY","EAT",0.180728390861129,0.150078149378305,19.7293989889926
"7","N1546","MICRO","MONTHLY","BAT",0.188144124204923,0.157565217373158,20.6445035614373
"8","N1546","MICRO","MONTHLY","BET",0.183287518145625,0.153866388662315,20.1352081820064
"9","N1546","MICRO","MONTHLY","BEAT",0.18541666770926,0.155115594749015,20.3362655731427
"10","N1546","MICRO","MONTHLY","medianBEAT",0.182157944517522,0.152172792321663,19.9620846118893
"11","N1546","MICRO","MONTHLY","meanBaggedBEAT",0.191484245702637,0.159090379163166,20.9215653579467
"12","N1546","MICRO","MONTHLY","medianBaggedBEAT",0.190801752200237,0.15819039793174,20.8188441200305
"13","N1546","MICRO","MONTHLY","meanPertBEAT",0.179917492247776,0.149712986775964,19.6648075058439
"14","N1546","MICRO","MONTHLY","medianPertBEAT",0.177572577247759,0.147764043569254,19.3988396945241
"15","N1547","MICRO","MONTHLY","Auto.Arima",0.238043796496948,0.200774572526617,29.8633802007308
"16","N1547","MICRO","MONTHLY","BSTS",0.224790378160151,0.195587932057427,28.6071339482883
"17","N1547","MICRO","MONTHLY","ETS",0.2023597097287,0.165932964267454,24.938366641849
"18","N1547","MICRO","MONTHLY","THETA",0.191561835456045,0.157230147220947,23.626758680822
"19","N1547","MICRO","MONTHLY","BEA",0.220031777557366,0.183506179036538,27.3913388042218
"20","N1547","MICRO","MONTHLY","EAT",0.210253676544335,0.173484768400457,26.0196408233791
"21","N1547","MICRO","MONTHLY","BAT",0.216180423845383,0.179472893840329,26.8348112637325
"22","N1547","MICRO","MONTHLY","BET",0.204204892182309,0.167178711932551,25.1280287801091
"23","N1547","MICRO","MONTHLY","BEAT",0.212474034842846,0.174504085990133,26.196280330547
"24","N1547","MICRO","MONTHLY","medianBEAT",0.207676739775111,0.171086358825084,25.6607941181081
"25","N1547","MICRO","MONTHLY","meanBaggedBEAT",0.21912423812912,0.181769025788397,27.2075730774009
"26","N1547","MICRO","MONTHLY","medianBaggedBEAT",0.213961518137088,0.176260557738357,26.4432132502607
"27","N1547","MICRO","MONTHLY","meanPertBEAT",0.182103965951522,0.149145424781794,22.4366975062227
"28","N1547","MICRO","MONTHLY","medianPertBEAT",0.194111981628486,0.159489539057951,23.9553187592362
"29","N1548","MICRO","MONTHLY","Auto.Arima",0.228676136934938,0.207238904054191,28.2321721307681
"30","N1548","MICRO","MONTHLY","BSTS",0.201366035667236,0.176790203955119,23.9444065924389
"31","N1548","MICRO","MONTHLY","ETS",0.187442711215509,0.165438210591835,22.724462864891
"32","N1548","MICRO","MONTHLY","THETA",0.177536812536411,0.155499249424935,21.399986096127
