"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N2536","FINANCE","MONTHLY","Auto.Arima",0.226129998592744,0.187431434077224,14.4799355070254
"2","N2536","FINANCE","MONTHLY","BSTS",0.130925354091874,0.112825310518284,9.11930831108817
"3","N2536","FINANCE","MONTHLY","ETS",0.142000308010495,0.120245263896283,9.63567689682097
"4","N2536","FINANCE","MONTHLY","THETA",0.146372352542972,0.126743993830925,10.2600026595938
"5","N2536","FINANCE","MONTHLY","BEA",0.148160980113386,0.117923982031702,9.25779779032256
"6","N2536","FINANCE","MONTHLY","EAT",0.150941195509893,0.122199296525029,9.60666354732247
"7","N2536","FINANCE","MONTHLY","BAT",0.147573785674054,0.119740265877317,9.43189955404233
"8","N2536","FINANCE","MONTHLY","BET",0.138798582878074,0.119497164344523,9.63729011996223
"9","N2536","FINANCE","MONTHLY","BEAT",0.143846351029444,0.119542977423707,9.4565519499758
"10","N2536","FINANCE","MONTHLY","medianBEAT",0.138230213045735,0.118632282835789,9.52612717280735
"11","N2536","FINANCE","MONTHLY","meanBaggedBEAT",0.137053905837589,0.106702262006752,8.3111188047315
"12","N2536","FINANCE","MONTHLY","medianBaggedBEAT",0.135648230906386,0.104237383662897,8.11084701978408
"13","N2536","FINANCE","MONTHLY","meanPertBEAT",0.14360915644269,0.117416292006207,9.28195123367925
"14","N2536","FINANCE","MONTHLY","medianPertBEAT",0.151883008563883,0.120922567911166,9.47643199137303
"15","N2537","FINANCE","MONTHLY","Auto.Arima",0.155491953147762,0.137189752452512,10.321157751416
"16","N2537","FINANCE","MONTHLY","BSTS",0.122409213986184,0.1128756898645,8.59542908855731
"17","N2537","FINANCE","MONTHLY","ETS",0.0533047191768719,0.0449272242455128,3.47276030169073
"18","N2537","FINANCE","MONTHLY","THETA",0.151774211472441,0.139995734320292,10.6781847794255
"19","N2537","FINANCE","MONTHLY","BEA",0.104924985005579,0.0946485228324724,7.17188120697369
"20","N2537","FINANCE","MONTHLY","EAT",0.114005830565892,0.10368853765107,7.86613310392974
"21","N2537","FINANCE","MONTHLY","BAT",0.141375223253358,0.130020392212434,9.86492387313292
"22","N2537","FINANCE","MONTHLY","BET",0.10538908228334,0.0955838501217327,7.29089021631018
