"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N2806","OTHER","MONTHLY","Auto.Arima",0.268692542062029,0.21963263907782,22.7992713593656
"2","N2806","OTHER","MONTHLY","BSTS",0.123032140770577,0.102254367003643,10.5465246038787
"3","N2806","OTHER","MONTHLY","ETS",0.12088405997629,0.098697265792718,10.2001443648971
"4","N2806","OTHER","MONTHLY","THETA",0.372405103495569,0.311395761918914,32.1175175017585
"5","N2806","OTHER","MONTHLY","BEA",0.170325778886459,0.139434073757183,14.4556904850733
"6","N2806","OTHER","MONTHLY","EAT",0.253151245436022,0.208116765603468,21.5672781178497
"7","N2806","OTHER","MONTHLY","BAT",0.254269980200448,0.210471844136978,21.7736932134836
"8","N2806","OTHER","MONTHLY","BET",0.20437304019273,0.168532207434951,17.4478813655201
"9","N2806","OTHER","MONTHLY","BEAT",0.220442082159801,0.181307315345668,18.7857288639815
"10","N2806","OTHER","MONTHLY","medianBEAT",0.197454216264444,0.16252589954956,16.8329875965079
"11","N2806","OTHER","MONTHLY","meanBaggedBEAT",0.398924588001382,0.344262303380409,35.1541052003577
"12","N2806","OTHER","MONTHLY","medianBaggedBEAT",0.39697679815831,0.343793334347066,35.0651810694988
"13","N2806","OTHER","MONTHLY","meanPertBEAT",0.327883764998051,0.277578169689992,28.5182496987942
"14","N2806","OTHER","MONTHLY","medianPertBEAT",0.311940172131191,0.261312148943019,26.9344586820579
"15","N2807","OTHER","MONTHLY","Auto.Arima",0.0331536844384372,0.0265515569549305,3.4611644519262
"16","N2807","OTHER","MONTHLY","BSTS",0.0215245237752896,0.0161726234386974,2.12033732757431
"17","N2807","OTHER","MONTHLY","ETS",0.0348423834698877,0.0279943824739667,3.6483658635876
"18","N2807","OTHER","MONTHLY","THETA",0.0752841898117031,0.0634794031108581,8.2315562564593
"19","N2807","OTHER","MONTHLY","BEA",0.029744740116181,0.0235390378272167,3.07270086622052
"20","N2807","OTHER","MONTHLY","EAT",0.0476508380070942,0.0392833521567931,5.10691822342441
"21","N2807","OTHER","MONTHLY","BAT",0.0430885112041327,0.035358391750958,4.59938836839356
"22","N2807","OTHER","MONTHLY","BET",0.043660161205411,0.0358665104019194,4.66494015890015
"23","N2807","OTHER","MONTHLY","BEAT",0.0410104635190802,0.0335056699772692,4.36027299946189
"24","N2807","OTHER","MONTHLY","medianBEAT",0.0339857239652325,0.0271956559516325,3.54598055342117
"25","N2807","OTHER","MONTHLY","meanBaggedBEAT",0.0550573704155766,0.047139052790457,6.09971649371818
"26","N2807","OTHER","MONTHLY","medianBaggedBEAT",0.0570181214045457,0.0491256670316194,6.35175011613968
"27","N2807","OTHER","MONTHLY","meanPertBEAT",0.0573375193642867,0.0492888403608485,6.37455494117139
"28","N2807","OTHER","MONTHLY","medianPertBEAT",0.0585941451029967,0.050489274152665,6.52800472549434
"29","N2808","OTHER","MONTHLY","Auto.Arima",0.149984699264064,0.13370057821227,24.3173698818279
"30","N2808","OTHER","MONTHLY","BSTS",0.147004467520579,0.127561062272801,23.2720608504366
"31","N2808","OTHER","MONTHLY","ETS",0.187628250602111,0.163930082162331,29.8898412071224
"32","N2808","OTHER","MONTHLY","THETA",0.0141080459896009,0.0113674753923662,2.0257043304988
"33","N2808","OTHER","MONTHLY","BEA",0.161431462631066,0.141730574215801,25.8264239797957
"34","N2808","OTHER","MONTHLY","EAT",0.115815281453767,0.10171960589276,18.5178047438316
"35","N2808","OTHER","MONTHLY","BAT",0.102222089468201,0.089596599262916,16.3118779582697
"36","N2808","OTHER","MONTHLY","BET",0.114779488383264,0.099673100579603,18.1693684000345
"37","N2808","OTHER","MONTHLY","BEAT",0.123536903241211,0.10817996998777,19.7063687704829
"38","N2808","OTHER","MONTHLY","medianBEAT",0.148301831665085,0.130307773884504,23.7416196006301
"39","N2808","OTHER","MONTHLY","meanBaggedBEAT",0.128002510416169,0.112886994933948,20.5474296375733
"40","N2808","OTHER","MONTHLY","medianBaggedBEAT",0.119960624478688,0.105345590117131,19.179153121736
"41","N2808","OTHER","MONTHLY","meanPertBEAT",0.0793159880223606,0.0670975245455906,12.2428258716623
"42","N2808","OTHER","MONTHLY","medianPertBEAT",0.0733672099569687,0.0619138647036051,11.2953232524864
"43","N2809","OTHER","MONTHLY","Auto.Arima",0.0129995991995188,0.0115348663737579,1.39979629705602
"44","N2809","OTHER","MONTHLY","BSTS",0.00627757388291566,0.00510210123217382,0.616409021653373
"45","N2809","OTHER","MONTHLY","ETS",0.0110820029374423,0.00954632643162505,1.15934205028977
"46","N2809","OTHER","MONTHLY","THETA",0.0153701550434852,0.0128027719480029,1.56739040247956
"47","N2809","OTHER","MONTHLY","BEA",0.00838418038917637,0.0068697689555659,0.832764351295698
"48","N2809","OTHER","MONTHLY","EAT",0.00519758449563039,0.00429182707314757,0.51534035996926
"49","N2809","OTHER","MONTHLY","BAT",0.00501879615969805,0.00406095855867381,0.489935315323694
