"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N2866","OTHER","OTHER","Auto.Arima",0.243224235249135,0.196556479499424,11.3096566574857
"2","N2866","OTHER","OTHER","BSTS",0.26962142898993,0.209727849814329,13.5101722310188
"3","N2866","OTHER","OTHER","ETS",0.243631661512594,0.196857023927725,11.3255705411869
"4","N2866","OTHER","OTHER","THETA",0.235594512374545,0.188815026986773,10.8572219614435
"5","N2866","OTHER","OTHER","BEA",0.170129067459918,0.140127157789495,8.30174051377637
"6","N2866","OTHER","OTHER","EAT",0.240792306546114,0.194076176804641,11.1641497200387
"7","N2866","OTHER","OTHER","BAT",0.169111823885793,0.140127157789495,8.31652678817431
"8","N2866","OTHER","OTHER","BET",0.169164416108386,0.140127157789495,8.31545920993815
"9","N2866","OTHER","OTHER","BEAT",0.181189410902407,0.147020815329729,8.60562710892645
"10","N2866","OTHER","OTHER","medianBEAT",0.239383046546818,0.192685753243099,11.0834393094646
"11","N2866","OTHER","OTHER","meanBaggedBEAT",0.219489248293714,0.170627322675969,9.77155201561342
"12","N2866","OTHER","OTHER","medianBaggedBEAT",0.217885926489516,0.169784486997874,9.73832335226559
"13","N2866","OTHER","OTHER","meanPertBEAT",0.191297463626894,0.155751482184118,9.0884521456468
"14","N2866","OTHER","OTHER","medianPertBEAT",0.197546847955172,0.159180988273117,9.24141014169921
"15","N2867","OTHER","OTHER","Auto.Arima",0.450408388504431,0.41790802979681,80.8421193722523
"16","N2867","OTHER","OTHER","BSTS",0.284815517400227,0.25892907752452,46.9948205351799
"17","N2867","OTHER","OTHER","ETS",0.320041721044884,0.295634392799212,54.7442097339978
"18","N2867","OTHER","OTHER","THETA",0.316090057695705,0.291493396710466,53.8743720945958
"19","N2867","OTHER","OTHER","BEA",0.348699875415766,0.323907913375107,60.8297831610922
"20","N2867","OTHER","OTHER","EAT",0.360186769607516,0.335007081992568,63.1529706929357
"21","N2867","OTHER","OTHER","BAT",0.347315390512185,0.322522723569264,60.5392409072786
"22","N2867","OTHER","OTHER","BET",0.306662493017946,0.281937232043919,51.8611011660483
"23","N2867","OTHER","OTHER","BEAT",0.340387489298151,0.315800640876751,59.0904831139584
"24","N2867","OTHER","OTHER","medianBEAT",0.318061210125485,0.293556608090447,54.3083963532774
"25","N2867","OTHER","OTHER","meanBaggedBEAT",0.345180521168141,0.325655530196217,61.1336036523075
"26","N2867","OTHER","OTHER","medianBaggedBEAT",0.341662609251638,0.321539518563144,60.2671099029664
"27","N2867","OTHER","OTHER","meanPertBEAT",0.333145888700934,0.311799808994544,58.2354784980282
"28","N2867","OTHER","OTHER","medianPertBEAT",0.337366645754671,0.316698298193504,59.2310422355068
"29","N2868","OTHER","OTHER","Auto.Arima",0.392994031348164,0.381333766554967,40.5633407921508
"30","N2868","OTHER","OTHER","BSTS",0.204535984424713,0.190395128064596,20.5494522622822
"31","N2868","OTHER","OTHER","ETS",0.196978945663827,0.18328536128119,19.7882648489322
"32","N2868","OTHER","OTHER","THETA",0.215165735427286,0.203801827270869,21.9114618666423
"33","N2868","OTHER","OTHER","BEA",0.262593678857452,0.251671418633584,26.9670193011217
"34","N2868","OTHER","OTHER","EAT",0.266721577274432,0.256140318369009,27.4210225025751
"35","N2868","OTHER","OTHER","BAT",0.269009858002842,0.258510240630144,27.6747516403584
"36","N2868","OTHER","OTHER","BET",0.205382448043873,0.192494105538885,20.7497263259522
"37","N2868","OTHER","OTHER","BEAT",0.250650439251624,0.239704020792905,25.7031299425018
"38","N2868","OTHER","OTHER","medianBEAT",0.209787043827763,0.197278215750254,21.2492897750372
"39","N2868","OTHER","OTHER","meanBaggedBEAT",0.315164124647482,0.307297067904317,32.7759684960234
"40","N2868","OTHER","OTHER","medianBaggedBEAT",0.33184795583782,0.324269147946037,34.5611295780081
"41","N2868","OTHER","OTHER","meanPertBEAT",0.344702980045887,0.337575162161737,35.9488616732709
"42","N2868","OTHER","OTHER","medianPertBEAT",0.335756586531409,0.328279519552796,34.9814028299769
"43","N2869","OTHER","OTHER","Auto.Arima",0.103741500394074,0.096943894191264,9.95071969870006
"44","N2869","OTHER","OTHER","BSTS",0.127543279309921,0.120736912964234,12.3731544832181
"45","N2869","OTHER","OTHER","ETS",0.112537865402533,0.106080699843648,10.8776591889504
"46","N2869","OTHER","OTHER","THETA",0.121838895002871,0.114962569684045,11.7864515946896
"47","N2869","OTHER","OTHER","BEA",0.114568556903444,0.107920502333049,11.0671777902895
"48","N2869","OTHER","OTHER","EAT",0.112680562247596,0.105995721239652,10.87161016078
"49","N2869","OTHER","OTHER","BAT",0.117668192053131,0.110881125613181,11.3701085922026
"50","N2869","OTHER","OTHER","BET",0.120620545543921,0.113926727497309,11.679088422286
"51","N2869","OTHER","OTHER","BEAT",0.116380675267581,0.109681019170798,11.2469962413895
"52","N2869","OTHER","OTHER","medianBEAT",0.117174694276372,0.110521634763847,11.33205539182
"53","N2869","OTHER","OTHER","meanBaggedBEAT",0.102849874468959,0.0947495233105954,9.7400454907668
"54","N2869","OTHER","OTHER","medianBaggedBEAT",0.121400991337781,0.114730501702234,11.7602586964215
"55","N2869","OTHER","OTHER","meanPertBEAT",0.137434702812986,0.131423393872495,13.4511503889807
"56","N2869","OTHER","OTHER","medianPertBEAT",0.128697165598097,0.122632903329362,12.5571998801955
"57","N2870","OTHER","OTHER","Auto.Arima",0.24953020538985,0.206016761543327,21.1753777262036
"58","N2870","OTHER","OTHER","BSTS",0.297594905286931,0.245755979708544,25.2532378931943
"59","N2870","OTHER","OTHER","ETS",0.246679337820618,0.202554383666506,20.7824495632385
"60","N2870","OTHER","OTHER","THETA",0.265815376135921,0.220154702145873,22.6477043225687
"61","N2870","OTHER","OTHER","BEA",0.264559136451327,0.218109041639459,22.4036883942121
"62","N2870","OTHER","OTHER","EAT",0.253999825874239,0.209575282451902,21.5351772040036
"63","N2870","OTHER","OTHER","BAT",0.270948915076799,0.223975814465915,23.0254399806555
"64","N2870","OTHER","OTHER","BET",0.269995655492313,0.222821688506974,22.8944639263338
"65","N2870","OTHER","OTHER","BEAT",0.264871973210512,0.218620456766063,22.4646923763013
"66","N2870","OTHER","OTHER","medianBEAT",0.257637168971005,0.212968099889461,21.8960417226881
"67","N2870","OTHER","OTHER","meanBaggedBEAT",0.240173775754041,0.187248819217145,18.8880305626718
"68","N2870","OTHER","OTHER","medianBaggedBEAT",0.24882298984528,0.197397161566767,20.0220977139294
"69","N2870","OTHER","OTHER","meanPertBEAT",0.237100601268346,0.185084042233053,18.6800803527641
"70","N2870","OTHER","OTHER","medianPertBEAT",0.235099019288206,0.181124069167681,18.203358146605
