"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N2121","INDUSTRY","MONTHLY","Auto.Arima",0.0522414609079068,0.043327822227796,3.17840294842462
"2","N2121","INDUSTRY","MONTHLY","BSTS",0.062286583889993,0.047649432365797,3.52413041367203
"3","N2121","INDUSTRY","MONTHLY","ETS",0.06085222138792,0.0473912521175326,3.49844123356383
"4","N2121","INDUSTRY","MONTHLY","THETA",0.0820428939533574,0.0695468393865708,5.00260082055313
"5","N2121","INDUSTRY","MONTHLY","BEA",0.0578116461332202,0.0449079249401963,3.31298381322289
"6","N2121","INDUSTRY","MONTHLY","EAT",0.0587008916510067,0.0516011986015972,3.76179351408583
"7","N2121","INDUSTRY","MONTHLY","BAT",0.0584268647139405,0.0511245129565248,3.72959215916815
"8","N2121","INDUSTRY","MONTHLY","BET",0.0602620562024257,0.051055140417485,3.7337989251851
"9","N2121","INDUSTRY","MONTHLY","BEAT",0.0579482358875003,0.0488944705813737,3.57854071677631
"10","N2121","INDUSTRY","MONTHLY","medianBEAT",0.0572262245357725,0.0447367186851683,3.29489703134738
"11","N2121","INDUSTRY","MONTHLY","meanBaggedBEAT",0.0926056529322154,0.0832192538151681,5.98993458348525
"12","N2121","INDUSTRY","MONTHLY","medianBaggedBEAT",0.0838514648583364,0.0751605701332919,5.41837569885941
"13","N2121","INDUSTRY","MONTHLY","meanPertBEAT",0.0946112832010765,0.0852951181414796,6.14164491984782
"14","N2121","INDUSTRY","MONTHLY","medianPertBEAT",0.10070003060923,0.0902187379308628,6.49187512629958
"15","N2122","INDUSTRY","MONTHLY","Auto.Arima",0.0776215303811769,0.0583475455711354,5.78075054202738
"16","N2122","INDUSTRY","MONTHLY","BSTS",0.358306763241798,0.328099642413854,31.5587199857256
"17","N2122","INDUSTRY","MONTHLY","ETS",0.345821110874137,0.316287107610717,30.419194185392
"18","N2122","INDUSTRY","MONTHLY","THETA",0.250072909525061,0.21852910200841,21.4195353083399
"19","N2122","INDUSTRY","MONTHLY","BEA",0.246035818350217,0.219317725873893,21.2820043377486
"20","N2122","INDUSTRY","MONTHLY","EAT",0.20955831302991,0.182794212405412,17.9022761119533
"21","N2122","INDUSTRY","MONTHLY","BAT",0.213736559368804,0.186731724006457,18.2821180453979
"22","N2122","INDUSTRY","MONTHLY","BET",0.316354558931711,0.287638617344327,27.7991498264858
"23","N2122","INDUSTRY","MONTHLY","BEAT",0.245927388215376,0.219120569907522,21.3163870803964
"24","N2122","INDUSTRY","MONTHLY","medianBEAT",0.296081721142956,0.268210380148579,25.9816462158838
"25","N2122","INDUSTRY","MONTHLY","meanBaggedBEAT",0.139672372719983,0.107183184609861,10.7294395036738
"26","N2122","INDUSTRY","MONTHLY","medianBaggedBEAT",0.134370936838576,0.100602391112541,10.1022858465
"27","N2122","INDUSTRY","MONTHLY","meanPertBEAT",0.166795248442241,0.134547740035949,13.3855117783909
"28","N2122","INDUSTRY","MONTHLY","medianPertBEAT",0.163925278698658,0.133674476766851,13.2578249071842
"29","N2123","INDUSTRY","MONTHLY","Auto.Arima",0.394147990293757,0.362352491280524,20.1145041165592
"30","N2123","INDUSTRY","MONTHLY","BSTS",0.263739518180694,0.239347648955272,13.310332861425
"31","N2123","INDUSTRY","MONTHLY","ETS",0.397667169187568,0.371803920597872,20.8172697192661
"32","N2123","INDUSTRY","MONTHLY","THETA",0.372778430286238,0.345583482515469,19.3292379456908
"33","N2123","INDUSTRY","MONTHLY","BEA",0.349363248681626,0.323435243024603,18.0034233168787
"34","N2123","INDUSTRY","MONTHLY","EAT",0.386227390325397,0.359913298131289,20.087003927172
"35","N2123","INDUSTRY","MONTHLY","BAT",0.340878449169243,0.314695096997135,17.507412725687
"36","N2123","INDUSTRY","MONTHLY","BET",0.343665382265362,0.317845573436251,17.7416679265893
"37","N2123","INDUSTRY","MONTHLY","BEAT",0.354778033183427,0.32897230289732,18.3348769740818
"38","N2123","INDUSTRY","MONTHLY","medianBEAT",0.370668682858962,0.342936074789576,19.1188955394149
"39","N2123","INDUSTRY","MONTHLY","meanBaggedBEAT",0.39141975460462,0.365682921560478,20.4138818488595
"40","N2123","INDUSTRY","MONTHLY","medianBaggedBEAT",0.387918190689308,0.36270264948351,20.2536302241052
"41","N2123","INDUSTRY","MONTHLY","meanPertBEAT",0.368356859202734,0.34004044568161,18.908904368305
"42","N2123","INDUSTRY","MONTHLY","medianPertBEAT",0.368843032983599,0.340663192494297,18.9473556920479
"43","N2124","INDUSTRY","MONTHLY","Auto.Arima",0.272700650727333,0.253574419831792,24.6325468001441
"44","N2124","INDUSTRY","MONTHLY","BSTS",0.351416077443013,0.329180133821178,31.7058980078906
"45","N2124","INDUSTRY","MONTHLY","ETS",0.264048620099318,0.239975834131528,23.564593909721
"46","N2124","INDUSTRY","MONTHLY","THETA",0.297681738824993,0.269507174414508,26.079166369908
"47","N2124","INDUSTRY","MONTHLY","BEA",0.293388543572532,0.272728434983995,26.5208246423746
"48","N2124","INDUSTRY","MONTHLY","EAT",0.274571305617577,0.252837448515105,24.6452474297138
"49","N2124","INDUSTRY","MONTHLY","BAT",0.305255242994406,0.283812266730077,27.4519330057943
"50","N2124","INDUSTRY","MONTHLY","BET",0.300865733931791,0.278314329137316,27.0236352191492
"51","N2124","INDUSTRY","MONTHLY","BEAT",0.293167493592805,0.271923119841623,26.410410074258
"52","N2124","INDUSTRY","MONTHLY","medianBEAT",0.290535012461024,0.270139016335492,26.2143195981748
"53","N2124","INDUSTRY","MONTHLY","meanBaggedBEAT",0.288123189826759,0.264739239557918,25.7470672828905
"54","N2124","INDUSTRY","MONTHLY","medianBaggedBEAT",0.28765161687497,0.263171551407611,25.6329127504418
