"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N0141","MICRO","YEARLY","Auto.Arima",0.633255570009762,0.539263928010144,29.0082891076809
"2","N0141","MICRO","YEARLY","BSTS",0.588081727498117,0.494669445266316,26.6357149572751
"3","N0141","MICRO","YEARLY","ETS",0.633303768448935,0.539308407516501,29.0106630132102
"4","N0141","MICRO","YEARLY","THETA",0.217595505655304,0.182073127725539,9.85659720894214
"5","N0141","MICRO","YEARLY","BEA",0.618185499488998,0.524413926930987,28.2182223593888
"6","N0141","MICRO","YEARLY","EAT",0.492292411492917,0.410934099231517,22.154335420783
"7","N0141","MICRO","YEARLY","BAT",0.477362164453654,0.396054445148122,21.3626860688047
"8","N0141","MICRO","YEARLY","BET",0.477378081135245,0.396069271650241,21.3634773706478
"9","N0141","MICRO","YEARLY","BEAT",0.516210718389043,0.431867935740217,23.274680304906
"10","N0141","MICRO","YEARLY","medianBEAT",0.610636563803046,0.51696668663823,27.822002032478
"11","N0141","MICRO","YEARLY","meanBaggedBEAT",0.488511832553801,0.404216176636718,21.8028409450963
"12","N0141","MICRO","YEARLY","medianBaggedBEAT",0.496228553300518,0.411743977679812,22.2051252140349
"13","N0141","MICRO","YEARLY","meanPertBEAT",0.479968969634028,0.395677981759239,21.3481096785288
"14","N0141","MICRO","YEARLY","medianPertBEAT",0.483434028273802,0.398409934037674,21.4950407433329
"15","N0142","MICRO","YEARLY","Auto.Arima",0.163177902507403,0.159192014461998,13.650891857599
"16","N0142","MICRO","YEARLY","BSTS",0.0921678021447594,0.0784388600039827,6.8694376384396
"17","N0142","MICRO","YEARLY","ETS",0.163473410244532,0.159494907312838,13.6770463851317
"18","N0142","MICRO","YEARLY","THETA",0.0828371412278532,0.0710256062085864,6.02310962340999
"19","N0142","MICRO","YEARLY","BEA",0.0946930538152151,0.0842047717771023,7.16067429295969
"20","N0142","MICRO","YEARLY","EAT",0.135307589124774,0.129904175994474,11.1170159553803
"21","N0142","MICRO","YEARLY","BAT",0.0715553636149574,0.0577134036344226,4.87704917489937
"22","N0142","MICRO","YEARLY","BET",0.0716325957813114,0.0577807131568315,4.88276276497677
"23","N0142","MICRO","YEARLY","BEAT",0.0916906097226112,0.0809099803849733,6.87628312557227
"24","N0142","MICRO","YEARLY","medianBEAT",0.121524297350911,0.115108810335292,9.8370007405045
"25","N0142","MICRO","YEARLY","meanBaggedBEAT",0.0486705887595809,0.0412829050657093,3.52192114751494
"26","N0142","MICRO","YEARLY","medianBaggedBEAT",0.0794092254241587,0.0655581023701377,5.54784411633439
"27","N0142","MICRO","YEARLY","meanPertBEAT",0.0512366699868486,0.0424682942678614,3.7090921411994
