"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N2041","INDUSTRY","MONTHLY","Auto.Arima",0.0654015584061653,0.0463760769683707,3.94807069700141
"2","N2041","INDUSTRY","MONTHLY","BSTS",0.0833061322171504,0.0735662824944312,6.48888145023261
"3","N2041","INDUSTRY","MONTHLY","ETS",0.0592645926126893,0.0432026967027215,3.71850094169441
"4","N2041","INDUSTRY","MONTHLY","THETA",0.0670809694975543,0.0563510683645506,4.94330961659892
"5","N2041","INDUSTRY","MONTHLY","BEA",0.0598541714838484,0.0474050040612477,4.11691470705308
"6","N2041","INDUSTRY","MONTHLY","EAT",0.0578730514937137,0.0430139784873198,3.71675231051256
"7","N2041","INDUSTRY","MONTHLY","BAT",0.0629433636072361,0.0526014454343661,4.59898029281283
"8","N2041","INDUSTRY","MONTHLY","BET",0.0653805199515962,0.0543415311432027,4.76276230573784
"9","N2041","INDUSTRY","MONTHLY","BEAT",0.0605405850926921,0.04849361279045,4.22807005775576
"10","N2041","INDUSTRY","MONTHLY","medianBEAT",0.0612832265550325,0.049169114275511,4.2807405537045
"11","N2041","INDUSTRY","MONTHLY","meanBaggedBEAT",0.0596591693821467,0.0426023927299493,3.6698702784647
"12","N2041","INDUSTRY","MONTHLY","medianBaggedBEAT",0.0592523678465148,0.0434139090933096,3.76824444856797
"13","N2041","INDUSTRY","MONTHLY","meanPertBEAT",0.0592226850468177,0.0446767234014364,3.89016632889265
"14","N2041","INDUSTRY","MONTHLY","medianPertBEAT",0.0581972510069378,0.0445137948919823,3.8762411386243
"15","N2042","INDUSTRY","MONTHLY","Auto.Arima",0.0433608586873937,0.0321686654332152,2.78051732451498
"16","N2042","INDUSTRY","MONTHLY","BSTS",0.0380779909904837,0.0298582579941905,2.6057725454144
"17","N2042","INDUSTRY","MONTHLY","ETS",0.0375460624329341,0.0304231868549616,2.66531452001186
"18","N2042","INDUSTRY","MONTHLY","THETA",0.0391085762993882,0.030063291452261,2.62099922040511
"19","N2042","INDUSTRY","MONTHLY","BEA",0.0354699309104921,0.0258494669119731,2.24521911936418
"20","N2042","INDUSTRY","MONTHLY","EAT",0.0362648675405938,0.0256819673301752,2.23131492895182
"21","N2042","INDUSTRY","MONTHLY","BAT",0.0363763671556196,0.0262779211073213,2.27884459822034
"22","N2042","INDUSTRY","MONTHLY","BET",0.0369732666988297,0.0291536195334884,2.54512058932804
"23","N2042","INDUSTRY","MONTHLY","BEAT",0.0358392188203239,0.0264862916667862,2.30303820128658
"24","N2042","INDUSTRY","MONTHLY","medianBEAT",0.0361571918359022,0.0280753810987553,2.44754055991444
"25","N2042","INDUSTRY","MONTHLY","meanBaggedBEAT",0.0521728741716311,0.0436955766985414,3.7789614641715
"26","N2042","INDUSTRY","MONTHLY","medianBaggedBEAT",0.0478986862264248,0.0384989171324247,3.33246835724425
"27","N2042","INDUSTRY","MONTHLY","meanPertBEAT",0.0394813804669841,0.0289059090593186,2.51100343735404
"28","N2042","INDUSTRY","MONTHLY","medianPertBEAT",0.0406798930637496,0.0291641514818348,2.53108986535415
"29","N2043","INDUSTRY","MONTHLY","Auto.Arima",0.0473624553615284,0.0388059958958395,5.00780725383299
"30","N2043","INDUSTRY","MONTHLY","BSTS",0.0314860032032021,0.0261558253523431,3.4033438074716
"31","N2043","INDUSTRY","MONTHLY","ETS",0.038905074254182,0.0326278453490976,4.35068242591754
"32","N2043","INDUSTRY","MONTHLY","THETA",0.0290842200538857,0.0232729124122421,3.02276304324657
"33","N2043","INDUSTRY","MONTHLY","BEA",0.0289723671598493,0.0217928157421844,2.8233315497193
"34","N2043","INDUSTRY","MONTHLY","EAT",0.0287520693483788,0.0210098551786339,2.7193204399266
"35","N2043","INDUSTRY","MONTHLY","BAT",0.03376297998878,0.0269081674531655,3.47958859195729
"36","N2043","INDUSTRY","MONTHLY","BET",0.0280792169479027,0.0229051185470857,2.99748995491132
