"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N1501","MICRO","MONTHLY","Auto.Arima",0.0852253136564876,0.0673715934163625,9.23124592102522
"2","N1501","MICRO","MONTHLY","BSTS",0.0624447890623713,0.0526301544480213,6.69758246490725
"3","N1501","MICRO","MONTHLY","ETS",0.0976825790548847,0.0820866278538309,11.0529520678459
"4","N1501","MICRO","MONTHLY","THETA",0.0827199864985687,0.0705370882678665,9.30013982121444
"5","N1501","MICRO","MONTHLY","BEA",0.0683104765787877,0.054607842775725,7.38372955655498
"6","N1501","MICRO","MONTHLY","EAT",0.0861653184635367,0.0732004057213259,9.84682074748422
"7","N1501","MICRO","MONTHLY","BAT",0.063480287022901,0.0507579962470701,6.79945880767782
"8","N1501","MICRO","MONTHLY","BET",0.0683036641534484,0.0565874932097537,7.51886929026285
"9","N1501","MICRO","MONTHLY","BEAT",0.0706058819382146,0.0585901541487603,7.86283212271984
"10","N1501","MICRO","MONTHLY","medianBEAT",0.0792250560029803,0.0662829360931623,8.95173145561296
"11","N1501","MICRO","MONTHLY","meanBaggedBEAT",0.0743527328378981,0.0626210969665249,8.320791818469
"12","N1501","MICRO","MONTHLY","medianBaggedBEAT",0.0756874526601638,0.064428690700879,8.57388263089583
"13","N1501","MICRO","MONTHLY","meanPertBEAT",0.062206938846383,0.0504012648584972,6.62576071011762
"14","N1501","MICRO","MONTHLY","medianPertBEAT",0.0664639574507191,0.0547090330087548,7.17460528848852
"15","N1502","MICRO","MONTHLY","Auto.Arima",0.0703205155748276,0.059606293187606,5.82546814893195
"16","N1502","MICRO","MONTHLY","BSTS",0.0710102732392405,0.0508019554612266,5.30697210765885
"17","N1502","MICRO","MONTHLY","ETS",0.0895133403721046,0.0726058167032722,7.04801691717859
"18","N1502","MICRO","MONTHLY","THETA",0.0859350939820783,0.0693173723635189,6.96988869334947
"19","N1502","MICRO","MONTHLY","BEA",0.0694023020869625,0.0576844309844533,5.74136914332388
"20","N1502","MICRO","MONTHLY","EAT",0.0792027135236101,0.0648532889842875,6.38282560269872
"21","N1502","MICRO","MONTHLY","BAT",0.0691009473943861,0.05745687929117,5.80122344570477
"22","N1502","MICRO","MONTHLY","BET",0.0751217697282205,0.0622876157684281,6.26007756029208
"23","N1502","MICRO","MONTHLY","BEAT",0.0724971600613752,0.0605704876722127,6.04636741151505
"24","N1502","MICRO","MONTHLY","medianBEAT",0.0753222669479215,0.0612692816024541,6.08685360198289
"25","N1502","MICRO","MONTHLY","meanBaggedBEAT",0.0781715699519369,0.0649627885292572,6.52068611519539
"26","N1502","MICRO","MONTHLY","medianBaggedBEAT",0.0802028940167148,0.0669296852332725,6.74229729521152
"27","N1502","MICRO","MONTHLY","meanPertBEAT",0.0735339741735231,0.0610549911028353,6.16126870076039
"28","N1502","MICRO","MONTHLY","medianPertBEAT",0.0715309562651359,0.060126982570478,5.98318134224332
"29","N1503","MICRO","MONTHLY","Auto.Arima",0.131030616941796,0.116027003244016,14.4004296112358
"30","N1503","MICRO","MONTHLY","BSTS",0.11014286087964,0.0929336935732508,11.3465187485281
"31","N1503","MICRO","MONTHLY","ETS",0.130749083578257,0.111241756508641,13.9484758201795
"32","N1503","MICRO","MONTHLY","THETA",0.103234857954127,0.0867968752663256,10.8546663933422
"33","N1503","MICRO","MONTHLY","BEA",0.119916178385364,0.105616702770055,13.118247867055
"34","N1503","MICRO","MONTHLY","EAT",0.120095485205764,0.101991836361294,12.7902720171888
"35","N1503","MICRO","MONTHLY","BAT",0.109390705574041,0.0953798643773674,11.8711971977382
"36","N1503","MICRO","MONTHLY","BET",0.109077112220343,0.0930244873998796,11.6432813183145
"37","N1503","MICRO","MONTHLY","BEAT",0.114147573534603,0.09850725115625,12.3053467086539
"38","N1503","MICRO","MONTHLY","medianBEAT",0.120673821949032,0.103896336883482,12.993767886255
"39","N1503","MICRO","MONTHLY","meanBaggedBEAT",0.112579118137162,0.0936655498135144,11.789496302925
"40","N1503","MICRO","MONTHLY","medianBaggedBEAT",0.109743043127205,0.0910156855125434,11.4605154639869
"41","N1503","MICRO","MONTHLY","meanPertBEAT",0.105583631909827,0.0872785545879706,10.9906218401493
"42","N1503","MICRO","MONTHLY","medianPertBEAT",0.0959091050959736,0.0787466577567693,9.91301959202764
"43","N1504","MICRO","MONTHLY","Auto.Arima",0.241559555155933,0.196748857395245,15.3796929355663
"44","N1504","MICRO","MONTHLY","BSTS",0.159232843962747,0.122940090410841,9.74887191763753
"45","N1504","MICRO","MONTHLY","ETS",0.152860209827659,0.115243683051011,9.21630823046888
"46","N1504","MICRO","MONTHLY","THETA",0.183407745701665,0.139540185139252,10.8814879997308
"47","N1504","MICRO","MONTHLY","BEA",0.173472813990839,0.124308746797266,9.61706089166062
"48","N1504","MICRO","MONTHLY","EAT",0.187357228875177,0.142985870629692,11.1318701335438
"49","N1504","MICRO","MONTHLY","BAT",0.185810747499941,0.137442727678662,10.6299472544864
"50","N1504","MICRO","MONTHLY","BET",0.159741423239168,0.117335119200486,9.21041686040716
"51","N1504","MICRO","MONTHLY","BEAT",0.175573682814039,0.127904350908139,9.91374783667042
"52","N1504","MICRO","MONTHLY","medianBEAT",0.171274105568632,0.126046459343269,9.81560894206741
"53","N1504","MICRO","MONTHLY","meanBaggedBEAT",0.17247209507515,0.127047353974429,9.8921566898482
"54","N1504","MICRO","MONTHLY","medianBaggedBEAT",0.172521355385548,0.127956331135662,9.96555838544105
"55","N1504","MICRO","MONTHLY","meanPertBEAT",0.158586322050894,0.1158754641283,9.12265575924503
"56","N1504","MICRO","MONTHLY","medianPertBEAT",0.161002981885311,0.115678541645677,9.06803951644494
"57","N1505","MICRO","MONTHLY","Auto.Arima",0.190798561501961,0.153970004025131,14.1425252703151
"58","N1505","MICRO","MONTHLY","BSTS",0.185617159805386,0.147501836310552,13.5857636136681
"59","N1505","MICRO","MONTHLY","ETS",0.19078624159802,0.153965915308914,14.1426368216452
"60","N1505","MICRO","MONTHLY","THETA",0.187504399097944,0.15255141774021,14.1424194759826
"61","N1505","MICRO","MONTHLY","BEA",0.187409375873168,0.151812585214866,13.9569752352094
"62","N1505","MICRO","MONTHLY","EAT",0.189644801654636,0.153495779024752,14.1425271893143
"63","N1505","MICRO","MONTHLY","BAT",0.186235585371741,0.151341086025298,13.9569027866552
"64","N1505","MICRO","MONTHLY","BET",0.186231573342945,0.151339723119892,13.9569399704319
"65","N1505","MICRO","MONTHLY","BEAT",0.187221855645702,0.151997293346202,14.0033362954027
"66","N1505","MICRO","MONTHLY","medianBEAT",0.189764573618675,0.153511827997799,14.1184717669643
"67","N1505","MICRO","MONTHLY","meanBaggedBEAT",0.181778355434857,0.148805433249138,13.8045850486343
"68","N1505","MICRO","MONTHLY","medianBaggedBEAT",0.183178050071692,0.149686940741278,13.8791488760438
"69","N1505","MICRO","MONTHLY","meanPertBEAT",0.177393465646567,0.144237891158569,13.3604899954721
"70","N1505","MICRO","MONTHLY","medianPertBEAT",0.177250032165345,0.144008994319566,13.3530422377399
