"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N0926","INDUSTRY","QUARTERLY","Auto.Arima",0.655598268787258,0.628729831478439,51.8770694273275
"2","N0926","INDUSTRY","QUARTERLY","BSTS",0.441683301202794,0.415320494565501,34.2974300681128
"3","N0926","INDUSTRY","QUARTERLY","ETS",0.246214902261436,0.218183073891776,18.1743288292955
"4","N0926","INDUSTRY","QUARTERLY","THETA",0.49985573439114,0.476549689421015,39.4594374197901
"5","N0926","INDUSTRY","QUARTERLY","BEA",0.44588201719365,0.420744466645238,34.7829427749119
"6","N0926","INDUSTRY","QUARTERLY","EAT",0.464897682844716,0.441154198263743,36.5036118921377
"7","N0926","INDUSTRY","QUARTERLY","BAT",0.531399782129675,0.506866671821651,41.8779789717435
"8","N0926","INDUSTRY","QUARTERLY","BET",0.393647039649838,0.370017752626097,30.6437321057328
"9","N0926","INDUSTRY","QUARTERLY","BEAT",0.458775148476045,0.434695772339182,35.9520664361315
"10","N0926","INDUSTRY","QUARTERLY","medianBEAT",0.469470256896507,0.445935091993258,36.8784337439514
"11","N0926","INDUSTRY","QUARTERLY","meanBaggedBEAT",0.593162339518054,0.566986016651663,46.6414372686029
"12","N0926","INDUSTRY","QUARTERLY","medianBaggedBEAT",0.591082149754439,0.56536291590311,46.5063886265146
"13","N0926","INDUSTRY","QUARTERLY","meanPertBEAT",0.613618996571132,0.590047600423064,48.5364105989034
"14","N0926","INDUSTRY","QUARTERLY","medianPertBEAT",0.632786454610399,0.605372309384157,49.8564887892706
"15","N0927","INDUSTRY","QUARTERLY","Auto.Arima",0.628180023522568,0.523954405216966,29.8094527688303
"16","N0927","INDUSTRY","QUARTERLY","BSTS",0.68300877657485,0.588212071861163,33.3908249566777
"17","N0927","INDUSTRY","QUARTERLY","ETS",0.190734413552047,0.165355215942722,9.26635336045515
"18","N0927","INDUSTRY","QUARTERLY","THETA",0.331461737350867,0.283876541705641,16.4851353125832
"19","N0927","INDUSTRY","QUARTERLY","BEA",0.489651441055545,0.413958527931814,23.5490578236714
"20","N0927","INDUSTRY","QUARTERLY","EAT",0.364846369781968,0.300967933605611,17.3028829272326
"21","N0927","INDUSTRY","QUARTERLY","BAT",0.539466659093151,0.459626360779241,26.2590515781626
"22","N0927","INDUSTRY","QUARTERLY","BET",0.383215763850786,0.319343727051597,18.3356255508356
"23","N0927","INDUSTRY","QUARTERLY","BEAT",0.443332282837803,0.370496396592939,21.2040823553343
"24","N0927","INDUSTRY","QUARTERLY","medianBEAT",0.46954955200684,0.391848002180454,22.5087236854284
"25","N0927","INDUSTRY","QUARTERLY","meanBaggedBEAT",0.476753802978285,0.399065868454402,22.8049710058214
"26","N0927","INDUSTRY","QUARTERLY","medianBaggedBEAT",0.45167115734224,0.379622920061386,21.6685674481708
"27","N0927","INDUSTRY","QUARTERLY","meanPertBEAT",0.543841458803082,0.464843301267012,26.4893568208246
"28","N0927","INDUSTRY","QUARTERLY","medianPertBEAT",0.4895288084693,0.424762889459279,24.2185391147944
