"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N1376","DEMOGRAPHIC","QUARTERLY","Auto.Arima",0.278231707462097,0.199546848207139,10.9074548345137
"2","N1376","DEMOGRAPHIC","QUARTERLY","BSTS",0.480156064750242,0.31735994931431,16.208534710313
"3","N1376","DEMOGRAPHIC","QUARTERLY","ETS",0.412709735711515,0.253093787782508,12.688084070433
"4","N1376","DEMOGRAPHIC","QUARTERLY","THETA",0.291530938127187,0.17082620303458,8.71698882714601
"5","N1376","DEMOGRAPHIC","QUARTERLY","BEA",0.371884986248422,0.220845382505033,11.028533740298
"6","N1376","DEMOGRAPHIC","QUARTERLY","EAT",0.315258945676087,0.183086872020722,9.25527949147715
"7","N1376","DEMOGRAPHIC","QUARTERLY","BAT",0.330559208994162,0.190445135240232,9.52304005641286
"8","N1376","DEMOGRAPHIC","QUARTERLY","BET",0.386674228637234,0.231363243164821,11.5341775538034
"9","N1376","DEMOGRAPHIC","QUARTERLY","BEAT",0.349328579954165,0.200059039258657,9.92697134315424
"10","N1376","DEMOGRAPHIC","QUARTERLY","medianBEAT",0.345732184281321,0.19539105278166,9.65473493283499
"11","N1376","DEMOGRAPHIC","QUARTERLY","meanBaggedBEAT",0.285476961553109,0.174086282696871,9.06661601447713
"12","N1376","DEMOGRAPHIC","QUARTERLY","medianBaggedBEAT",0.295216038422064,0.169439772345229,8.58351683638438
"13","N1376","DEMOGRAPHIC","QUARTERLY","meanPertBEAT",0.282126921995756,0.20122336351397,10.9699703860313
"14","N1376","DEMOGRAPHIC","QUARTERLY","medianPertBEAT",0.279947431494894,0.200194874795861,10.9006619693789
"15","N1377","DEMOGRAPHIC","QUARTERLY","Auto.Arima",0.11165241948841,0.0958399537956267,5.57025314040926
"16","N1377","DEMOGRAPHIC","QUARTERLY","BSTS",0.962859510402204,0.793630299370595,46.15477933244
"17","N1377","DEMOGRAPHIC","QUARTERLY","ETS",0.431644149488721,0.405724472217962,23.6562889619976
"18","N1377","DEMOGRAPHIC","QUARTERLY","THETA",0.599694994096265,0.559171613131255,32.6187776239253
"19","N1377","DEMOGRAPHIC","QUARTERLY","BEA",0.198324468512139,0.166707589755197,9.66202668703293
"20","N1377","DEMOGRAPHIC","QUARTERLY","EAT",0.376209476125083,0.353578679714948,20.6151065754441
"21","N1377","DEMOGRAPHIC","QUARTERLY","BAT",0.161519018498669,0.135901482993966,7.85349631946219
"22","N1377","DEMOGRAPHIC","QUARTERLY","BET",0.160414774942883,0.128461078498729,7.37266222611664
"23","N1377","DEMOGRAPHIC","QUARTERLY","BEAT",0.13791660360087,0.101789186812624,5.84435013643312
"24","N1377","DEMOGRAPHIC","QUARTERLY","medianBEAT",0.266421442600889,0.248786422355774,14.5198492073554
"25","N1377","DEMOGRAPHIC","QUARTERLY","meanBaggedBEAT",0.205514246896206,0.163503439976472,9.46768878742118
"26","N1377","DEMOGRAPHIC","QUARTERLY","medianBaggedBEAT",0.151297884201786,0.109191155748581,6.30394117837614
"27","N1377","DEMOGRAPHIC","QUARTERLY","meanPertBEAT",0.171310462013245,0.12715804027498,7.35449495643108
