"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N2266","MACRO","MONTHLY","Auto.Arima",0.0451354411895629,0.0332873337929745,2.37707679169014
"2","N2266","MACRO","MONTHLY","BSTS",0.0518453804560462,0.0402381486415081,2.85407777200111
"3","N2266","MACRO","MONTHLY","ETS",0.0489429339321178,0.0323103512168699,2.34156147918525
"4","N2266","MACRO","MONTHLY","THETA",0.0579179548500997,0.0458674705828546,3.21122824363486
"5","N2266","MACRO","MONTHLY","BEA",0.0471723688209073,0.0343494347193053,2.45713996514383
"6","N2266","MACRO","MONTHLY","EAT",0.0474712962436665,0.0350514717946788,2.49290676742704
"7","N2266","MACRO","MONTHLY","BAT",0.0500347084330916,0.0378781772705502,2.67648614755563
"8","N2266","MACRO","MONTHLY","BET",0.0500842025135043,0.0377496340123533,2.68041534113634
"9","N2266","MACRO","MONTHLY","BEAT",0.0483931974260523,0.0361472723109959,2.56905980610697
"10","N2266","MACRO","MONTHLY","medianBEAT",0.0478666388003267,0.0358929593227089,2.55506706339131
"11","N2266","MACRO","MONTHLY","meanBaggedBEAT",0.0488181439080345,0.0376106866394197,2.67179710591402
"12","N2266","MACRO","MONTHLY","medianBaggedBEAT",0.0496530545748627,0.0377448729473179,2.68554747762579
"13","N2266","MACRO","MONTHLY","meanPertBEAT",0.0485519409879851,0.036924533561821,2.62585269018064
"14","N2266","MACRO","MONTHLY","medianPertBEAT",0.0488273672527227,0.035573258664116,2.54775635141743
"15","N2267","MACRO","MONTHLY","Auto.Arima",0.042369476595723,0.0356123574131652,3.50245392595897
"16","N2267","MACRO","MONTHLY","BSTS",0.0488686863826823,0.0406813691800005,4.00204009371229
"17","N2267","MACRO","MONTHLY","ETS",0.041775781976171,0.0351325242702958,3.45497787893308
"18","N2267","MACRO","MONTHLY","THETA",0.0509914983865766,0.0428565041543608,4.21692615596711
"19","N2267","MACRO","MONTHLY","BEA",0.0440865676745633,0.0369442586687882,3.63493662919644
"20","N2267","MACRO","MONTHLY","EAT",0.0449395197077083,0.0378063340189453,3.71909860403307
"21","N2267","MACRO","MONTHLY","BAT",0.0471344765675964,0.0394581240364812,3.8832320052878
"22","N2267","MACRO","MONTHLY","BET",0.0469280843111205,0.0392981796555247,3.86740665627917
"23","N2267","MACRO","MONTHLY","BEAT",0.0457421915503323,0.0383767240949349,3.77616847369912
"24","N2267","MACRO","MONTHLY","medianBEAT",0.0449280264755949,0.0376144314860736,3.70148666192477
"25","N2267","MACRO","MONTHLY","meanBaggedBEAT",0.0582230089395442,0.0510783401002245,5.01372783613238
"26","N2267","MACRO","MONTHLY","medianBaggedBEAT",0.0517041683835983,0.0434298901772668,4.27341657149589
"27","N2267","MACRO","MONTHLY","meanPertBEAT",0.0543159301029867,0.0467498182349716,4.5944421833638
"28","N2267","MACRO","MONTHLY","medianPertBEAT",0.0556584164743019,0.0480090010588606,4.71679805840353
"29","N2268","MACRO","MONTHLY","Auto.Arima",0.00733096431713349,0.00591761393419299,0.653702457126643
"30","N2268","MACRO","MONTHLY","BSTS",0.0220944560911258,0.0197636577413005,2.18962001071707
"31","N2268","MACRO","MONTHLY","ETS",0.00687687706574871,0.00558559593946859,0.617522411147773
"32","N2268","MACRO","MONTHLY","THETA",0.01288981813772,0.0116292073035047,1.28564969632363
