"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N2391","MACRO","MONTHLY","Auto.Arima",0.0438460715575226,0.0406005917643407,3.76561700097139
"2","N2391","MACRO","MONTHLY","BSTS",0.0725102477754166,0.0679435529577575,6.28619832962321
"3","N2391","MACRO","MONTHLY","ETS",0.0464911384265431,0.0432624547117042,4.01146994662282
"4","N2391","MACRO","MONTHLY","THETA",0.0435549441180011,0.0404870930979411,3.75420805837737
"5","N2391","MACRO","MONTHLY","BEA",0.053922326806134,0.0506021998112675,4.68776175907247
"6","N2391","MACRO","MONTHLY","EAT",0.04462164507724,0.041450046524662,3.84376500199053
"7","N2391","MACRO","MONTHLY","BAT",0.0529513254557381,0.0496770792733464,4.60200779632399
"8","N2391","MACRO","MONTHLY","BET",0.0538535576611789,0.0505643669224676,4.6839587782078
"9","N2391","MACRO","MONTHLY","BEAT",0.0512914894768284,0.0480734231329359,4.4543733338987
"10","N2391","MACRO","MONTHLY","medianBEAT",0.0454454175826945,0.0422937919953427,3.92162063324196
"11","N2391","MACRO","MONTHLY","meanBaggedBEAT",0.0356608756295367,0.0319230230582101,2.96443064013746
"12","N2391","MACRO","MONTHLY","medianBaggedBEAT",0.0351810148222447,0.0314793151217332,2.92310912025039
"13","N2391","MACRO","MONTHLY","meanPertBEAT",0.03506767443948,0.0313051929192799,2.907422090024
"14","N2391","MACRO","MONTHLY","medianPertBEAT",0.0337741257058415,0.0297429033093041,2.76389445515959
"15","N2392","MACRO","MONTHLY","Auto.Arima",0.0306085191687161,0.026288602899831,2.27174935657751
"16","N2392","MACRO","MONTHLY","BSTS",0.077077949702992,0.065106854640207,5.62056717089551
"17","N2392","MACRO","MONTHLY","ETS",0.076203664842887,0.0644518561345149,5.56422709428975
"18","N2392","MACRO","MONTHLY","THETA",0.0102806389648833,0.00761329794407645,0.658251721377477
"19","N2392","MACRO","MONTHLY","BEA",0.0611833076813053,0.0519491045581843,4.48551454058759
"20","N2392","MACRO","MONTHLY","EAT",0.0378447543016718,0.0312191058255277,2.69740494724121
"21","N2392","MACRO","MONTHLY","BAT",0.0381250235722243,0.0314374386607583,2.71618497277646
"22","N2392","MACRO","MONTHLY","BET",0.0533450420502267,0.0441585230723196,3.81367755201387
"23","N2392","MACRO","MONTHLY","BEAT",0.0475929746841605,0.0396910430291975,3.42819550315478
"24","N2392","MACRO","MONTHLY","medianBEAT",0.0531377945722887,0.0451835165163536,3.90187378226383
"25","N2392","MACRO","MONTHLY","meanBaggedBEAT",0.0154194115878895,0.010963398496576,0.949100043040426
