"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N0201","INDUSTRY","YEARLY","Auto.Arima",0.21657415651936,0.17982482231545,45.6252453570994
"2","N0201","INDUSTRY","YEARLY","BSTS",0.122790117963841,0.0948924420101797,23.2268248759484
"3","N0201","INDUSTRY","YEARLY","ETS",0.0704224734472063,0.055153562639065,13.7377492355751
"4","N0201","INDUSTRY","YEARLY","THETA",0.187097139638146,0.164233147999897,41.8415963851516
"5","N0201","INDUSTRY","YEARLY","BEA",0.133451233504585,0.104734832208643,25.7388371960092
"6","N0201","INDUSTRY","YEARLY","EAT",0.154479394132751,0.127848400871882,31.9437610324102
"7","N0201","INDUSTRY","YEARLY","BAT",0.174557946250623,0.146099623049482,36.8349185281777
"8","N0201","INDUSTRY","YEARLY","BET",0.12399220278261,0.0997547884958185,24.540591216582
"9","N0201","INDUSTRY","YEARLY","BEAT",0.146384818009959,0.119609411156456,29.7645269932948
"10","N0201","INDUSTRY","YEARLY","medianBEAT",0.153344855342163,0.124800353995813,31.1533694438478
"11","N0201","INDUSTRY","YEARLY","meanBaggedBEAT",0.134963281326477,0.10743237053153,26.4228749739387
"12","N0201","INDUSTRY","YEARLY","medianBaggedBEAT",0.12936986819057,0.103727491015784,25.6610265343943
"13","N0201","INDUSTRY","YEARLY","meanPertBEAT",0.156111026256558,0.131559501595618,32.9948284069371
"14","N0201","INDUSTRY","YEARLY","medianPertBEAT",0.158210551571571,0.133517919467621,33.4362985033474
"15","N0202","INDUSTRY","YEARLY","Auto.Arima",0.344687011000314,0.218049859568021,9.78610769043812
"16","N0202","INDUSTRY","YEARLY","BSTS",0.312787146152265,0.198375095753695,8.9783515149867
"17","N0202","INDUSTRY","YEARLY","ETS",0.669657461403197,0.534929152989868,25.7693185429609
"18","N0202","INDUSTRY","YEARLY","THETA",0.338265087285788,0.214555874750992,9.66935454407545
"19","N0202","INDUSTRY","YEARLY","BEA",0.43181191706372,0.292926765199654,13.3685514707262
"20","N0202","INDUSTRY","YEARLY","EAT",0.44112589586295,0.299905119345403,13.6957132006235
"21","N0202","INDUSTRY","YEARLY","BAT",0.331108267435374,0.207445773731456,9.30289241272544
"22","N0202","INDUSTRY","YEARLY","BET",0.428381923743705,0.281549048172489,12.7078120005292
"23","N0202","INDUSTRY","YEARLY","BEAT",0.4065197868194,0.261507046647818,11.7227186570285
"24","N0202","INDUSTRY","YEARLY","medianBEAT",0.34095361714618,0.21279933259164,9.5116830383731
"25","N0202","INDUSTRY","YEARLY","meanBaggedBEAT",0.368784626504824,0.233544719980055,10.4458665644434
"26","N0202","INDUSTRY","YEARLY","medianBaggedBEAT",0.369151690280855,0.233517125835271,10.4461132414707
"27","N0202","INDUSTRY","YEARLY","meanPertBEAT",0.377008424197603,0.239025641350925,10.6738904867877
"28","N0202","INDUSTRY","YEARLY","medianPertBEAT",0.378127443910713,0.239814848304319,10.7140462343046
"29","N0203","INDUSTRY","YEARLY","Auto.Arima",0.654148314310541,0.517974514091205,15.6731770613289
"30","N0203","INDUSTRY","YEARLY","BSTS",0.684472691115346,0.512364825201232,15.0411938614546
"31","N0203","INDUSTRY","YEARLY","ETS",0.669463184932908,0.507210284199931,14.996336795652
"32","N0203","INDUSTRY","YEARLY","THETA",0.807825268748895,0.612032685981008,18.0549361078005
"33","N0203","INDUSTRY","YEARLY","BEA",0.668827664092695,0.512516541164123,15.2369025728118
"34","N0203","INDUSTRY","YEARLY","EAT",0.709434958405075,0.541007506900641,16.0355067954915
"35","N0203","INDUSTRY","YEARLY","BAT",0.714403117182518,0.542725687234409,16.050459150759
"36","N0203","INDUSTRY","YEARLY","BET",0.720260275650933,0.539137610603984,15.8248457288667
"37","N0203","INDUSTRY","YEARLY","BEAT",0.703135838673041,0.533846836475789,15.7869285619823
"38","N0203","INDUSTRY","YEARLY","medianBEAT",0.676888304995968,0.509787554700581,15.0187653285533
"39","N0203","INDUSTRY","YEARLY","meanBaggedBEAT",0.699252578055313,0.531929762586881,15.7495666568203
"40","N0203","INDUSTRY","YEARLY","medianBaggedBEAT",0.729913988688262,0.54871460771844,16.1391277456043
"41","N0203","INDUSTRY","YEARLY","meanPertBEAT",0.633386097579462,0.495043854170513,14.9215465553305
"42","N0203","INDUSTRY","YEARLY","medianPertBEAT",0.665139047642191,0.511199825307921,15.2311824306224
"43","N0204","INDUSTRY","YEARLY","Auto.Arima",0.154695706853002,0.130270833333333,8.34866044961823
"44","N0204","INDUSTRY","YEARLY","BSTS",0.453994072506659,0.362693918802508,21.9940505341612
"45","N0204","INDUSTRY","YEARLY","ETS",0.263319344904059,0.20504285534125,12.4509139908512
"46","N0204","INDUSTRY","YEARLY","THETA",0.181721742025873,0.143023254751462,8.91557780708454
"47","N0204","INDUSTRY","YEARLY","BEA",0.281674053369515,0.219311562704154,13.295204707851
"48","N0204","INDUSTRY","YEARLY","EAT",0.196069065818655,0.152484364206207,9.42417458287953
"49","N0204","INDUSTRY","YEARLY","BAT",0.252161942378599,0.197586801127306,12.0441188587071
"50","N0204","INDUSTRY","YEARLY","BET",0.294325653971235,0.228420530685501,13.8197724175349
"51","N0204","INDUSTRY","YEARLY","BEAT",0.254924500564974,0.199450814680792,12.1458176417431
"52","N0204","INDUSTRY","YEARLY","medianBEAT",0.220460771985263,0.172455712975978,10.5742852171353
"53","N0204","INDUSTRY","YEARLY","meanBaggedBEAT",0.358244406430664,0.282822365323864,17.1027585839243
"54","N0204","INDUSTRY","YEARLY","medianBaggedBEAT",0.335527569591726,0.263533124864044,15.9121843734102
"55","N0204","INDUSTRY","YEARLY","meanPertBEAT",0.361160628666816,0.285242924643211,17.2390506423099
"56","N0204","INDUSTRY","YEARLY","medianPertBEAT",0.388218318949244,0.306595018385456,18.507552359918
"57","N0205","INDUSTRY","YEARLY","Auto.Arima",0.388685470285232,0.365966737505419,31.3010223953107
"58","N0205","INDUSTRY","YEARLY","BSTS",0.289193163249274,0.283350938359138,25.4810173109481
"59","N0205","INDUSTRY","YEARLY","ETS",0.241415588741774,0.2377515336134,22.5596473295085
"60","N0205","INDUSTRY","YEARLY","THETA",0.199151730385675,0.157611273418462,17.2068771201974
"61","N0205","INDUSTRY","YEARLY","BEA",0.302263567832631,0.295689736492652,26.4472290119224
"62","N0205","INDUSTRY","YEARLY","EAT",0.256778232848202,0.25377651484576,23.6891822816722
"63","N0205","INDUSTRY","YEARLY","BAT",0.272545928976986,0.268976316427673,24.6629722754854
"64","N0205","INDUSTRY","YEARLY","BET",0.231697805527648,0.226237915130333,21.7491805868847
"65","N0205","INDUSTRY","YEARLY","BEAT",0.264263088455555,0.261170120724105,24.1371410389912
"66","N0205","INDUSTRY","YEARLY","medianBEAT",0.263698712002458,0.260551235986269,24.0203323202283
"67","N0205","INDUSTRY","YEARLY","meanBaggedBEAT",0.215263700919905,0.204050912454686,20.3389548438128
"68","N0205","INDUSTRY","YEARLY","medianBaggedBEAT",0.219528989623734,0.215186200204766,20.7408855303679
"69","N0205","INDUSTRY","YEARLY","meanPertBEAT",0.240447399672928,0.237138096607232,22.4236893969374
"70","N0205","INDUSTRY","YEARLY","medianPertBEAT",0.256379339906576,0.253385170688438,23.3763050972481
