"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N0851","INDUSTRY","QUARTERLY","Auto.Arima",0.034784586089461,0.0310097466391617,2.48902351428263
"2","N0851","INDUSTRY","QUARTERLY","BSTS",0.0391671889560947,0.0361030865933709,2.90583321020624
"3","N0851","INDUSTRY","QUARTERLY","ETS",0.0286619266053974,0.0240519516238115,1.91339676830945
"4","N0851","INDUSTRY","QUARTERLY","THETA",0.021972929524834,0.0158133140030114,1.25968852105709
"5","N0851","INDUSTRY","QUARTERLY","BEA",0.0338963099172317,0.0303056209113256,2.42914704275809
"6","N0851","INDUSTRY","QUARTERLY","EAT",0.0266983037405235,0.0228710665113669,1.8336813192979
"7","N0851","INDUSTRY","QUARTERLY","BAT",0.029986532842263,0.0269707522086759,2.17143092143819
"8","N0851","INDUSTRY","QUARTERLY","BET",0.0280842744173924,0.0245688464961033,1.97261788460577
"9","N0851","INDUSTRY","QUARTERLY","BEAT",0.0295268675541478,0.0261790715318678,2.10171929202498
"10","N0851","INDUSTRY","QUARTERLY","medianBEAT",0.0319187102952328,0.0282869145633829,2.26512154224341
"11","N0851","INDUSTRY","QUARTERLY","meanBaggedBEAT",0.0418702032116059,0.0363619818194622,2.97721365837102
"12","N0851","INDUSTRY","QUARTERLY","medianBaggedBEAT",0.043951439475243,0.0379851130524865,3.1123828519825
"13","N0851","INDUSTRY","QUARTERLY","meanPertBEAT",0.0478512067523397,0.0421070489541796,3.4448199036585
"14","N0851","INDUSTRY","QUARTERLY","medianPertBEAT",0.0493233213936726,0.0420924405040891,3.46127746757117
"15","N0852","INDUSTRY","QUARTERLY","Auto.Arima",0.0110093200172856,0.0100968850636801,0.892176245867734
"16","N0852","INDUSTRY","QUARTERLY","BSTS",0.0589171612089583,0.0524357114735749,4.67422383687014
"17","N0852","INDUSTRY","QUARTERLY","ETS",0.017383229155287,0.0156518081395238,1.39080138721723
"18","N0852","INDUSTRY","QUARTERLY","THETA",0.0196770495161206,0.0184279687215272,1.65995919251176
"19","N0852","INDUSTRY","QUARTERLY","BEA",0.0208171257255208,0.0186489616409615,1.68120045170254
"20","N0852","INDUSTRY","QUARTERLY","EAT",0.0137101610052954,0.013028744545942,1.15822672897015
"21","N0852","INDUSTRY","QUARTERLY","BAT",0.0233445644713881,0.0207246260322322,1.86783066955688
"22","N0852","INDUSTRY","QUARTERLY","BET",0.0267672926923206,0.0236768785759151,2.13989488730022
"23","N0852","INDUSTRY","QUARTERLY","BEAT",0.0198928387197781,0.0179287882399149,1.61987015223107
"24","N0852","INDUSTRY","QUARTERLY","medianBEAT",0.0170888774911519,0.0161017941081031,1.44635016537317
"25","N0852","INDUSTRY","QUARTERLY","meanBaggedBEAT",0.0182306579754291,0.0127354779479158,1.11473753813035
