"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N1786","MICRO","MONTHLY","Auto.Arima",0.159637747091877,0.14309530594196,59.2361281070656
"2","N1786","MICRO","MONTHLY","BSTS",0.206874444191594,0.14958649532667,55.8918064034164
"3","N1786","MICRO","MONTHLY","ETS",0.0775016800207749,0.0712237724121672,27.0836210011658
"4","N1786","MICRO","MONTHLY","THETA",0.0891190345829236,0.0816106319422513,31.2574670535962
"5","N1786","MICRO","MONTHLY","BEA",0.0896075924238445,0.080358514836575,29.6534492770362
"6","N1786","MICRO","MONTHLY","EAT",0.0992773109325482,0.0885190351247609,35.7405465250353
"7","N1786","MICRO","MONTHLY","BAT",0.0929545793433594,0.0840220733492465,31.1010309162651
"8","N1786","MICRO","MONTHLY","BET",0.101167602210473,0.0792543966130715,28.1211325146001
"9","N1786","MICRO","MONTHLY","BEAT",0.0881437967733749,0.0801703987828337,29.9206269990566
"10","N1786","MICRO","MONTHLY","medianBEAT",0.085715694055963,0.0792147772537315,30.0654665559892
"11","N1786","MICRO","MONTHLY","meanBaggedBEAT",0.0999924052049503,0.0897770489711338,35.7610280969462
"12","N1786","MICRO","MONTHLY","medianBaggedBEAT",0.106046555796995,0.0964011247141223,38.615969474761
"13","N1786","MICRO","MONTHLY","meanPertBEAT",0.114356452766341,0.101386800363175,40.8256354792514
"14","N1786","MICRO","MONTHLY","medianPertBEAT",0.113404826710335,0.101096531555948,40.8571061217146
"15","N1787","MICRO","MONTHLY","Auto.Arima",0.198464737638998,0.160656193244819,37.7838841307248
"16","N1787","MICRO","MONTHLY","BSTS",0.185827410391858,0.150779529392878,33.6217505608748
"17","N1787","MICRO","MONTHLY","ETS",0.221713600329702,0.176507305320771,40.4369828906867
"18","N1787","MICRO","MONTHLY","THETA",0.196653404161731,0.15046008086724,34.8897301288145
"19","N1787","MICRO","MONTHLY","BEA",0.196735053181779,0.153027961466839,35.4084716544661
"20","N1787","MICRO","MONTHLY","EAT",0.203640354364652,0.160358417845118,37.3475258534076
"21","N1787","MICRO","MONTHLY","BAT",0.189127936259827,0.145741921495932,33.7923638650626
"22","N1787","MICRO","MONTHLY","BET",0.198322746438566,0.155626163824093,35.6486016400383
"23","N1787","MICRO","MONTHLY","BEAT",0.196510870204003,0.152359303574004,35.2748332709971
"24","N1787","MICRO","MONTHLY","medianBEAT",0.199054380746815,0.152892525429867,35.5984700873284
"25","N1787","MICRO","MONTHLY","meanBaggedBEAT",0.213545089915942,0.176173996583566,40.8132595058963
"26","N1787","MICRO","MONTHLY","medianBaggedBEAT",0.216956597867581,0.178976215788942,41.5069089859782
"27","N1787","MICRO","MONTHLY","meanPertBEAT",0.200571663323904,0.15820919262005,37.4149303339705
"28","N1787","MICRO","MONTHLY","medianPertBEAT",0.190019322602868,0.150482196786984,35.4842934617139
"29","N1788","MICRO","MONTHLY","Auto.Arima",0.214536504685986,0.174183266544356,33.5924479379487
"30","N1788","MICRO","MONTHLY","BSTS",0.158300659544361,0.130161792486915,22.8825060443706
"31","N1788","MICRO","MONTHLY","ETS",0.136292205474813,0.0989351296744874,20.4378507376589
"32","N1788","MICRO","MONTHLY","THETA",0.145839373810695,0.125858021876335,21.8273024890706
"33","N1788","MICRO","MONTHLY","BEA",0.146589517697517,0.108045935028747,21.8858971289062
"34","N1788","MICRO","MONTHLY","EAT",0.144978252914348,0.107095385145326,21.6788096649165
"35","N1788","MICRO","MONTHLY","BAT",0.142239029836017,0.10735691973435,21.1872137674454
"36","N1788","MICRO","MONTHLY","BET",0.135065386360276,0.107517672352404,20.5706089208116
"37","N1788","MICRO","MONTHLY","BEAT",0.138958888657572,0.104727371430936,20.9327463314816
"38","N1788","MICRO","MONTHLY","medianBEAT",0.132427956894271,0.100052596734109,19.6644275965638
"39","N1788","MICRO","MONTHLY","meanBaggedBEAT",0.156281243369892,0.136548001429907,23.5839554607012
"40","N1788","MICRO","MONTHLY","medianBaggedBEAT",0.150833877642556,0.131882017779202,22.8690834365324
"41","N1788","MICRO","MONTHLY","meanPertBEAT",0.144440143022335,0.115861138826264,21.0633321356175
"42","N1788","MICRO","MONTHLY","medianPertBEAT",0.146192840183687,0.119563230530965,22.1214980757863
"43","N1789","MICRO","MONTHLY","Auto.Arima",0.163366038399585,0.139327615039744,53.4437732609625
"44","N1789","MICRO","MONTHLY","BSTS",0.171348135389593,0.13048481360418,40.222716547901
"45","N1789","MICRO","MONTHLY","ETS",0.172834121002479,0.150149651621305,56.9405663761731
"46","N1789","MICRO","MONTHLY","THETA",0.0688132462712567,0.0545378396416681,19.4034256048552
"47","N1789","MICRO","MONTHLY","BEA",0.0945758330922575,0.0724118436299163,28.6133355550905
"48","N1789","MICRO","MONTHLY","EAT",0.124181271104642,0.101844768702251,39.8946208954916
"49","N1789","MICRO","MONTHLY","BAT",0.0761426580654548,0.0633293492400201,22.8975123802891
"50","N1789","MICRO","MONTHLY","BET",0.0767075030417334,0.0633042654438093,23.0645273236545
"51","N1789","MICRO","MONTHLY","BEAT",0.0854711853925258,0.0659232582296379,25.6696504608433
"52","N1789","MICRO","MONTHLY","medianBEAT",0.102210198758422,0.0798966669510342,31.8645721078874
"53","N1789","MICRO","MONTHLY","meanBaggedBEAT",0.0852231644471898,0.0659365543173246,25.9199381406333
"54","N1789","MICRO","MONTHLY","medianBaggedBEAT",0.0852309740353187,0.0678329566216994,26.3049022486496
"55","N1789","MICRO","MONTHLY","meanPertBEAT",0.087471842222516,0.0677697503126678,26.7450840284535
"56","N1789","MICRO","MONTHLY","medianPertBEAT",0.103895422855546,0.0845508140174772,32.6523063474257
"57","N1790","MICRO","MONTHLY","Auto.Arima",0.532506044037611,0.462092514344273,53.2181655443238
"58","N1790","MICRO","MONTHLY","BSTS",0.652279643201686,0.593220108842796,65.6998346404341
"59","N1790","MICRO","MONTHLY","ETS",0.517914893307691,0.450565092105748,49.4952744068271
