"","Series","Type","Period","Method","RMSE","MAE","MAPE"
"1","N2286","MACRO","MONTHLY","Auto.Arima",0.203090441557806,0.164540223089354,12.4372863220034
"2","N2286","MACRO","MONTHLY","BSTS",0.18454838521216,0.146025804320715,10.9968865466437
"3","N2286","MACRO","MONTHLY","ETS",0.202605616863733,0.164042265647223,12.3981252888521
"4","N2286","MACRO","MONTHLY","THETA",0.194219512770769,0.156154881102828,11.7859626125246
"5","N2286","MACRO","MONTHLY","BEA",0.196552636939925,0.158202764352431,11.9440993858331
"6","N2286","MACRO","MONTHLY","EAT",0.199963804103829,0.161579123279802,12.2071247411267
"7","N2286","MACRO","MONTHLY","BAT",0.193781650434014,0.155573636170966,11.7400451603906
"8","N2286","MACRO","MONTHLY","BET",0.193622329941638,0.155407650356922,11.7269914826735
"9","N2286","MACRO","MONTHLY","BEAT",0.195964001921258,0.15769079354003,11.904565192506
"10","N2286","MACRO","MONTHLY","medianBEAT",0.19859510869861,0.160387320874061,12.1158082744874
"11","N2286","MACRO","MONTHLY","meanBaggedBEAT",0.181343431324531,0.141925051849367,10.6602807502584
"12","N2286","MACRO","MONTHLY","medianBaggedBEAT",0.180258610034498,0.140638946808634,10.5583044629103
"13","N2286","MACRO","MONTHLY","meanPertBEAT",0.177845561371051,0.139725457176313,10.5016719348445
"14","N2286","MACRO","MONTHLY","medianPertBEAT",0.176291589443937,0.137883114613019,10.3551535970178
"15","N2287","MACRO","MONTHLY","Auto.Arima",0.0150129830341535,0.0114502998809065,1.09298178175164
"16","N2287","MACRO","MONTHLY","BSTS",0.0172270183390916,0.0131340500986689,1.25475459474419
"17","N2287","MACRO","MONTHLY","ETS",0.0164413665783251,0.0125814517804587,1.20167920780688
"18","N2287","MACRO","MONTHLY","THETA",0.0223791559040255,0.0173851593224496,1.66059521864063
"19","N2287","MACRO","MONTHLY","BEA",0.0161454584516413,0.0123014242637952,1.17495241538748
"20","N2287","MACRO","MONTHLY","EAT",0.0178423269942754,0.01356718668506,1.29604057146396
"21","N2287","MACRO","MONTHLY","BAT",0.0180656272410112,0.0137577840595547,1.31433292084388
"22","N2287","MACRO","MONTHLY","BET",0.0186132453317446,0.0143316598218821,1.36903844869288
"23","N2287","MACRO","MONTHLY","BEAT",0.0176540481200472,0.013437280555798,1.28369107380636
"24","N2287","MACRO","MONTHLY","medianBEAT",0.0167570141775925,0.0126996103319079,1.21327593510647
"25","N2287","MACRO","MONTHLY","meanBaggedBEAT",0.0153585942366881,0.0118172739421106,1.1284124747461
"26","N2287","MACRO","MONTHLY","medianBaggedBEAT",0.0141968207661061,0.0109349149794255,1.04327180790816
"27","N2287","MACRO","MONTHLY","meanPertBEAT",0.015591765193712,0.011999087639154,1.14591113924606
"28","N2287","MACRO","MONTHLY","medianPertBEAT",0.0162648624215631,0.0124213650256229,1.1864763407746
"29","N2288","MACRO","MONTHLY","Auto.Arima",0.0114560245660058,0.00971941758204852,0.87645387449918
"30","N2288","MACRO","MONTHLY","BSTS",0.0050733248889503,0.00439951241477925,0.397653008399678
