"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N0301","YEARLY","meanBaggedEAT",0.208208816533002,0.181013634496136,13.4659122583899
"2","N0302","YEARLY","meanBaggedEAT",0.20857284075637,0.197653571234951,13.43549769161
"3","N0303","YEARLY","meanBaggedEAT",0.279204284567335,0.261146924185015,18.4137715776788
"4","N0304","YEARLY","meanBaggedEAT",0.101974714790156,0.0750182761128009,6.1751863341852
"5","N0305","YEARLY","meanBaggedEAT",0.320416712302061,0.280807845123097,14.4920780257126
"6","N0306","YEARLY","meanBaggedEAT",0.229488500890699,0.193267240042571,10.2478236738995
"7","N0307","YEARLY","meanBaggedEAT",0.0451102229238175,0.0386174190816341,2.14758558981892
"8","N0308","YEARLY","meanBaggedEAT",0.202317091626985,0.171640428609559,10.0819443352016
"9","N0309","YEARLY","meanBaggedEAT",0.316902467267128,0.245506532931886,12.4797520489494
"10","N0310","YEARLY","meanBaggedEAT",0.459745685240582,0.427147640326654,19.8416701352812
