"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N0231","YEARLY","meanBaggedEAT",0.437101660428425,0.397440455121083,46.1134718623409
"2","N0232","YEARLY","meanBaggedEAT",0.337321310232168,0.32089349653444,21.1913143287131
"3","N0233","YEARLY","meanBaggedEAT",0.132156849548275,0.120785868154121,11.1931451213213
"4","N0234","YEARLY","meanBaggedEAT",0.106915462049722,0.0974298227969861,9.09371159956399
"5","N0235","YEARLY","meanBaggedEAT",0.120099496183785,0.0947471218116025,12.0173033389551
"6","N0236","YEARLY","meanBaggedEAT",0.0710409410079388,0.0552786362364638,3.73347517222209
"7","N0237","YEARLY","meanBaggedEAT",0.0892920050058347,0.069134193389276,8.61556290303379
"8","N0238","YEARLY","meanBaggedEAT",0.0473598173180901,0.0459359479449103,6.58605248713098
"9","N0239","YEARLY","meanBaggedEAT",0.101980135899971,0.0921172465684463,7.53150893570678
"10","N0240","YEARLY","meanBaggedEAT",0.0743397626499635,0.0556024349219365,6.45312034438798
