"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N0471","YEARLY","meanBaggedEAT",0.108228803899749,0.098358617264272,7.46916679012007
"2","N0472","YEARLY","meanBaggedEAT",0.043063290219207,0.0369627930187987,2.70714101670017
"3","N0473","YEARLY","meanBaggedEAT",0.0246126573694258,0.022730666023422,2.07422006819157
"4","N0474","YEARLY","meanBaggedEAT",0.0201844563696586,0.0185520376438788,1.66356171291408
"5","N0475","YEARLY","meanBaggedEAT",0.032214329928383,0.0282670976821235,3.28543782215286
"6","N0476","YEARLY","meanBaggedEAT",0.0342862846000447,0.0298680506955914,3.3215992776609
"7","N0477","YEARLY","meanBaggedEAT",0.00498152570198663,0.00422561145313507,0.487146577914715
"8","N0478","YEARLY","meanBaggedEAT",0.0162327258522879,0.0138110008567178,1.46358459343273
"9","N0479","YEARLY","meanBaggedEAT",0.0712211821992841,0.0640171770765977,5.59660747538943
"10","N0480","YEARLY","meanBaggedEAT",0.0271623115159343,0.0226819304965772,2.22985053609054
