"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N0861","QUARTERLY","meanBaggedEAT",0.00435650868354076,0.0033869629256545,0.290622653673501
"2","N0862","QUARTERLY","meanBaggedEAT",0.021889259302155,0.0182818552787338,1.94513834167834
"3","N0863","QUARTERLY","meanBaggedEAT",0.0497889889711966,0.044578523804768,7.15117594702977
"4","N0864","QUARTERLY","meanBaggedEAT",0.0734844370722123,0.0617331036736128,6.10896945840322
"5","N0865","QUARTERLY","meanBaggedEAT",0.0503900834641213,0.0391482198339602,3.71753320954526
"6","N0866","QUARTERLY","meanBaggedEAT",0.0400233990926074,0.0355562865285797,11.0973476436507
"7","N0867","QUARTERLY","meanBaggedEAT",0.132442395042699,0.11368872224391,17.4442791070266
"8","N0868","QUARTERLY","meanBaggedEAT",0.303510640475933,0.293447466683744,23.5353648227547
"9","N0869","QUARTERLY","meanBaggedEAT",0.118223469954697,0.0936021815138708,9.9885840985388
"10","N0870","QUARTERLY","meanBaggedEAT",0.103233022322991,0.0827700602039829,6.78209045757499
