"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N1231","QUARTERLY","meanBaggedEAT",0.0300577387062337,0.0260338786389554,1.50122899557355
"2","N1232","QUARTERLY","meanBaggedEAT",0.0325594972873087,0.0264243751374513,1.75525578633979
"3","N1233","QUARTERLY","meanBaggedEAT",0.0197401223607805,0.0145041285529407,1.2408665372572
"4","N1234","QUARTERLY","meanBaggedEAT",0.0385759518873514,0.0335278083687368,2.92578867146535
"5","N1235","QUARTERLY","meanBaggedEAT",0.101836139690109,0.0823086612422941,7.79430129799002
"6","N1236","QUARTERLY","meanBaggedEAT",0.0593807639475014,0.0555736944640625,3.53564709782638
"7","N1237","QUARTERLY","meanBaggedEAT",0.143552328720112,0.12939758761906,9.15492719201905
"8","N1238","QUARTERLY","meanBaggedEAT",0.0264081451488781,0.021724866791041,1.88558168367556
"9","N1239","QUARTERLY","meanBaggedEAT",0.0296157035713314,0.0262354956393392,2.33709856007325
"10","N1240","QUARTERLY","meanBaggedEAT",0.0275170628076187,0.0256450457812505,2.29066015257305
