"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N0401","YEARLY","meanBaggedEAT",0.155485411811704,0.137832352786606,13.9642853161993
"2","N0402","YEARLY","meanBaggedEAT",0.259510032110305,0.202149457626391,16.3576052404052
"3","N0403","YEARLY","meanBaggedEAT",0.248562801057061,0.198807732407688,22.436474336904
"4","N0404","YEARLY","meanBaggedEAT",0.121927066968417,0.102030448622355,8.7960088079472
"5","N0405","YEARLY","meanBaggedEAT",0.0319416744175286,0.0247350727639418,1.55474328616421
"6","N0406","YEARLY","meanBaggedEAT",0.0294577342352507,0.0278463178771411,1.74816886349822
"7","N0407","YEARLY","meanBaggedEAT",0.0333355220758742,0.0260784089456438,1.63883188087516
"8","N0408","YEARLY","meanBaggedEAT",0.031553081595111,0.0264090055261407,1.6605687831874
"9","N0409","YEARLY","meanBaggedEAT",0.0401579668561072,0.03755722665791,2.01532175463561
"10","N0410","YEARLY","meanBaggedEAT",0.0980556114498002,0.0928454086140202,11.0210008430595
