"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N1461","MONTHLY","meanBaggedEAT",0.303114002465156,0.21222125997216,29.6722419983327
"2","N1462","MONTHLY","meanBaggedEAT",0.382134043209182,0.268888490653306,26.2596398228484
"3","N1463","MONTHLY","meanBaggedEAT",0.220305635822959,0.16428503957712,16.023411317597
"4","N1464","MONTHLY","meanBaggedEAT",0.287204413053666,0.199830781237569,23.8219812302972
"5","N1465","MONTHLY","meanBaggedEAT",0.348988304721702,0.286389381024075,45.9857175508399
"6","N1466","MONTHLY","meanBaggedEAT",0.376103811142431,0.29745525413267,51.9585225152029
"7","N1467","MONTHLY","meanBaggedEAT",0.214330373931377,0.185752584728624,23.4540658920199
"8","N1468","MONTHLY","meanBaggedEAT",0.279375054757784,0.225406839242848,23.5627851527788
"9","N1469","MONTHLY","meanBaggedEAT",0.225507643196095,0.177924569574241,44.4160425579254
"10","N1470","MONTHLY","meanBaggedEAT",0.131134607209115,0.103556448993344,9.98385904276516
