"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N1161","QUARTERLY","meanBaggedEAT",0.0118376912548066,0.00986006111258187,0.878594922338498
"2","N1162","QUARTERLY","meanBaggedEAT",0.00645634195290731,0.00522987343708249,0.475216874367569
"3","N1163","QUARTERLY","meanBaggedEAT",0.0170567504817172,0.0144075946555234,1.39946179293996
"4","N1164","QUARTERLY","meanBaggedEAT",0.0164227304029993,0.0137136104339454,1.33616866904587
"5","N1165","QUARTERLY","meanBaggedEAT",0.0118272909638768,0.0100708123108213,0.931985562963122
"6","N1166","QUARTERLY","meanBaggedEAT",0.0115998682402446,0.00952819234612024,0.855652583360394
"7","N1167","QUARTERLY","meanBaggedEAT",0.100338782844065,0.081797099644518,6.29366739569771
"8","N1168","QUARTERLY","meanBaggedEAT",0.0145156156800448,0.0100179276471285,0.902452258128082
"9","N1169","QUARTERLY","meanBaggedEAT",0.0324010897316498,0.0244308337005402,2.22084042342573
"10","N1170","QUARTERLY","meanBaggedEAT",0.0161182161306532,0.0144282202345818,1.22221314455669
