"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N1001","QUARTERLY","meanBaggedEAT",0.0267657783071212,0.020690027038968,1.35830167838469
"2","N1002","QUARTERLY","meanBaggedEAT",0.0149285722338066,0.0124852545700925,0.911690301428142
"3","N1003","QUARTERLY","meanBaggedEAT",0.0612960285738627,0.0533907827467647,3.64454045704152
"4","N1004","QUARTERLY","meanBaggedEAT",0.0632876839942536,0.0584228834631952,5.05774128593768
"5","N1005","QUARTERLY","meanBaggedEAT",0.0155242780610459,0.0135003807802753,1.11477890704561
"6","N1006","QUARTERLY","meanBaggedEAT",0.0182072583665554,0.0147875590713956,1.23053526899058
"7","N1007","QUARTERLY","meanBaggedEAT",0.0489262458895487,0.0443071943192079,2.812863232436
"8","N1008","QUARTERLY","meanBaggedEAT",0.0611502943139996,0.0485365590077152,3.56346594232087
"9","N1009","QUARTERLY","meanBaggedEAT",0.0491112978770959,0.0412534036823948,2.81809887894531
"10","N1010","QUARTERLY","meanBaggedEAT",0.0555140072871323,0.0492030686989915,3.37069750094245
