"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N0211","YEARLY","meanBaggedEAT",0.0557846312349122,0.0457765261713092,2.65162076896434
"2","N0212","YEARLY","meanBaggedEAT",0.0484640842459278,0.0357973902630503,3.77641459296252
"3","N0213","YEARLY","meanBaggedEAT",0.0340700420917896,0.0291870433869161,2.11161466826504
"4","N0214","YEARLY","meanBaggedEAT",0.0512309821222987,0.0459094979738094,5.38208669121748
"5","N0215","YEARLY","meanBaggedEAT",0.11102850271024,0.102985767910606,19.1537695083124
"6","N0216","YEARLY","meanBaggedEAT",0.319759372781474,0.294239959606704,13.2447968378482
"7","N0217","YEARLY","meanBaggedEAT",0.290208723017127,0.260287727655555,20.4230511858158
"8","N0218","YEARLY","meanBaggedEAT",0.316268831487488,0.286065516816677,21.972743522103
"9","N0219","YEARLY","meanBaggedEAT",0.159610866602926,0.151002049546364,12.4573012559554
"10","N0220","YEARLY","meanBaggedEAT",1.19360410463734,1.03486808539562,54.9442784901829
