"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N0611","YEARLY","meanBaggedEAT",0.0500194236391992,0.0396538452026095,2.24837565592052
"2","N0612","YEARLY","meanBaggedEAT",0.296150045649248,0.233063292472824,15.9725207374358
"3","N0613","YEARLY","meanBaggedEAT",0.141818814055005,0.110745758657713,9.55965292872647
"4","N0614","YEARLY","meanBaggedEAT",0.147789326546685,0.102279443775087,7.17939560692028
"5","N0615","YEARLY","meanBaggedEAT",0.0992730510398235,0.0847456836736941,8.35381037904448
"6","N0616","YEARLY","meanBaggedEAT",0.0648349367414618,0.0615852059660064,4.06869068130837
"7","N0617","YEARLY","meanBaggedEAT",0.370020727771024,0.324222308417696,9.22637951642431
"8","N0618","YEARLY","meanBaggedEAT",0.0382850579024345,0.0374425033201352,2.95087539503996
"9","N0619","YEARLY","meanBaggedEAT",0.0555979798157523,0.0521184223159855,3.59962713081027
"10","N0620","YEARLY","meanBaggedEAT",0.0487709556847949,0.046214439447433,3.0538284467225
