"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N0601","YEARLY","meanBaggedEAT",0.120724823215267,0.0976557764411379,11.146283905265
"2","N0602","YEARLY","meanBaggedEAT",0.522440484838988,0.503355473245921,58.3336600038757
"3","N0603","YEARLY","meanBaggedEAT",0.401435219047194,0.396629334301996,40.5147794524718
"4","N0604","YEARLY","meanBaggedEAT",0.0428328371187409,0.0373411768603375,4.45840419267845
"5","N0605","YEARLY","meanBaggedEAT",0.0942527767174156,0.0817680869964361,5.4735467876971
"6","N0606","YEARLY","meanBaggedEAT",0.2006317878125,0.167029812278433,11.4824451142864
"7","N0607","YEARLY","meanBaggedEAT",0.0173421277427999,0.013342455907623,1.73156502065123
"8","N0608","YEARLY","meanBaggedEAT",0.0564173375549096,0.0436605583104259,5.85781809947958
"9","N0609","YEARLY","meanBaggedEAT",0.0236442743082732,0.0184778606897511,2.6810982262338
"10","N0610","YEARLY","meanBaggedEAT",0.0922068674270079,0.0850453069518453,6.03481088166594
