"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N1561","MONTHLY","meanBaggedEAT",0.238419614460339,0.210994538199829,14.6135009038917
"2","N1562","MONTHLY","meanBaggedEAT",0.194788320017392,0.165423037724911,12.766759555173
"3","N1563","MONTHLY","meanBaggedEAT",0.205888039549771,0.165309542380905,11.5305744800018
"4","N1564","MONTHLY","meanBaggedEAT",0.1954493155554,0.159974640506523,14.1037413296453
"5","N1565","MONTHLY","meanBaggedEAT",0.14086489556368,0.108541134711557,8.28236065059563
"6","N1566","MONTHLY","meanBaggedEAT",0.175508722945228,0.133996453510717,9.50783648270131
"7","N1567","MONTHLY","meanBaggedEAT",0.157920546627911,0.115894059166505,8.79526611919209
"8","N1568","MONTHLY","meanBaggedEAT",0.211053169390944,0.168361515272096,13.2453429974709
"9","N1569","MONTHLY","meanBaggedEAT",0.214433654393915,0.170790321592315,17.4225100309833
"10","N1570","MONTHLY","meanBaggedEAT",0.113266232009834,0.0994554741248421,9.92279991404497
