"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N0951","QUARTERLY","meanBaggedEAT",0.022471425396124,0.0207156676466942,2.02517162327514
"2","N0952","QUARTERLY","meanBaggedEAT",0.100739168828778,0.0891404188436108,8.24866244409025
"3","N0953","QUARTERLY","meanBaggedEAT",0.007033450270792,0.0065525176553103,0.558987048015814
"4","N0954","QUARTERLY","meanBaggedEAT",0.0235722321311519,0.0222420637714131,1.86207751877082
"5","N0955","QUARTERLY","meanBaggedEAT",0.00507151832000995,0.0033313924139368,0.276203054400535
"6","N0956","QUARTERLY","meanBaggedEAT",0.0168787363733088,0.0132573902150545,1.06397891893673
"7","N0957","QUARTERLY","meanBaggedEAT",0.00657060418061176,0.00559416347976348,0.477274723727738
"8","N0958","QUARTERLY","meanBaggedEAT",0.0144198071022849,0.0116528939329017,1.09749625753982
"9","N0959","QUARTERLY","meanBaggedEAT",0.0165045960030202,0.0145456796252169,1.3297210211635
"10","N0960","QUARTERLY","meanBaggedEAT",0.0132358817148915,0.00870374859984533,0.787903477311174
