"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N2191","MONTHLY","Auto.Arima",0.483820663447551,0.408602076191016,31.6685712194037
"2","N2191","MONTHLY","BSTS",0.622416036680934,0.509303163825729,35.2326961140578
"3","N2191","MONTHLY","ETS",0.533103799899979,0.441831184506632,32.5982557210235
"4","N2191","MONTHLY","THETA",0.537269359301382,0.444612715620437,32.6785205274753
"5","N2191","MONTHLY","BEA",0.541105423171174,0.447482881317512,32.5203688619573
"6","N2191","MONTHLY","EAT",0.517232998900543,0.431681992106028,32.3151158226342
"7","N2191","MONTHLY","BAT",0.542535317059079,0.448643354381052,32.5733546637886
"8","N2191","MONTHLY","BET",0.560845405424771,0.463089368058103,33.2613049540694
"9","N2191","MONTHLY","BEAT",0.539925126626543,0.446228164479898,32.4995089364275
"10","N2191","MONTHLY","medianBEAT",0.533455463281119,0.441303328763176,32.501789180133
"11","N2191","MONTHLY","meanBaggedBEAT",0.506225548237286,0.4218273385227,31.6675120477831
"12","N2191","MONTHLY","medianBaggedBEAT",0.506685137858815,0.422299406921728,31.7958953522498
"13","N2191","MONTHLY","meanPertBEAT",0.557011994038319,0.459271930174107,32.9922956964365
"14","N2191","MONTHLY","medianPertBEAT",0.548596356926438,0.451428697395793,32.6825169396118
"15","N2192","MONTHLY","Auto.Arima",0.60569063841955,0.484808904084213,32.2418091680467
"16","N2192","MONTHLY","BSTS",0.670697523836003,0.539904465668147,36.1567598287424
"17","N2192","MONTHLY","ETS",0.571499625837877,0.454297881215223,30.1167668917337
"18","N2192","MONTHLY","THETA",0.567984463704334,0.44110605229083,28.748746051935
"19","N2192","MONTHLY","BEA",0.61516283683787,0.492807474634727,32.8161125019804
"20","N2192","MONTHLY","EAT",0.580368311027877,0.459874670175621,30.3467745763779
"21","N2192","MONTHLY","BAT",0.612587590398626,0.488606474014397,32.3824383495747
"22","N2192","MONTHLY","BET",0.600967585572855,0.478239857370266,31.6517581299431
"23","N2192","MONTHLY","BEAT",0.602058710086994,0.479882119048753,31.799270889469
"24","N2192","MONTHLY","medianBEAT",0.595997050850543,0.472362886459214,31.189008364516
"25","N2192","MONTHLY","meanBaggedBEAT",0.642956440779213,0.520160346859893,34.6165908420112
"26","N2192","MONTHLY","medianBaggedBEAT",0.634558022597718,0.51402114617494,34.2405630925609
"27","N2192","MONTHLY","meanPertBEAT",0.63505800130717,0.515521575529316,34.4121785659625
"28","N2192","MONTHLY","medianPertBEAT",0.633328040472594,0.514248689064423,34.3513373795168
"29","N2193","MONTHLY","Auto.Arima",0.649846437849435,0.522447445675723,34.3138319929547
"30","N2193","MONTHLY","BSTS",0.661027713531856,0.537316374075076,35.688095668331
"31","N2193","MONTHLY","ETS",0.60994185912696,0.492359010612131,32.6997849430587
"32","N2193","MONTHLY","THETA",0.636994867513076,0.509756716768731,33.3915882339626
"33","N2193","MONTHLY","BEA",0.638705914837284,0.516652682444754,34.1468709728601
"34","N2193","MONTHLY","EAT",0.630939529257244,0.507126134626714,33.3400431446383
"35","N2193","MONTHLY","BAT",0.647718303097866,0.52220115702828,34.3463186440063
"36","N2193","MONTHLY","BET",0.634414911429437,0.51271480385547,33.8749923407414
"37","N2193","MONTHLY","BEAT",0.637755129672612,0.514673694488804,33.9270562755615
"38","N2193","MONTHLY","medianBEAT",0.637327772014445,0.5116312016274,33.6044915077349
"39","N2193","MONTHLY","meanBaggedBEAT",0.686011376671796,0.55888456894158,37.0044750246417
"40","N2193","MONTHLY","medianBaggedBEAT",0.676229989756095,0.549851283611146,36.3595002810582
"41","N2193","MONTHLY","meanPertBEAT",0.65750272643324,0.533872388063101,35.3180476069219
"42","N2193","MONTHLY","medianPertBEAT",0.664335633817228,0.540999160069487,35.8297944657773
"43","N2194","MONTHLY","Auto.Arima",0.408739763969781,0.356288540291007,45.8870841985839
"44","N2194","MONTHLY","BSTS",0.0934526078885672,0.0720448050563652,9.2583342581816
"45","N2194","MONTHLY","ETS",0.119470541051868,0.0916674207832063,12.1646264997617
"46","N2194","MONTHLY","THETA",0.0831968871784405,0.0645771767103124,8.25159575455314
"47","N2194","MONTHLY","BEA",0.19145865491283,0.156455669954824,20.519897707369
"48","N2194","MONTHLY","EAT",0.189101475354659,0.156815294564594,20.5324307994474
"49","N2194","MONTHLY","BAT",0.171892354861584,0.138811292770776,18.2529694346656
"50","N2194","MONTHLY","BET",0.0937788941388582,0.0721737473176025,9.41942862751098
"51","N2194","MONTHLY","BEAT",0.158095966477475,0.126556850430188,16.6803458608233
"52","N2194","MONTHLY","medianBEAT",0.10200669087146,0.0783930495246396,10.3342990228246
"53","N2194","MONTHLY","meanBaggedBEAT",0.126994653411321,0.095125397460655,12.6899397512947
"54","N2194","MONTHLY","medianBaggedBEAT",0.133010884279819,0.10148166825046,13.5038776545694
"55","N2194","MONTHLY","meanPertBEAT",0.119274393335235,0.0918364858555525,12.1132065759868
"56","N2194","MONTHLY","medianPertBEAT",0.139584776437786,0.108170273785667,14.3283872159586
"57","N2195","MONTHLY","Auto.Arima",0.121245080797749,0.0991189487932399,8.54756565210976
"58","N2195","MONTHLY","BSTS",0.119706170395825,0.100430243590971,8.64884046234683
"59","N2195","MONTHLY","ETS",0.123861146928269,0.103393411528336,8.91956347990442
"60","N2195","MONTHLY","THETA",0.150603922522089,0.12604536508664,10.8410170859233
"61","N2195","MONTHLY","BEA",0.121255627521757,0.100980867970849,8.70532319812034
"62","N2195","MONTHLY","EAT",0.128481455073017,0.109519241802738,9.43604873931249
"63","N2195","MONTHLY","BAT",0.127493361675571,0.10853151915695,9.34580773345997
"64","N2195","MONTHLY","BET",0.128775566324033,0.109956340068649,9.46980700939152
"65","N2195","MONTHLY","BEAT",0.126167048895648,0.107246992249797,9.23924667007108
"66","N2195","MONTHLY","medianBEAT",0.121853601003513,0.101366439483878,8.72946165055449
"67","N2195","MONTHLY","meanBaggedBEAT",0.119915918687726,0.0990953059978631,8.53360238127321
"68","N2195","MONTHLY","medianBaggedBEAT",0.119286321037105,0.0984518352915163,8.47905432541674
"69","N2195","MONTHLY","meanPertBEAT",0.12552275697051,0.104031562668568,8.99340315474745
"70","N2195","MONTHLY","medianPertBEAT",0.126229356512771,0.104630405590221,9.03287243515723
"71","N2196","MONTHLY","Auto.Arima",0.0723974131828971,0.0520543001794799,6.56170215307499
"72","N2196","MONTHLY","BSTS",0.119815921486646,0.0962064470757065,13.1031334072354
"73","N2196","MONTHLY","ETS",0.105343304290526,0.0782258255488628,9.87785533999618
"74","N2196","MONTHLY","THETA",0.119243504365867,0.0946915480468475,11.5925279405479
"75","N2196","MONTHLY","BEA",0.0934305534100183,0.0709195544734316,9.15993489311457
"76","N2196","MONTHLY","EAT",0.0940723878811503,0.0711038136107924,8.83186542673479
"77","N2196","MONTHLY","BAT",0.0973123312720553,0.0758055216232872,9.76123564076644
"78","N2196","MONTHLY","BET",0.109928326729634,0.0854259191392298,10.9120901582875
"79","N2196","MONTHLY","BEAT",0.0979926365531681,0.0748893025721421,9.55426149069356
"80","N2196","MONTHLY","medianBEAT",0.099031783358126,0.073387827144856,9.39062584376372
"81","N2196","MONTHLY","meanBaggedBEAT",0.102583400432709,0.0795827377625565,10.5438397493424
"82","N2196","MONTHLY","medianBaggedBEAT",0.100158247903827,0.0794001917208137,10.3093796021202
"83","N2196","MONTHLY","meanPertBEAT",0.105618434595652,0.0876858971245648,11.2042000004996
"84","N2196","MONTHLY","medianPertBEAT",0.110900772220741,0.0936203458205605,12.0449658405241
"85","N2197","MONTHLY","Auto.Arima",0.169902629253134,0.13720111621332,12.1243310761355
"86","N2197","MONTHLY","BSTS",0.180702530148755,0.148946006762183,13.1018277952957
"87","N2197","MONTHLY","ETS",0.168730123613059,0.138402349235813,12.1759097929889
"88","N2197","MONTHLY","THETA",0.165029238823138,0.135639055859265,11.815127935656
"89","N2197","MONTHLY","BEA",0.172791404841677,0.141383874870684,12.4548594329924
"90","N2197","MONTHLY","EAT",0.167429366245189,0.136045395898927,11.9429164116699
"91","N2197","MONTHLY","BAT",0.171373725570963,0.139596240300084,12.2548939096865
"92","N2197","MONTHLY","BET",0.171333179057622,0.140739510057605,12.340714343743
"93","N2197","MONTHLY","BEAT",0.170687621920873,0.139270548614741,12.2326442575764
"94","N2197","MONTHLY","medianBEAT",0.170127563951655,0.138944675650998,12.1964048539826
"95","N2197","MONTHLY","meanBaggedBEAT",0.142381609335249,0.10747627181353,9.0536843613334
"96","N2197","MONTHLY","medianBaggedBEAT",0.135920645502664,0.101387935005175,8.53310036124638
"97","N2197","MONTHLY","meanPertBEAT",0.15486720685697,0.114960547298462,9.63080079650766
"98","N2197","MONTHLY","medianPertBEAT",0.16338715669171,0.125081540268591,10.5922992991003
"99","N2198","MONTHLY","Auto.Arima",0.101180242839791,0.0734071815542315,7.08032648438236
"100","N2198","MONTHLY","BSTS",0.104823170757147,0.0769243085001816,7.56770373506945
"101","N2198","MONTHLY","ETS",0.107855774862839,0.0807982381713149,7.58352323460442
"102","N2198","MONTHLY","THETA",0.107854455977652,0.0781925096661226,7.4358494192875
"103","N2198","MONTHLY","BEA",0.101237977744346,0.0731839018921042,7.04107980533337
"104","N2198","MONTHLY","EAT",0.104699898281974,0.0761943440886681,7.24369501568382
