"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N1891","MONTHLY","Auto.Arima",0.175115361927668,0.132923135398567,12.0773025343776
"2","N1891","MONTHLY","BSTS",0.147894261130533,0.114428150206972,10.464745666482
"3","N1891","MONTHLY","ETS",0.147508659568323,0.121016267831692,10.9977592123527
"4","N1891","MONTHLY","THETA",0.142164493884622,0.118245764293478,10.8637104279347
"5","N1891","MONTHLY","BEA",0.155304196235607,0.121223740672501,11.0126586561026
"6","N1891","MONTHLY","EAT",0.153025025553807,0.123195069920864,11.2190483393269
"7","N1891","MONTHLY","BAT",0.153245072052314,0.119453643273965,10.8464029563428
"8","N1891","MONTHLY","BET",0.144701538789411,0.116527212704402,10.5869932160248
"9","N1891","MONTHLY","BEAT",0.15136050744278,0.119581826984756,10.8487146729945
"10","N1891","MONTHLY","medianBEAT",0.146859489424798,0.116426833236384,10.5424555347333
"11","N1891","MONTHLY","meanBaggedBEAT",0.157870432203671,0.13396133439631,12.3036933186245
"12","N1891","MONTHLY","medianBaggedBEAT",0.149891646804444,0.127286755173479,11.7534612041656
"13","N1891","MONTHLY","meanPertBEAT",0.145288931678943,0.122615791415033,11.41249043695
"14","N1891","MONTHLY","medianPertBEAT",0.146010606543172,0.120722085568528,11.134970608626
"15","N1892","MONTHLY","Auto.Arima",0.0566080821959725,0.0472597316173134,4.33748773126149
"16","N1892","MONTHLY","BSTS",0.0439720126609408,0.0350544812129639,3.22240599778615
"17","N1892","MONTHLY","ETS",0.0451235988426206,0.0345813531342767,3.17693778056002
"18","N1892","MONTHLY","THETA",0.0515948823659148,0.0410423698723858,3.76612238347005
"19","N1892","MONTHLY","BEA",0.0462181229697713,0.0381726415097434,3.50040249966068
"20","N1892","MONTHLY","EAT",0.0487127654023906,0.0402954455569002,3.70160046730687
"21","N1892","MONTHLY","BAT",0.048380417137997,0.0402713770170819,3.6974242291606
"22","N1892","MONTHLY","BET",0.0464173335967525,0.0359344473516396,3.29661827398659
"23","N1892","MONTHLY","BEAT",0.0471706855127811,0.0386198325792329,3.54509923214037
"24","N1892","MONTHLY","medianBEAT",0.0458821572202516,0.0365392074025969,3.34798544146659
"25","N1892","MONTHLY","meanBaggedBEAT",0.046915008052639,0.0361786512104225,3.32414442355024
"26","N1892","MONTHLY","medianBaggedBEAT",0.04683493485069,0.0366676028742694,3.37389445536826
"27","N1892","MONTHLY","meanPertBEAT",0.0482335021070228,0.0381063297609634,3.50833088137
"28","N1892","MONTHLY","medianPertBEAT",0.047830664716892,0.0383857252843,3.54043664420819
"29","N1893","MONTHLY","Auto.Arima",0.176328041075717,0.111226541693212,6.44822841594684
"30","N1893","MONTHLY","BSTS",0.236873557254561,0.167286167361803,9.47804402018791
"31","N1893","MONTHLY","ETS",0.212859437301383,0.160041309569147,8.80524370781929
"32","N1893","MONTHLY","THETA",0.270345485307457,0.219584310209052,12.0340113271375
"33","N1893","MONTHLY","BEA",0.196132729039341,0.13457226945107,7.67756466767579
"34","N1893","MONTHLY","EAT",0.206103807227865,0.15361396370314,8.60455332343368
"35","N1893","MONTHLY","BAT",0.215782070692952,0.154906706422697,8.78107449204414
"36","N1893","MONTHLY","BET",0.23260289776254,0.180208178985355,10.0035128470112
"37","N1893","MONTHLY","BEAT",0.211314269057839,0.155825279640565,8.76667633254121
"38","N1893","MONTHLY","medianBEAT",0.214361794632954,0.15873620503124,8.89926887062124
"39","N1893","MONTHLY","meanBaggedBEAT",0.19182819790484,0.141877900842641,7.70642457449164
"40","N1893","MONTHLY","medianBaggedBEAT",0.189392860611215,0.134410769961458,7.35274216115197
"41","N1893","MONTHLY","meanPertBEAT",0.182996178674084,0.127436642310535,7.11062381053672
"42","N1893","MONTHLY","medianPertBEAT",0.184590212734706,0.128811221781994,7.19753360305216
"43","N1894","MONTHLY","Auto.Arima",0.202655012299523,0.174943553315911,15.3217564774329
"44","N1894","MONTHLY","BSTS",0.244227369419554,0.217056899053423,18.902589506896
"45","N1894","MONTHLY","ETS",0.246131147445805,0.22036458362681,19.1997195360165
