"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N2541","MONTHLY","Auto.Arima",0.061658401848338,0.0516058791446973,4.9159847273496
"2","N2541","MONTHLY","BSTS",0.0757246785893378,0.0622200692241324,6.00411540859617
"3","N2541","MONTHLY","ETS",0.0827656645919192,0.0699519543592671,6.736097995504
"4","N2541","MONTHLY","THETA",0.0807345305164629,0.0701605985974785,6.76160922467538
"5","N2541","MONTHLY","BEA",0.0677110576088489,0.0591898656578174,5.68258873692014
"6","N2541","MONTHLY","EAT",0.0697612441443142,0.0614919043600046,5.89891559371407
"7","N2541","MONTHLY","BAT",0.0671980103170924,0.0591012541206003,5.67388588465721
"8","N2541","MONTHLY","BET",0.0793253964475812,0.0673170319942462,6.48874269564965
"9","N2541","MONTHLY","BEAT",0.0705849181513648,0.061640203846902,5.9220754330862
"10","N2541","MONTHLY","medianBEAT",0.0764956944622878,0.0648649404863448,6.25215805097242
"11","N2541","MONTHLY","meanBaggedBEAT",0.06362778801384,0.0536207786048092,5.16942613433419
"12","N2541","MONTHLY","medianBaggedBEAT",0.0637680101807718,0.0552431437779454,5.3240785793586
"13","N2541","MONTHLY","meanPertBEAT",0.0613720394519088,0.0525003720782924,5.06009814042174
"14","N2541","MONTHLY","medianPertBEAT",0.0614295125554342,0.0507908541517199,4.89289586086354
"15","N2542","MONTHLY","Auto.Arima",0.079087172351759,0.0696236330154563,3.9211300664598
"16","N2542","MONTHLY","BSTS",0.076279876669241,0.0653038553666476,3.68561801705684
"17","N2542","MONTHLY","ETS",0.0623500577603555,0.0554509448069555,3.14330735601118
"18","N2542","MONTHLY","THETA",0.175867076598705,0.166201870836573,9.29227004089554
"19","N2542","MONTHLY","BEA",0.0712309367297136,0.0615421025569779,3.47672023510513
"20","N2542","MONTHLY","EAT",0.100258844558307,0.0931910803117113,5.23700072026726
"21","N2542","MONTHLY","BAT",0.107631880353978,0.100316277098012,5.62972183751249
"22","N2542","MONTHLY","BET",0.0990138609294131,0.0916909784538942,5.15521249984137
"23","N2542","MONTHLY","BEAT",0.0938310114162701,0.0861741420942847,4.84669189149598
"24","N2542","MONTHLY","medianBEAT",0.0779219774473209,0.0677508663565278,3.82131228183323
"25","N2542","MONTHLY","meanBaggedBEAT",0.120994605869317,0.113791049441558,6.37871594298197
"26","N2542","MONTHLY","medianBaggedBEAT",0.12789176303926,0.120434919618024,6.74397864126854
"27","N2542","MONTHLY","meanPertBEAT",0.1169508828458,0.109213295368879,6.11927693797215
"28","N2542","MONTHLY","medianPertBEAT",0.120227153118733,0.113349749098355,6.35639239779924
"29","N2543","MONTHLY","Auto.Arima",0.0169490726624581,0.0110275972731215,0.923623116530332
"30","N2543","MONTHLY","BSTS",0.0208958601069228,0.0149092071807229,1.25039928827892
"31","N2543","MONTHLY","ETS",0.0187591364998037,0.0178485839313174,1.49829073942483
"32","N2543","MONTHLY","THETA",0.0950907570240564,0.0877621193749002,7.39802642226411
"33","N2543","MONTHLY","BEA",0.0170024292310992,0.0125462282551243,1.04943562361463
"34","N2543","MONTHLY","EAT",0.0341787399053408,0.0316950315733775,2.67004244356285
"35","N2543","MONTHLY","BAT",0.0289241095711764,0.0265041204579908,2.23123078112356
"36","N2543","MONTHLY","BET",0.0335842308962687,0.0311775448568053,2.62462531146751
"37","N2543","MONTHLY","BEAT",0.025420154748829,0.0225459964112025,1.89745864827471
"38","N2543","MONTHLY","medianBEAT",0.0172715768550076,0.0148248385096809,1.24180838688168
"39","N2543","MONTHLY","meanBaggedBEAT",0.0405093835596704,0.0383609264833657,3.22833162953106
"40","N2543","MONTHLY","medianBaggedBEAT",0.0384945398489701,0.0364738889802795,3.06845571425936
"41","N2543","MONTHLY","meanPertBEAT",0.036557238067519,0.0344523504168149,2.89850216551641
"42","N2543","MONTHLY","medianPertBEAT",0.0342510536086701,0.0321382134681634,2.70215753745063
"43","N2544","MONTHLY","Auto.Arima",0.0261404941054038,0.016725898477177,1.35924453626413
"44","N2544","MONTHLY","BSTS",0.0199643702508603,0.0135631464840718,1.10156060290101
"45","N2544","MONTHLY","ETS",0.0226370582070024,0.0209344712863655,1.70761446889497
"46","N2544","MONTHLY","THETA",0.0932365315212,0.0859541001475803,7.02410380195738
"47","N2544","MONTHLY","BEA",0.0184420978484226,0.0141794430162126,1.1494577401578
"48","N2544","MONTHLY","EAT",0.0345598517899502,0.0318882039892458,2.60395063309486
"49","N2544","MONTHLY","BAT",0.0273791237418411,0.0243623640355792,1.98783583765279
"50","N2544","MONTHLY","BET",0.0355361076487846,0.0331574882317751,2.70744369676938
"51","N2544","MONTHLY","BEAT",0.0260017682730795,0.0230178065013962,1.87820572142162
"52","N2544","MONTHLY","medianBEAT",0.0171711775020383,0.0158111387344899,1.28414752891891
"53","N2544","MONTHLY","meanBaggedBEAT",0.0413430857952672,0.0390556686875642,3.1880521787124
"54","N2544","MONTHLY","medianBaggedBEAT",0.0362919688494803,0.0339298943182878,2.76893296140866
"55","N2544","MONTHLY","meanPertBEAT",0.0480206733531132,0.0458554058098872,3.74182996354229
"56","N2544","MONTHLY","medianPertBEAT",0.0440666273227063,0.0420371665620647,3.43002040279816
"57","N2545","MONTHLY","Auto.Arima",0.0567298920276573,0.0465070199017638,3.80808368980997
"58","N2545","MONTHLY","BSTS",0.0828767079686368,0.0690933218631002,5.65390520584077
"59","N2545","MONTHLY","ETS",0.0555266574344883,0.0455716590543664,3.73177574950576
"60","N2545","MONTHLY","THETA",0.0234116111564164,0.0173666696982081,1.46449373071909
"61","N2545","MONTHLY","BEA",0.0648230882804244,0.0537240002730768,4.3979215483855
"62","N2545","MONTHLY","EAT",0.0397051728470797,0.0300267689906583,2.45870958345585
"63","N2545","MONTHLY","BAT",0.0481656142759586,0.0371502821916291,3.03878916650206
"64","N2545","MONTHLY","BET",0.0477342881145094,0.0368382106597903,3.01332909869882
"65","N2545","MONTHLY","BEAT",0.0498983520120823,0.0392554129702837,3.21201774647661
"66","N2545","MONTHLY","medianBEAT",0.0560584757697668,0.0459226676484358,3.76025746733794
"67","N2545","MONTHLY","meanBaggedBEAT",0.0491282887562395,0.0373254321963133,3.05238439930785
"68","N2545","MONTHLY","medianBaggedBEAT",0.0460839645342967,0.0345155095352975,2.82310831064551
