"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N0721","QUARTERLY","Auto.Arima",0.0981937703088171,0.0750232776623926,4.51263244268625
"2","N0721","QUARTERLY","BSTS",0.161740954884082,0.139539558332604,8.3203323414896
"3","N0721","QUARTERLY","ETS",0.0814660266876875,0.0636735361261429,3.80192470263249
"4","N0721","QUARTERLY","THETA",0.0551562041086547,0.044379731931268,2.65715380039113
"5","N0721","QUARTERLY","BEA",0.106444153770817,0.08434165656888,5.06505857139397
"6","N0721","QUARTERLY","EAT",0.0740362016903135,0.0580251987902235,3.48713718979472
"7","N0721","QUARTERLY","BAT",0.0990338776491688,0.0785915909969712,4.72137077892781
"8","N0721","QUARTERLY","BET",0.0898260417001218,0.0729675843468411,4.38046704871513
"9","N0721","QUARTERLY","BEAT",0.0912948896659678,0.073481507675729,4.41350839720791
"10","N0721","QUARTERLY","medianBEAT",0.0855611463500342,0.0668036607962406,4.02092197819245
"11","N0721","QUARTERLY","meanBaggedBEAT",0.106112241113212,0.0836120700694763,5.03182404993897
"12","N0721","QUARTERLY","medianBaggedBEAT",0.101789686421623,0.0805686730041314,4.84898859680827
"13","N0721","QUARTERLY","meanPertBEAT",0.117327776673465,0.0953134324512521,5.72384230267703
"14","N0721","QUARTERLY","medianPertBEAT",0.103588807595381,0.0854726354123126,5.13287682527048
"15","N0722","QUARTERLY","Auto.Arima",0.171196601921438,0.157206615807178,12.6414060457478
"16","N0722","QUARTERLY","BSTS",0.159205281970585,0.143114638814977,11.6071843200712
"17","N0722","QUARTERLY","ETS",0.238824727273156,0.223617186065751,17.8670092149122
"18","N0722","QUARTERLY","THETA",0.176573454430686,0.165419169379601,13.3367779548266
"19","N0722","QUARTERLY","BEA",0.189138184576302,0.174646146895969,14.0385331935771
"20","N0722","QUARTERLY","EAT",0.194897578777105,0.18208099041751,14.6150644051622
"21","N0722","QUARTERLY","BAT",0.168605918675589,0.155246808000585,12.5284561068819
"22","N0722","QUARTERLY","BET",0.190800386317116,0.177383664753443,14.2703238299367
"23","N0722","QUARTERLY","BEAT",0.185779567574326,0.172339402516877,13.8630943838895
"24","N0722","QUARTERLY","medianBEAT",0.173636556629856,0.161718070075604,13.0203528426515
"25","N0722","QUARTERLY","meanBaggedBEAT",0.162605160644838,0.145161439354352,11.7961316740044
"26","N0722","QUARTERLY","medianBaggedBEAT",0.165136372375068,0.147564922439145,11.9866402814425
"27","N0722","QUARTERLY","meanPertBEAT",0.182115426765534,0.164447597750646,13.3203798779317
"28","N0722","QUARTERLY","medianPertBEAT",0.188658340999337,0.170517893440269,13.8113614043989
"29","N0723","QUARTERLY","Auto.Arima",0.275587216740211,0.242477940838488,11.0706537719286
"30","N0723","QUARTERLY","BSTS",0.260038061744613,0.220360183183247,10.1839334572574
"31","N0723","QUARTERLY","ETS",0.21958750444823,0.181303888480318,7.9869390831902
"32","N0723","QUARTERLY","THETA",0.41221447223962,0.360492553715694,16.0453249091151
"33","N0723","QUARTERLY","BEA",0.242881366163594,0.21230721895563,9.65422150638267
"34","N0723","QUARTERLY","EAT",0.296467310699419,0.261424794344833,11.700972588078
"35","N0723","QUARTERLY","BAT",0.301956779343729,0.272036774034089,12.3403501150243
"36","N0723","QUARTERLY","BET",0.283434066680157,0.251645423248033,11.3124452187782
"37","N0723","QUARTERLY","BEAT",0.27972449442397,0.249353552645646,11.2519973570658
"38","N0723","QUARTERLY","medianBEAT",0.259326330241735,0.226557928819885,10.2342157546705
"39","N0723","QUARTERLY","meanBaggedBEAT",0.344921943298045,0.326526003626725,14.6398202563916
"40","N0723","QUARTERLY","medianBaggedBEAT",0.336699656160835,0.318012255749824,14.2339775333392
"41","N0723","QUARTERLY","meanPertBEAT",0.325880796337205,0.274001556335211,11.7043476632688
"42","N0723","QUARTERLY","medianPertBEAT",0.322988352896483,0.266705378934267,11.3210292073031
"43","N0724","QUARTERLY","Auto.Arima",0.0954264796338396,0.0813229655796321,6.48701910867138
"44","N0724","QUARTERLY","BSTS",0.0953961781209526,0.0859589205911154,7.10341882688555
"45","N0724","QUARTERLY","ETS",0.0954263802710495,0.0813229655796321,6.48702394097338
"46","N0724","QUARTERLY","THETA",0.097314632719149,0.0898575407236558,7.4326296604187
"47","N0724","QUARTERLY","BEA",0.0911032927374202,0.0764884260596539,6.18662537558737
"48","N0724","QUARTERLY","EAT",0.0901275210399601,0.0745234612065101,6.0381018225384
"49","N0724","QUARTERLY","BAT",0.0908675097222978,0.0788635321658809,6.46655899950994
"50","N0724","QUARTERLY","BET",0.0908676089792364,0.0788636836013463,6.46657262249132
"51","N0724","QUARTERLY","BEAT",0.0900774813219855,0.0748281031393233,6.10400793163804
"52","N0724","QUARTERLY","medianBEAT",0.0904431716163945,0.0752779272568219,6.13255125007189
"53","N0724","QUARTERLY","meanBaggedBEAT",0.0933943871627448,0.080771814910136,6.71361729720859
"54","N0724","QUARTERLY","medianBaggedBEAT",0.0934822547499753,0.079093076153381,6.52995767326789
"55","N0724","QUARTERLY","meanPertBEAT",0.0953565861117675,0.0842807617120466,6.95241478350468
"56","N0724","QUARTERLY","medianPertBEAT",0.0957787201443216,0.0862165626644637,7.09963875762484
"57","N0725","QUARTERLY","Auto.Arima",0.0666345710771167,0.0486666081203712,4.18756104387829
"58","N0725","QUARTERLY","BSTS",0.0913628624186788,0.0759917888789071,6.62560423604017
"59","N0725","QUARTERLY","ETS",0.0604147110177014,0.0433715330831822,3.73066190204731
"60","N0725","QUARTERLY","THETA",0.0648043846398831,0.0554542689997087,4.85533126388354
"61","N0725","QUARTERLY","BEA",0.0715714895997226,0.0535227138973601,4.61456835186514
"62","N0725","QUARTERLY","EAT",0.062379804198872,0.045489033081905,3.9135155229752
"63","N0725","QUARTERLY","BAT",0.0730570006070363,0.0586695188268421,5.0949032438284
"64","N0725","QUARTERLY","BET",0.0705160921132352,0.0554734742791449,4.80868463124488
"65","N0725","QUARTERLY","BEAT",0.0692087376737063,0.0531057936283306,4.59069700893466
"66","N0725","QUARTERLY","medianBEAT",0.0671686142114455,0.051636758128203,4.46376626331695
"67","N0725","QUARTERLY","meanBaggedBEAT",0.0497449376525847,0.0399803317569978,3.48048070333716
"68","N0725","QUARTERLY","medianBaggedBEAT",0.052014168645692,0.040220478132466,3.48720734663455
"69","N0725","QUARTERLY","meanPertBEAT",0.0585548357662301,0.0428809126447484,3.69798794611464
"70","N0725","QUARTERLY","medianPertBEAT",0.0552208513010474,0.0417013148661745,3.60682471424157
"71","N0726","QUARTERLY","Auto.Arima",0.111080071043488,0.108318058508688,12.5019720555121
"72","N0726","QUARTERLY","BSTS",0.108945731353,0.0871786194970986,10.2747978816393
"73","N0726","QUARTERLY","ETS",0.125169243313333,0.100787063474037,12.0319703318638
"74","N0726","QUARTERLY","THETA",0.305919164214946,0.295130328186191,34.5450700051387
"75","N0726","QUARTERLY","BEA",0.104801693531972,0.0886863747512829,10.4272654551775
"76","N0726","QUARTERLY","EAT",0.147565760439135,0.127590028175855,15.1550116749134
"77","N0726","QUARTERLY","BAT",0.139452093221738,0.116232101710746,13.8708874090164
"78","N0726","QUARTERLY","BET",0.167012134247272,0.152593971758403,18.0930817525539
"79","N0726","QUARTERLY","BEAT",0.135488590632368,0.111984577531671,13.3731278270782
"80","N0726","QUARTERLY","medianBEAT",0.115901432914893,0.090686921202395,10.7887527057105
"81","N0726","QUARTERLY","meanBaggedBEAT",0.149212394192382,0.127992682044652,15.3970304218504
"82","N0726","QUARTERLY","medianBaggedBEAT",0.150163070439112,0.128009599981787,15.4337653383445
"83","N0726","QUARTERLY","meanPertBEAT",0.157998126866355,0.135555089218295,16.3734628325815
"84","N0726","QUARTERLY","medianPertBEAT",0.153030365754619,0.130472538281672,15.7895422644039
"85","N0727","QUARTERLY","Auto.Arima",0.167029520944262,0.125722628006527,7.89604750957808
"86","N0727","QUARTERLY","BSTS",0.157270324526658,0.122546000127563,7.6737236481382
"87","N0727","QUARTERLY","ETS",0.143997001953465,0.106491830822505,6.70896378563019
"88","N0727","QUARTERLY","THETA",0.197759015886878,0.158159949175984,10.0718328706306
"89","N0727","QUARTERLY","BEA",0.155098757711305,0.114523420604336,7.13452620079777
"90","N0727","QUARTERLY","EAT",0.168545696779302,0.126491855240217,7.94183585561697
"91","N0727","QUARTERLY","BAT",0.172897114092982,0.131050506620313,8.20305461197803
"92","N0727","QUARTERLY","BET",0.165497432433967,0.12780248516098,8.05624858182809
"93","N0727","QUARTERLY","BEAT",0.165381964892377,0.124198922476528,7.77676202325323
"94","N0727","QUARTERLY","medianBEAT",0.164369397894359,0.122910065546981,7.67781991056633
"95","N0727","QUARTERLY","meanBaggedBEAT",0.177468498764007,0.145044447140827,9.1864929873711
"96","N0727","QUARTERLY","medianBaggedBEAT",0.178902992475891,0.14377274000352,9.08266829506631
"97","N0727","QUARTERLY","meanPertBEAT",0.13783570948005,0.102391671920113,6.38349455711157
"98","N0727","QUARTERLY","medianPertBEAT",0.137115076329738,0.102783367815117,6.40689142622768
"99","N0728","QUARTERLY","Auto.Arima",0.0815111729718777,0.0686256679758384,5.26272047115915
"100","N0728","QUARTERLY","BSTS",0.071637010393378,0.0536902634597676,4.27138254667737
"101","N0728","QUARTERLY","ETS",0.103262885993369,0.0843226751916943,6.4333551385951
"102","N0728","QUARTERLY","THETA",0.0895003572091205,0.0673488907537502,5.27399833942372
"103","N0728","QUARTERLY","BEA",0.0811325467832531,0.0643905234727466,4.95395036461759
"104","N0728","QUARTERLY","EAT",0.0875789900848542,0.0715215001225732,5.5031678578573
"105","N0728","QUARTERLY","BAT",0.0766021797130446,0.0581461251736338,4.52271671590221
"106","N0728","QUARTERLY","BET",0.0854941581334299,0.0647029019436419,5.02167034792463
"107","N0728","QUARTERLY","BEAT",0.0822378337944258,0.0646902626781489,5.00037632157543
"108","N0728","QUARTERLY","medianBEAT",0.0797664869982302,0.0625800259728549,4.85527175612581
"109","N0728","QUARTERLY","meanBaggedBEAT",0.0865751117128916,0.0654358644502675,4.96130333523016
"110","N0728","QUARTERLY","medianBaggedBEAT",0.0847563040885551,0.0637990202655116,4.83404723313693
"111","N0728","QUARTERLY","meanPertBEAT",0.0839296775289375,0.063668755153663,4.81540231851774
"112","N0728","QUARTERLY","medianPertBEAT",0.0828826501339338,0.0627675169553543,4.76620200001575
"113","N0729","QUARTERLY","Auto.Arima",0.113752713264877,0.102467344541261,7.43885044600645
"114","N0729","QUARTERLY","BSTS",0.0565735726802483,0.0465340605432473,3.33068805379027
"115","N0729","QUARTERLY","ETS",0.114740552317704,0.100717468065355,7.26898147186912
"116","N0729","QUARTERLY","THETA",0.0860337082213163,0.0748950191449741,5.44918741810659
"117","N0729","QUARTERLY","BEA",0.0940000593564252,0.0823751308365498,5.94198919624406
"118","N0729","QUARTERLY","EAT",0.103846363179198,0.0906477698308708,6.55136398460668
"119","N0729","QUARTERLY","BAT",0.0839010516958392,0.0723112012037695,5.21602602739284
"120","N0729","QUARTERLY","BET",0.0849320237608262,0.0737734164647934,5.32704549673444
"121","N0729","QUARTERLY","BEAT",0.0915404246026042,0.0794127679191659,5.72926488851191
"122","N0729","QUARTERLY","medianBEAT",0.0964345823260969,0.083807893335757,6.05071826970662
"123","N0729","QUARTERLY","meanBaggedBEAT",0.0701301050117852,0.0581090658198466,4.15236706197193
"124","N0729","QUARTERLY","medianBaggedBEAT",0.0644111904335326,0.0554242159435392,3.99191401542963
"125","N0729","QUARTERLY","meanPertBEAT",0.0692690145319449,0.0589598267020578,4.23407174987003
"126","N0729","QUARTERLY","medianPertBEAT",0.0535293239540481,0.0448312760849378,3.22241618243047
"127","N0730","QUARTERLY","Auto.Arima",0.059826592360956,0.0475014398355944,3.66364969685069
"128","N0730","QUARTERLY","BSTS",0.0601824602242457,0.0527902578455308,4.08730564901061
"129","N0730","QUARTERLY","ETS",0.0613687437067227,0.0514013897581532,3.97830166393745
"130","N0730","QUARTERLY","THETA",0.10204666218999,0.086138692834987,6.77274285865734
"131","N0730","QUARTERLY","BEA",0.0600257741254765,0.0504515081520426,3.9017512449416
"132","N0730","QUARTERLY","EAT",0.0701663031866688,0.0592534592670507,4.6392652517406
"133","N0730","QUARTERLY","BAT",0.0697471697872565,0.0597164152961766,4.67559991343166
"134","N0730","QUARTERLY","BET",0.0712589126095603,0.061129252931413,4.78848499411856
"135","N0730","QUARTERLY","BEAT",0.0672772579973291,0.0576376589116707,4.5012753510581
"136","N0730","QUARTERLY","medianBEAT",0.061338137722313,0.0521619963212388,4.04002103877678
"137","N0730","QUARTERLY","meanBaggedBEAT",0.0696661817831729,0.0630730882098631,4.86436538097236
"138","N0730","QUARTERLY","medianBaggedBEAT",0.0699217156350942,0.0634449156049831,4.89217831493066
"139","N0730","QUARTERLY","meanPertBEAT",0.0714015993840994,0.0645576053988442,5.01746846453451
"140","N0730","QUARTERLY","medianPertBEAT",0.0709272595646436,0.0633747270590015,4.92294092265528
