"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N2951","OTHER","Auto.Arima",0.0248127627978164,0.0213399064959125,2.86127084605482
"2","N2951","OTHER","BSTS",0.0374541925202579,0.0336883154265263,4.51762835260968
"3","N2951","OTHER","ETS",0.0417837988726661,0.037361460248724,5.01051068681764
"4","N2951","OTHER","THETA",0.0133246317377659,0.0117956689567728,1.58074921935332
"5","N2951","OTHER","BEA",0.0346443422821761,0.0307965607237209,4.12980329516071
"6","N2951","OTHER","EAT",0.0265764543625421,0.0234990119004698,3.15084358407526
"7","N2951","OTHER","BAT",0.0251387865071468,0.0222746302930706,2.98654947267261
"8","N2951","OTHER","BET",0.0308107019716688,0.0276151482106744,3.70296275292688
"9","N2951","OTHER","BEAT",0.0292875002672888,0.0260463377819839,3.49253977620887
"10","N2951","OTHER","medianBEAT",0.0311005796877745,0.0275779249146808,3.69797200834456
"11","N2951","OTHER","meanBaggedBEAT",0.0312672391897645,0.0275451138973999,3.69393089466666
"12","N2951","OTHER","medianBaggedBEAT",0.0334143288005816,0.0299640848971863,4.01805048728904
"13","N2951","OTHER","meanPertBEAT",0.037109058347245,0.0336925325254728,4.51790685155281
"14","N2951","OTHER","medianPertBEAT",0.0361661454056883,0.0330541829397314,4.4321558863559
"15","N2952","OTHER","Auto.Arima",0.0304940038571161,0.0216431591857703,2.86642540697238
"16","N2952","OTHER","BSTS",0.0193637261687129,0.0179378686766933,2.40315019778765
"17","N2952","OTHER","ETS",0.0308585302408034,0.022113076810387,2.92943034298339
"18","N2952","OTHER","THETA",0.0191864782965969,0.0125503651124527,1.65825370954338
"19","N2952","OTHER","BEA",0.0178036987148236,0.0124533691407331,1.6474197733972
"20","N2952","OTHER","EAT",0.0266989218668011,0.0182516447745462,2.41499071712577
"21","N2952","OTHER","BAT",0.0146914916463325,0.0117997517560355,1.56560166239453
"22","N2952","OTHER","BET",0.0147051412950222,0.0116728336616669,1.54848760103707
"23","N2952","OTHER","BEAT",0.0181415950031655,0.012477618133663,1.65012825743374
"24","N2952","OTHER","medianBEAT",0.0246766537637748,0.0163285036798025,2.15878056112859
"25","N2952","OTHER","meanBaggedBEAT",0.0166703149042529,0.0144184115878836,1.93378619117108
"26","N2952","OTHER","medianBaggedBEAT",0.0161838103213937,0.0139964168141141,1.87773121019096
"27","N2952","OTHER","meanPertBEAT",0.0205342405976226,0.0182106945881782,2.44291510401917
"28","N2952","OTHER","medianPertBEAT",0.0183986643965931,0.0160240851470736,2.15033245792668
"29","N2953","OTHER","Auto.Arima",0.0116828537972859,0.00937911659059136,1.25361045999197
"30","N2953","OTHER","BSTS",0.0289505530377679,0.020998458623477,2.81967968234678
"31","N2953","OTHER","ETS",0.0118269536877696,0.00945461179686925,1.26384812786425
"32","N2953","OTHER","THETA",0.0181394703075833,0.0164382730535157,2.20655784855446
"33","N2953","OTHER","BEA",0.0157416037555012,0.0103490244453084,1.38575608700335
"34","N2953","OTHER","EAT",0.011547230359113,0.0101810827976543,1.36162975205165
"35","N2953","OTHER","BAT",0.0122551977229688,0.00946779304959338,1.26625380815011
"36","N2953","OTHER","BET",0.0123288231754794,0.00949295811835268,1.26966636410754
"37","N2953","OTHER","BEAT",0.0121274437206649,0.00946449773641236,1.26565238807865
"38","N2953","OTHER","medianBEAT",0.0117523790504918,0.00941686419373029,1.25872929392811
"39","N2953","OTHER","meanBaggedBEAT",0.0120671370588745,0.0095511923269142,1.27752529472005
