"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N1971","MONTHLY","Auto.Arima",0.15069630720675,0.127511223504735,9.20281221748951
"2","N1971","MONTHLY","BSTS",0.130741494789954,0.110179764467281,7.98149766084788
"3","N1971","MONTHLY","ETS",0.196987967398227,0.166946940969719,12.0193106559095
"4","N1971","MONTHLY","THETA",0.178082943084183,0.149369307441637,10.7819043987477
"5","N1971","MONTHLY","BEA",0.15882486636962,0.134580757761957,9.70853165278279
"6","N1971","MONTHLY","EAT",0.17492336815043,0.147942490638697,10.6680090907156
"7","N1971","MONTHLY","BAT",0.1524194180319,0.12872154658593,9.29606290039552
"8","N1971","MONTHLY","BET",0.167725825678885,0.141866785740924,10.2348957132022
"9","N1971","MONTHLY","BEAT",0.16339789253102,0.138277895181877,9.97687483927402
"10","N1971","MONTHLY","medianBEAT",0.164013056743326,0.138472396328124,9.99607066084564
"11","N1971","MONTHLY","meanBaggedBEAT",0.16115343114674,0.140195249319208,10.164522644686
"12","N1971","MONTHLY","medianBaggedBEAT",0.164097773823071,0.144371850853242,10.5092676987929
"13","N1971","MONTHLY","meanPertBEAT",0.183770441078299,0.160303219873599,11.6230975457952
"14","N1971","MONTHLY","medianPertBEAT",0.181391120609724,0.156397349687163,11.3201377920205
"15","N1972","MONTHLY","Auto.Arima",0.0888264483584757,0.0817062179592226,26.4268876287673
"16","N1972","MONTHLY","BSTS",0.272067730075346,0.255160407451883,90.7560871209945
"17","N1972","MONTHLY","ETS",0.12319579097501,0.11520057135219,38.5816957983501
"18","N1972","MONTHLY","THETA",0.0421138406130922,0.0341177563397901,12.9565369173165
"19","N1972","MONTHLY","BEA",0.158189499160044,0.150689065587765,51.9215568493706
"20","N1972","MONTHLY","EAT",0.0695750603563646,0.062670592322638,19.7215510704875
"21","N1972","MONTHLY","BAT",0.115558650177736,0.109323871022536,37.1130148447023
"22","N1972","MONTHLY","BET",0.126439004608509,0.120488655486858,41.1646175678966
"23","N1972","MONTHLY","BEAT",0.116456175435631,0.110793046104949,37.4801850831143
"24","N1972","MONTHLY","medianBEAT",0.105021854744575,0.0984533946557064,32.5042917135587
"25","N1972","MONTHLY","meanBaggedBEAT",0.0397949110160178,0.0336497002478325,10.6145899886802
"26","N1972","MONTHLY","medianBaggedBEAT",0.0406566642113952,0.0339930368199922,11.2211000854903
"27","N1972","MONTHLY","meanPertBEAT",0.0637696264149975,0.0535891550301194,16.7267597045324
"28","N1972","MONTHLY","medianPertBEAT",0.0642928224654662,0.05403048043673,16.762824009969
"29","N1973","MONTHLY","Auto.Arima",0.255286667076501,0.227338475466083,19.2892773786488
"30","N1973","MONTHLY","BSTS",0.136682072982457,0.11421594898409,9.50756167310009
