"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N1721","MONTHLY","Auto.Arima",0.0405494078563502,0.0328151688221362,3.35310424589758
"2","N1721","MONTHLY","BSTS",0.0606213743511623,0.0492162647343812,5.05183694726837
"3","N1721","MONTHLY","ETS",0.0901237936479279,0.0789464075409954,8.13871598440821
"4","N1721","MONTHLY","THETA",0.0595072603304525,0.0476984726231179,4.88827927524712
"5","N1721","MONTHLY","BEA",0.0602226677741233,0.0491197949573722,5.01705096884811
"6","N1721","MONTHLY","EAT",0.0598107990702299,0.0485149121604613,4.95284779932291
"7","N1721","MONTHLY","BAT",0.0507559207281079,0.0400012253909417,4.07731376170789
"8","N1721","MONTHLY","BET",0.0696468754419209,0.057348069267815,5.88912105203235
"9","N1721","MONTHLY","BEAT",0.0598685934996481,0.0485423571306231,4.96178251609887
"10","N1721","MONTHLY","medianBEAT",0.061058099460219,0.0503155700297847,5.15817540057423
"11","N1721","MONTHLY","meanBaggedBEAT",0.0516010056937738,0.0412566153576866,4.20402261728801
"12","N1721","MONTHLY","medianBaggedBEAT",0.0535385196244801,0.0430109750122424,4.37965879004919
"13","N1721","MONTHLY","meanPertBEAT",0.0449511587162036,0.0363478149139137,3.71477040022726
"14","N1721","MONTHLY","medianPertBEAT",0.0481513994098981,0.039337004011615,4.01787738401111
"15","N1722","MONTHLY","Auto.Arima",0.105741391918633,0.0886023581891953,11.3004052021954
"16","N1722","MONTHLY","BSTS",0.101920006291277,0.0814296143329361,10.3486959227941
"17","N1722","MONTHLY","ETS",0.0998944449403075,0.0809140183128969,10.3037835696993
"18","N1722","MONTHLY","THETA",0.0856880553839481,0.0676025468902221,8.53868621320095
"19","N1722","MONTHLY","BEA",0.0970916196008935,0.0790569193635174,10.1774534417216
"20","N1722","MONTHLY","EAT",0.090913719335485,0.074640513655055,9.5589954179475
"21","N1722","MONTHLY","BAT",0.090893842931779,0.0745022227562143,9.53851917374658
"22","N1722","MONTHLY","BET",0.0943201095356575,0.0750972706612385,9.54993567998734
"23","N1722","MONTHLY","BEAT",0.0926620664262136,0.0745988860431409,9.57795880630635
"24","N1722","MONTHLY","medianBEAT",0.0970764522087858,0.0786637938293241,10.034152780826
"25","N1722","MONTHLY","meanBaggedBEAT",0.116477619604825,0.0926963127404884,12.0322108031875
"26","N1722","MONTHLY","medianBaggedBEAT",0.11561042726113,0.0928474155267775,12.0297327054247
"27","N1722","MONTHLY","meanPertBEAT",0.120285623653844,0.0963331069949478,12.5152049115361
"28","N1722","MONTHLY","medianPertBEAT",0.108010088772405,0.0864191370508314,11.2144754496654
"29","N1723","MONTHLY","Auto.Arima",0.0443884585479293,0.0359592588211144,3.90727792266664
"30","N1723","MONTHLY","BSTS",0.0388671395641343,0.0290707943677095,3.1247690224381
"31","N1723","MONTHLY","ETS",0.04486042699442,0.0377315415507966,4.11501736105015
"32","N1723","MONTHLY","THETA",0.0458932389477129,0.0329348936946185,3.50041673422648
"33","N1723","MONTHLY","BEA",0.0391983275986739,0.0328364597479758,3.56064856145042
"34","N1723","MONTHLY","EAT",0.042954558695204,0.0334516073690283,3.61516892985104
"35","N1723","MONTHLY","BAT",0.0387153025832041,0.0288614140484619,3.10046000142998
"36","N1723","MONTHLY","BET",0.0381356036040716,0.0295414912997939,3.17914034517686
"37","N1723","MONTHLY","BEAT",0.0392959842727699,0.0308178671294925,3.32593898468498
"38","N1723","MONTHLY","medianBEAT",0.0398136344112561,0.0310841437673503,3.36377229392549
"39","N1723","MONTHLY","meanBaggedBEAT",0.0442578589922864,0.0372567945419739,4.07370453352147
"40","N1723","MONTHLY","medianBaggedBEAT",0.0449639577529443,0.0376783592855272,4.11347231700652
"41","N1723","MONTHLY","meanPertBEAT",0.0415271994496588,0.0346141465296428,3.76678526964371
"42","N1723","MONTHLY","medianPertBEAT",0.0404482193292639,0.0311908576986365,3.36035492913694
"43","N1724","MONTHLY","Auto.Arima",0.0617648722124529,0.0495058873542178,6.82053358496986
"44","N1724","MONTHLY","BSTS",0.0799434087939448,0.0663526314135126,8.99423786123908
"45","N1724","MONTHLY","ETS",0.070552018336676,0.0592330782298284,8.22858109380101
"46","N1724","MONTHLY","THETA",0.0664970691496304,0.0551810487315025,7.51633746776577
"47","N1724","MONTHLY","BEA",0.0602416171547278,0.051942795978464,7.09273281137957
"48","N1724","MONTHLY","EAT",0.0614309584965406,0.0504471094988999,6.9269337550403
"49","N1724","MONTHLY","BAT",0.062278964369376,0.0517029503676798,7.00193319119599
"50","N1724","MONTHLY","BET",0.0658460613266356,0.0554382308708049,7.5753653916681
