"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N1191","QUARTERLY","Auto.Arima",0.0526199716654478,0.0491530789931929,4.40210427943518
"2","N1191","QUARTERLY","BSTS",0.0796043034406374,0.0738437417503668,6.5593732422644
"3","N1191","QUARTERLY","ETS",0.124950917672245,0.106625969052063,9.31821830668305
"4","N1191","QUARTERLY","THETA",0.121054907228499,0.103034113282541,9.00184177859214
"5","N1191","QUARTERLY","BEA",0.0840995553587953,0.0765409299318743,6.75989860946087
"6","N1191","QUARTERLY","EAT",0.0980591088056156,0.0862710537759323,7.57405478823679
"7","N1191","QUARTERLY","BAT",0.0827865360832402,0.0753436446753669,6.65443976676391
"8","N1191","QUARTERLY","BET",0.10759716789949,0.0945012746949903,8.2931444425132
"9","N1191","QUARTERLY","BEAT",0.0929884127889033,0.083164225769541,7.32038440174369
"10","N1191","QUARTERLY","medianBEAT",0.0986988491522532,0.0877058819443971,7.71153458562692
"11","N1191","QUARTERLY","meanBaggedBEAT",0.0827699211295005,0.0758194224335715,6.70993961080253
"12","N1191","QUARTERLY","medianBaggedBEAT",0.0775794182437985,0.0714137545291228,6.32382320685288
"13","N1191","QUARTERLY","meanPertBEAT",0.0790781491177,0.0717572537605672,6.34136807008658
"14","N1191","QUARTERLY","medianPertBEAT",0.0800362976967668,0.0732430539258362,6.48804250267443
"15","N1192","QUARTERLY","Auto.Arima",0.0182183741947663,0.016092080814034,1.41026194129414
"16","N1192","QUARTERLY","BSTS",0.0164020487560065,0.0151139114843987,1.31718282003997
"17","N1192","QUARTERLY","ETS",0.0152554217379798,0.013492398415377,1.20709646489968
"18","N1192","QUARTERLY","THETA",0.0383241583083783,0.032731093087094,2.7595542296082
"19","N1192","QUARTERLY","BEA",0.0155067754549596,0.0136098382829613,1.20521285515651
"20","N1192","QUARTERLY","EAT",0.0184135806128859,0.016116831624526,1.37556678463893
"21","N1192","QUARTERLY","BAT",0.0216910880090065,0.0190049971221332,1.61270160371108
"22","N1192","QUARTERLY","BET",0.0181708085421752,0.0159358079220864,1.35658547017112
"23","N1192","QUARTERLY","BEAT",0.017782900141932,0.0158661015894942,1.36097079348919
"24","N1192","QUARTERLY","medianBEAT",0.017144587948966,0.0153259098015071,1.33969883894316
"25","N1192","QUARTERLY","meanBaggedBEAT",0.0198456776162347,0.0173968168401547,1.47648852073438
"26","N1192","QUARTERLY","medianBaggedBEAT",0.0182004005884641,0.0159668076912934,1.36550538121314
"27","N1192","QUARTERLY","meanPertBEAT",0.0289316026908269,0.0251156063564537,2.11578614345347
"28","N1192","QUARTERLY","medianPertBEAT",0.025041020207186,0.0216798385645679,1.82750732530707
