"","X","Series","Period","Method","RMSE","MAE","MAPE"
"4456",116,"N1269","QUARTERLY","THETA",0.0806443679018387,0.072607272062093,8.24451254129753
"4457",117,"N1269","QUARTERLY","BEA",0.0162901739729307,0.0148697944459026,1.68880992831041
"4458",118,"N1269","QUARTERLY","EAT",0.0370725844910164,0.0336436245831335,3.82039133980378
"4459",119,"N1269","QUARTERLY","BAT",0.0375313035820682,0.0341043001996342,3.87284442271307
"4460",120,"N1269","QUARTERLY","BET",0.0381309484383657,0.0345989361711306,3.92889663540149
"4461",121,"N1269","QUARTERLY","BEAT",0.0322130317276138,0.0293041638499502,3.32773558155719
"4462",122,"N1269","QUARTERLY","medianBEAT",0.0174312329751442,0.0160232720565441,1.82012390912811
"4463",123,"N1269","QUARTERLY","meanBaggedBEAT",0.0165289519089817,0.0149447790814228,1.69675391267885
"4464",124,"N1269","QUARTERLY","medianBaggedBEAT",0.0301196936436515,0.0275093552966157,3.12421059379806
"4465",125,"N1269","QUARTERLY","meanPertBEAT",0.02086863119035,0.0190329628247771,2.16135256145403
"4466",126,"N1269","QUARTERLY","medianPertBEAT",0.0334610233373074,0.0309776640888084,3.51926870916792
"4467",127,"N1270","QUARTERLY","Auto.Arima",0.0225472257342683,0.0219124759973676,2.75199112833223
"4468",128,"N1270","QUARTERLY","BSTS",0.0107018164084311,0.0104323109684366,1.3099147662536
"4469",129,"N1270","QUARTERLY","ETS",0.0252480053007413,0.0244076355947439,3.06537640428852
"4470",130,"N1270","QUARTERLY","THETA",0.0478132772775491,0.0399727041496043,5.02050867193645
"4471",131,"N1270","QUARTERLY","BEA",0.0193880107819227,0.0189174741868494,2.37576076629145
"4472",132,"N1270","QUARTERLY","EAT",0.00630980499977402,0.00512882726279633,0.642892484896998
"4473",133,"N1270","QUARTERLY","BAT",0.00797240683680416,0.00608581760766912,0.763397587694995
"4474",134,"N1270","QUARTERLY","BET",0.00736540087238765,0.00553129508783253,0.693656446977245
"4475",135,"N1270","QUARTERLY","BEAT",0.00626292538360835,0.00569623633344327,0.714522594134348
"4476",136,"N1270","QUARTERLY","medianBEAT",0.0164997918628691,0.0161723934829021,2.03095294729292
"4477",137,"N1270","QUARTERLY","meanBaggedBEAT",0.0109854900619088,0.00876308562144377,1.09986393794489
"4478",138,"N1270","QUARTERLY","medianBaggedBEAT",0.0107083802932099,0.00849302548539525,1.06588409769931
"4479",139,"N1270","QUARTERLY","meanPertBEAT",0.00840966313978926,0.00653347780475184,0.819574598921263
"4480",140,"N1270","QUARTERLY","medianPertBEAT",0.0069074949221264,0.00508043418119858,0.636661831278458
"4481",1,"N1271","QUARTERLY","Auto.Arima",0.0804955121796401,0.0718967307246603,9.35908390897661
"4482",2,"N1271","QUARTERLY","BSTS",0.0483091141145972,0.0400659249643632,5.24574434896535
"4483",3,"N1271","QUARTERLY","ETS",0.0323731744798004,0.0229764136761201,3.0531890536284
"4484",4,"N1271","QUARTERLY","THETA",0.110844850073837,0.0919868708321238,11.7274508166992
"4485",5,"N1271","QUARTERLY","BEA",0.0512932692908095,0.0423215525243416,5.55406847504153
"4486",6,"N1271","QUARTERLY","EAT",0.0274748622625447,0.0227386560623679,2.95742160813368
"4487",7,"N1271","QUARTERLY","BAT",0.0270630293298902,0.0218036942396006,2.85981485669376
"4488",8,"N1271","QUARTERLY","BET",0.0321650812959688,0.0289067289015605,3.71703125449371
"4489",9,"N1271","QUARTERLY","BEAT",0.0275158514985896,0.020774242651171,2.73792520658338
"4490",10,"N1271","QUARTERLY","medianBEAT",0.0388816360026954,0.0301893418456322,3.98400378917326
"4491",11,"N1271","QUARTERLY","meanBaggedBEAT",0.0571362005101112,0.0490355687256083,6.41832963795831
"4492",12,"N1271","QUARTERLY","medianBaggedBEAT",0.0653051518172161,0.0570095982531546,7.44368485675864
"4493",13,"N1271","QUARTERLY","meanPertBEAT",0.0538134812204993,0.0455977289242193,5.97754442490618
"4494",14,"N1271","QUARTERLY","medianPertBEAT",0.0610310425389853,0.0540276575856603,7.0659487725726
"4495",15,"N1272","QUARTERLY","Auto.Arima",0.153390307107374,0.140445287674719,10.3479967261781
"4496",16,"N1272","QUARTERLY","BSTS",0.130663173808396,0.125963838676275,9.33682686027658
"4497",17,"N1272","QUARTERLY","ETS",0.179866265110438,0.170311986197946,12.5952817439077
"4498",18,"N1272","QUARTERLY","THETA",0.1780129048422,0.170584864543996,12.6199263294538
"4499",19,"N1272","QUARTERLY","BEA",0.154283033323348,0.14557370418298,10.7600351101208
"4500",20,"N1272","QUARTERLY","EAT",0.169135919109675,0.16044737947222,11.8544015998465
"4501",21,"N1272","QUARTERLY","BAT",0.152786649458378,0.145664663631663,10.7682499719695
"4502",22,"N1272","QUARTERLY","BET",0.162071840303423,0.155620229806072,11.5173449778794
"4503",23,"N1272","QUARTERLY","BEAT",0.159447226542783,0.151826494273234,11.225007914954
"4504",24,"N1272","QUARTERLY","medianBEAT",0.158512247700761,0.150314188754131,11.1093647864559
"4505",25,"N1272","QUARTERLY","meanBaggedBEAT",0.180028248245836,0.171528469675834,12.6786063299454
"4506",26,"N1272","QUARTERLY","medianBaggedBEAT",0.184444817498251,0.175420834207369,12.9622246134744
"4507",27,"N1272","QUARTERLY","meanPertBEAT",0.176357940636884,0.167952574443169,12.4145716856391
"4508",28,"N1272","QUARTERLY","medianPertBEAT",0.172290086401377,0.163792654204154,12.1065678011772
"4509",29,"N1273","QUARTERLY","Auto.Arima",0.0407707606930089,0.0335914078877043,2.16600085562888
"4510",30,"N1273","QUARTERLY","BSTS",0.0393228405760927,0.0323367442554965,2.08232461763684
"4511",31,"N1273","QUARTERLY","ETS",0.0348690241734744,0.0287807547291598,1.85630071503903
"4512",32,"N1273","QUARTERLY","THETA",0.118277313596614,0.101681722668047,6.57611876140851
"4513",33,"N1273","QUARTERLY","BEA",0.0382555461114348,0.0315696356241202,2.03487539610158
"4514",34,"N1273","QUARTERLY","EAT",0.0638490085928475,0.0514036948408541,3.29591963028978
"4515",35,"N1273","QUARTERLY","BAT",0.0654692687370987,0.0528986091995805,3.39335842360398
"4516",36,"N1273","QUARTERLY","BET",0.0634001731970322,0.050681205917916,3.2463095608407
"4517",37,"N1273","QUARTERLY","BEAT",0.0576085919903984,0.0463885543328734,2.97479040268526
"4518",38,"N1273","QUARTERLY","medianBEAT",0.0399653740162979,0.0327692140330593,2.10976901078888
"4519",39,"N1273","QUARTERLY","meanBaggedBEAT",0.0715183398726308,0.0593499015248147,3.82119719507679
"4520",40,"N1273","QUARTERLY","medianBaggedBEAT",0.0706375781288404,0.0586030130898618,3.77326026021687
"4521",41,"N1273","QUARTERLY","meanPertBEAT",0.0615109934689212,0.0500055453099471,3.21156121612056
"4522",42,"N1273","QUARTERLY","medianPertBEAT",0.0597575094552475,0.048508377766472,3.11425150746756
"4523",43,"N1274","QUARTERLY","Auto.Arima",0.244419728787162,0.220050240192319,38.8341985876803
"4524",44,"N1274","QUARTERLY","BSTS",0.357432990316539,0.297409182155788,36.3678217184851
"4525",45,"N1274","QUARTERLY","ETS",0.267220532752507,0.247598959861841,41.441722833199
"4526",46,"N1274","QUARTERLY","THETA",0.275695261658984,0.251218535739936,43.9932046459024
"4527",47,"N1274","QUARTERLY","BEA",0.262559886732286,0.244190327858419,36.9797693575696
"4528",48,"N1274","QUARTERLY","EAT",0.261121696581636,0.239040474145604,41.3665680115279
"4529",49,"N1274","QUARTERLY","BAT",0.262138433957277,0.245396853151118,37.8302632951374
"4530",50,"N1274","QUARTERLY","BET",0.275747523421407,0.255161864160053,38.7559120543763
"4531",51,"N1274","QUARTERLY","BEAT",0.26231930514056,0.245947379828798,38.7331281796528
"4532",52,"N1274","QUARTERLY","medianBEAT",0.261237060278483,0.242999135596985,40.8377135843652
"4533",53,"N1274","QUARTERLY","meanBaggedBEAT",0.289940328315662,0.265521617569651,40.1303698444859
"4534",54,"N1274","QUARTERLY","medianBaggedBEAT",0.286570342757064,0.265327279741382,40.2314160885575
"4535",55,"N1274","QUARTERLY","meanPertBEAT",0.29116429745597,0.266615984440352,40.1260970489286
"4536",56,"N1274","QUARTERLY","medianPertBEAT",0.290825059496111,0.266525814600156,40.8331984413682
"4537",57,"N1275","QUARTERLY","Auto.Arima",0.284956987811457,0.228369708621948,15.2989697242326
"4538",58,"N1275","QUARTERLY","BSTS",0.260916008340284,0.230137722830811,15.0930648323366
"4539",59,"N1275","QUARTERLY","ETS",0.2847247673245,0.254581935693437,16.5212666374659
"4540",60,"N1275","QUARTERLY","THETA",0.26830993454689,0.237682957426068,15.2415015843226
"4541",61,"N1275","QUARTERLY","BEA",0.2717534831105,0.237533877966438,15.6282544698163
"4542",62,"N1275","QUARTERLY","EAT",0.271716759359698,0.239768041168053,15.6612967556109
"4543",63,"N1275","QUARTERLY","BAT",0.26504656049321,0.231424395568604,15.1737862093113
"4544",64,"N1275","QUARTERLY","BET",0.268953191290746,0.240605297338198,15.6071677401185
"4545",65,"N1275","QUARTERLY","BEAT",0.268680397887881,0.237213780599812,15.5106563163499
"4546",66,"N1275","QUARTERLY","medianBEAT",0.265307205466263,0.235278374776996,15.3388634830984
"4547",67,"N1275","QUARTERLY","meanBaggedBEAT",0.27510430988993,0.248640268592028,15.2949538502277
"4548",68,"N1275","QUARTERLY","medianBaggedBEAT",0.269140879128016,0.241689618467528,14.8237959757638
"4549",69,"N1275","QUARTERLY","meanPertBEAT",0.26819912601874,0.237490200639265,15.5582034510938
"4550",70,"N1275","QUARTERLY","medianPertBEAT",0.277329333097925,0.246513031796666,16.1370290823804
"4551",71,"N1276","QUARTERLY","Auto.Arima",0.256553917296166,0.243602581041803,62.0735079234376
"4552",72,"N1276","QUARTERLY","BSTS",0.648665241316084,0.559867019153064,96.0348828506415
"4553",73,"N1276","QUARTERLY","ETS",0.329090716316082,0.208710133552477,96.3916533561913
"4554",74,"N1276","QUARTERLY","THETA",0.264112460279482,0.17587188155819,79.3679699410117
"4555",75,"N1276","QUARTERLY","BEA",0.290974869430969,0.275869116314321,58.7600120403482
"4556",76,"N1276","QUARTERLY","EAT",0.244668114339175,0.157087206710332,72.5914432547888
"4557",77,"N1276","QUARTERLY","BAT",0.282180268132405,0.266880296766331,53.4733944715588
"4558",78,"N1276","QUARTERLY","BET",0.23849259586892,0.224891425603616,60.9412874186141
"4559",79,"N1276","QUARTERLY","BEAT",0.241392894623325,0.229569214463163,61.22434254482
"4560",80,"N1276","QUARTERLY","medianBEAT",0.223145192070101,0.176063865173366,66.3571461753011
"4561",81,"N1276","QUARTERLY","meanBaggedBEAT",0.245156412701876,0.238038378093462,61.2368608005202
"4562",82,"N1276","QUARTERLY","medianBaggedBEAT",0.22522753955573,0.208293423532907,61.7121597210802
"4563",83,"N1276","QUARTERLY","meanPertBEAT",0.23991095137764,0.226166090867635,65.0975239928502
"4564",84,"N1276","QUARTERLY","medianPertBEAT",0.235945572406304,0.213380180221379,67.5367157206325
"4565",85,"N1277","QUARTERLY","Auto.Arima",0.306899009767788,0.246069124265988,17.5366789754568
"4566",86,"N1277","QUARTERLY","BSTS",0.329858826140431,0.258232687574672,22.0413372145946
"4567",87,"N1277","QUARTERLY","ETS",0.302995583405955,0.235913964223,19.619757196821
"4568",88,"N1277","QUARTERLY","THETA",0.336673553845109,0.243789808553966,21.5282416606381
"4569",89,"N1277","QUARTERLY","BEA",0.298031480176013,0.240044075039361,19.2243587337469
"4570",90,"N1277","QUARTERLY","EAT",0.293960189497539,0.235229782032459,19.053326882428
"4571",91,"N1277","QUARTERLY","BAT",0.302039838541777,0.243059459158454,19.8868459310954
"4572",92,"N1277","QUARTERLY","BET",0.320296938818392,0.245978820117213,21.0631120240179
"4573",93,"N1277","QUARTERLY","BEAT",0.301731083220825,0.240980508418012,19.8003294654697
"4574",94,"N1277","QUARTERLY","medianBEAT",0.314073093743564,0.240928811809689,20.2861465786098
"4575",95,"N1277","QUARTERLY","meanBaggedBEAT",0.324798481947362,0.261166350858537,22.7435481672058
"4576",96,"N1277","QUARTERLY","medianBaggedBEAT",0.319792032528681,0.259391891625614,22.5144249502845
"4577",97,"N1277","QUARTERLY","meanPertBEAT",0.324094466850124,0.265880415117017,22.6690689449117
"4578",98,"N1277","QUARTERLY","medianPertBEAT",0.3283737458531,0.258904192700674,22.5056173212081
"4579",99,"N1278","QUARTERLY","Auto.Arima",0.491707497816762,0.459062244255214,94.3322573765248
"4580",100,"N1278","QUARTERLY","BSTS",0.563673420223696,0.52528620637861,107.768976317332
"4581",101,"N1278","QUARTERLY","ETS",0.549072541425102,0.511887896593218,105.040725515002
"4582",102,"N1278","QUARTERLY","THETA",0.545442769885642,0.508540502389314,104.369652516995
"4583",103,"N1278","QUARTERLY","BEA",0.534665427854776,0.498745449075681,102.38065306962
"4584",104,"N1278","QUARTERLY","EAT",0.528646069239372,0.493163547745915,101.247545136174
"4585",105,"N1278","QUARTERLY","BAT",0.533459380537792,0.497629651007713,102.156962070284
"4586",106,"N1278","QUARTERLY","BET",0.552707739256331,0.515238201787047,105.726451449776
"4587",107,"N1278","QUARTERLY","BEAT",0.537357376973281,0.501194212404089,102.877902931464
"4588",108,"N1278","QUARTERLY","medianBEAT",0.547186393821436,0.510138688539862,104.692145725359
"4589",109,"N1278","QUARTERLY","meanBaggedBEAT",0.517021098499163,0.485768987655501,99.2904442904735
"4590",110,"N1278","QUARTERLY","medianBaggedBEAT",0.518406900775214,0.487177974432282,99.4498755240546
"4591",111,"N1278","QUARTERLY","meanPertBEAT",0.523337608208867,0.490284634409691,100.410058750434
"4592",112,"N1278","QUARTERLY","medianPertBEAT",0.533497996453379,0.49668955027749,102.113517903327
"4593",113,"N1279","QUARTERLY","Auto.Arima",0.304838825145169,0.252613319634492,97.2568621809401
"4594",114,"N1279","QUARTERLY","BSTS",0.317570597589177,0.264528097525052,97.1223716039369
"4595",115,"N1279","QUARTERLY","ETS",0.304657616383209,0.26617363376117,79.9638517213826
"4596",116,"N1279","QUARTERLY","THETA",0.406020504963884,0.342468259865358,119.157982948847
"4597",117,"N1279","QUARTERLY","BEA",0.302553221040134,0.254567194075927,90.8474734749326
"4598",118,"N1279","QUARTERLY","EAT",0.331176692576647,0.277003793434544,97.8673612533354
"4599",119,"N1279","QUARTERLY","BAT",0.339112193755741,0.282993104253483,104.187089574674
"4600",120,"N1279","QUARTERLY","BET",0.339541136329443,0.286987154111233,98.3744569323836
"4601",121,"N1279","QUARTERLY","BEAT",0.327493737578147,0.273884869457171,97.6811138409858
"4602",122,"N1279","QUARTERLY","medianBEAT",0.32849082918651,0.271265863631797,97.601767763901
"4603",123,"N1279","QUARTERLY","meanBaggedBEAT",0.424753149574778,0.375428852541268,110.157974806745
"4604",124,"N1279","QUARTERLY","medianBaggedBEAT",0.43484743772973,0.387267274041969,110.975044237449
"4605",125,"N1279","QUARTERLY","meanPertBEAT",0.405554694008637,0.36100848089279,105.576160453128
"4606",126,"N1279","QUARTERLY","medianPertBEAT",0.405286660532127,0.362594365217509,105.796692873735
"4607",127,"N1280","QUARTERLY","Auto.Arima",0.434471494741073,0.322835561388219,25.9157066108804
"4608",128,"N1280","QUARTERLY","BSTS",0.320037705621404,0.257676578208106,27.5871605153883
"4609",129,"N1280","QUARTERLY","ETS",0.321684755606541,0.260379229414915,28.0936949512535
"4610",130,"N1280","QUARTERLY","THETA",0.326645943910857,0.265776407672999,29.4304756343685
"4611",131,"N1280","QUARTERLY","BEA",0.33020909821528,0.258603593615814,25.1650595845544
"4612",132,"N1280","QUARTERLY","EAT",0.3275922707241,0.257499693538651,25.4150181603229
"4613",133,"N1280","QUARTERLY","BAT",0.327566999711596,0.256898411085403,25.2748807918605
"4614",134,"N1280","QUARTERLY","BET",0.32228376704863,0.261277405098673,28.3704437003367
"4615",135,"N1280","QUARTERLY","BEAT",0.323377059533637,0.25284234482114,25.5075548368829
"4616",136,"N1280","QUARTERLY","medianBEAT",0.320833321728658,0.259027903811511,27.8404277333209
"4617",137,"N1280","QUARTERLY","meanBaggedBEAT",0.336240360752184,0.276357115770386,31.5392692172491
"4618",138,"N1280","QUARTERLY","medianBaggedBEAT",0.339873396842076,0.276272438996407,31.7492690896116
"4619",139,"N1280","QUARTERLY","meanPertBEAT",0.353708910358153,0.287863193895195,33.7721022165859
"4620",140,"N1280","QUARTERLY","medianPertBEAT",0.348129409894781,0.281492960922421,32.8211124474882
"4621",1,"N1281","QUARTERLY","Auto.Arima",0.188082378807762,0.16687379440375,11.4969857157059
"4622",2,"N1281","QUARTERLY","BSTS",0.045274525632452,0.0349859392459501,2.39140958408973
"4623",3,"N1281","QUARTERLY","ETS",0.0357062034077766,0.0320120217422701,2.29937789563029
"4624",4,"N1281","QUARTERLY","THETA",0.0618539961749825,0.0465517841618873,3.1756855890444
"4625",5,"N1281","QUARTERLY","BEA",0.0771618207830672,0.0600463686103102,4.07575349561523
"4626",6,"N1281","QUARTERLY","EAT",0.0830165553533798,0.0654739325783829,4.45480613890277
"4627",7,"N1281","QUARTERLY","BAT",0.0949123488671132,0.0764090338439432,5.20835313436205
"4628",8,"N1281","QUARTERLY","BET",0.0409104022241877,0.0318845209533322,2.19130657094141
"4629",9,"N1281","QUARTERLY","BEAT",0.0727203067728517,0.0563025802007721,3.82469213120176
"4630",10,"N1281","QUARTERLY","medianBEAT",0.0522301409742224,0.0371070502680029,2.51567461621232
"4631",11,"N1281","QUARTERLY","meanBaggedBEAT",0.0562513859036633,0.0422919795634851,2.88675102284849
"4632",12,"N1281","QUARTERLY","medianBaggedBEAT",0.0552521099456823,0.0398636216817708,2.70683284508211
"4633",13,"N1281","QUARTERLY","meanPertBEAT",0.071200588187871,0.0552571623797391,3.75116902788561
"4634",14,"N1281","QUARTERLY","medianPertBEAT",0.0782584977042926,0.0625833869986307,4.26846076592872
"4635",15,"N1282","QUARTERLY","Auto.Arima",0.166136185885814,0.1337438839175,10.9917198023676
"4636",16,"N1282","QUARTERLY","BSTS",0.158808836688903,0.127745084735573,10.5064297019971
"4637",17,"N1282","QUARTERLY","ETS",0.166135273030222,0.133742749969777,10.991620364033
"4638",18,"N1282","QUARTERLY","THETA",0.151761044292665,0.120634667215158,9.89095790484488
"4639",19,"N1282","QUARTERLY","BEA",0.16354340319523,0.130655621232626,10.7233893825636
"4640",20,"N1282","QUARTERLY","EAT",0.161337453484778,0.129373767034145,10.6247660237485
"4641",21,"N1282","QUARTERLY","BAT",0.158762480942325,0.126529021476651,10.3802661634789
"4642",22,"N1282","QUARTERLY","BET",0.158762181524049,0.12652873798972,10.3802422676928
"4643",23,"N1282","QUARTERLY","BEAT",0.160587860101664,0.127924382170178,10.4931579674011
"4644",24,"N1282","QUARTERLY","medianBEAT",0.162657394150765,0.130221393224205,10.6919035653874
"4645",25,"N1282","QUARTERLY","meanBaggedBEAT",0.170991756354579,0.138567293799005,11.4019884584963
"4646",26,"N1282","QUARTERLY","medianBaggedBEAT",0.159318039712589,0.12889867319739,10.6037967552053
"4647",27,"N1282","QUARTERLY","meanPertBEAT",0.176588348781194,0.146104488756928,12.0706056677713
"4648",28,"N1282","QUARTERLY","medianPertBEAT",0.169462347383917,0.138480950077546,11.4137764750816
"4649",29,"N1283","QUARTERLY","Auto.Arima",0.0859805127193222,0.0830219175382178,9.88988068604201
"4650",30,"N1283","QUARTERLY","BSTS",0.191929214999072,0.16494327499087,19.2902003776235
"4651",31,"N1283","QUARTERLY","ETS",0.0571103196836632,0.0480696293505743,5.61739210742004
"4652",32,"N1283","QUARTERLY","THETA",0.0529875997811234,0.0444970610921662,5.20068727068538
"4653",33,"N1283","QUARTERLY","BEA",0.0583084983991115,0.04683406429861,5.45630197771366
"4654",34,"N1283","QUARTERLY","EAT",0.0199571711101051,0.019052515752714,2.2907425803633
"4655",35,"N1283","QUARTERLY","BAT",0.0569567938322004,0.0457745522217312,5.3339782825223
"4656",36,"N1283","QUARTERLY","BET",0.100257409360108,0.0858267258310233,10.0348399984362
"4657",37,"N1283","QUARTERLY","BEAT",0.0568840380052699,0.046249813496999,5.39239830095659
"4658",38,"N1283","QUARTERLY","medianBEAT",0.0550459541232887,0.0462684512511,5.40715980884247
"4659",39,"N1283","QUARTERLY","meanBaggedBEAT",0.13614619442746,0.118109540169714,13.8244808504114
"4660",40,"N1283","QUARTERLY","medianBaggedBEAT",0.137212471170212,0.120032587818767,14.0594378351512
"4661",41,"N1283","QUARTERLY","meanPertBEAT",0.101159873821912,0.085373071218839,9.9638363131979
"4662",42,"N1283","QUARTERLY","medianPertBEAT",0.107242561365045,0.0902227542722886,10.526643841516
"4663",43,"N1284","QUARTERLY","Auto.Arima",0.036691422300114,0.0305104100045387,3.16275562836775
"4664",44,"N1284","QUARTERLY","BSTS",0.0219179845225204,0.018992233870045,1.98421433592299
"4665",45,"N1284","QUARTERLY","ETS",0.0366900716493036,0.0305099296559758,3.16271013423671
"4666",46,"N1284","QUARTERLY","THETA",0.0236959830286778,0.0215652602016383,2.25199060336561
"4667",47,"N1284","QUARTERLY","BEA",0.0312986932392531,0.0266708578435199,2.76989336617582
"4668",48,"N1284","QUARTERLY","EAT",0.032159896823394,0.0275285332873842,2.85915212199002
"4669",49,"N1284","QUARTERLY","BAT",0.0269953716623482,0.0236893013587406,2.46632018921878
"4670",50,"N1284","QUARTERLY","BET",0.0269949883914145,0.023689141242553,2.46630502450844
"4671",51,"N1284","QUARTERLY","BEAT",0.0293192558202439,0.0253944584330494,2.64041767547327
"4672",52,"N1284","QUARTERLY","medianBEAT",0.0300535452585455,0.0259299664999804,2.69476247769585
"4673",53,"N1284","QUARTERLY","meanBaggedBEAT",0.0721473164106051,0.0636777646274043,6.62291151290979
"4674",54,"N1284","QUARTERLY","medianBaggedBEAT",0.0652395439881088,0.0554092920930286,5.74863239972306
"4675",55,"N1284","QUARTERLY","meanPertBEAT",0.0932031519226995,0.0842306541636618,8.77597790746569
"4676",56,"N1284","QUARTERLY","medianPertBEAT",0.0718658739762028,0.064085713497895,6.66978980318752
"4677",57,"N1285","QUARTERLY","Auto.Arima",0.0879566457372305,0.0737813666367014,6.78098585336814
"4678",58,"N1285","QUARTERLY","BSTS",0.0917359055488428,0.0748843738870166,6.92022566148716
"4679",59,"N1285","QUARTERLY","ETS",0.0879574940008018,0.073782016705153,6.78104229504623
"4680",60,"N1285","QUARTERLY","THETA",0.074215095866781,0.0622794362219756,5.74226775555154
"4681",61,"N1285","QUARTERLY","BEA",0.0886688643687058,0.0741492524096236,6.82741793663384
"4682",62,"N1285","QUARTERLY","EAT",0.0833131313112304,0.0699476065212766,6.43476530132197
"4683",63,"N1285","QUARTERLY","BAT",0.0841441667163906,0.0703150589152312,6.48115975680228
"4684",64,"N1285","QUARTERLY","BET",0.0841444284088498,0.0703152756047151,6.48117857069497
"4685",65,"N1285","QUARTERLY","BEAT",0.0850142800019626,0.0711817983627116,6.55613039136327
"4686",66,"N1285","QUARTERLY","medianBEAT",0.0861059298651988,0.0716460018028871,6.5836154455143
"4687",67,"N1285","QUARTERLY","meanBaggedBEAT",0.0989805033204329,0.0818530293064813,7.4894845054368
"4688",68,"N1285","QUARTERLY","medianBaggedBEAT",0.0984745728156904,0.0814109696771886,7.4543869351399
"4689",69,"N1285","QUARTERLY","meanPertBEAT",0.0915879883056294,0.0761130832247307,6.97830314415233
"4690",70,"N1285","QUARTERLY","medianPertBEAT",0.0976987161335413,0.0802052529497569,7.32959369277947
"4691",71,"N1286","QUARTERLY","Auto.Arima",0.0472106504290677,0.0400703310956711,4.4874575903646
"4692",72,"N1286","QUARTERLY","BSTS",0.158888176171971,0.127474363407832,14.1104398751235
"4693",73,"N1286","QUARTERLY","ETS",0.0472057933439985,0.0400679469689624,4.48722772281961
"4694",74,"N1286","QUARTERLY","THETA",0.033383436619051,0.0284901223156443,3.23904706821912
"4695",75,"N1286","QUARTERLY","BEA",0.0828750849711612,0.0672603352836936,7.46344692657931
"4696",76,"N1286","QUARTERLY","EAT",0.0421045244569621,0.0362094667934259,4.07124412713444
"4697",77,"N1286","QUARTERLY","BAT",0.0768653929992803,0.06243621702081,6.93243471556315
"4698",78,"N1286","QUARTERLY","BET",0.0768632535849572,0.0624346276030042,6.93226341097421
"4699",79,"N1286","QUARTERLY","BEAT",0.0692140549592767,0.0561148970393365,6.23424941052831
"4700",80,"N1286","QUARTERLY","medianBEAT",0.0472082217081911,0.0400691390323168,4.48734265659211
"4701",81,"N1286","QUARTERLY","meanBaggedBEAT",0.115122010526071,0.0929958832353276,10.3034944445761
"4702",82,"N1286","QUARTERLY","medianBaggedBEAT",0.0865349048906332,0.0690321419737908,7.6412364182666
"4703",83,"N1286","QUARTERLY","meanPertBEAT",0.124333255529516,0.0991199030200739,10.965491709543
"4704",84,"N1286","QUARTERLY","medianPertBEAT",0.118850124885702,0.0961075394161188,10.642175596845
"4705",85,"N1287","QUARTERLY","Auto.Arima",0.040942761425769,0.0365860653264121,5.33785437826506
"4706",86,"N1287","QUARTERLY","BSTS",0.0279263954094153,0.022327847127907,3.26209711531831
"4707",87,"N1287","QUARTERLY","ETS",0.0523545291397722,0.0490227211030591,7.12907753724961
"4708",88,"N1287","QUARTERLY","THETA",0.0179832452748999,0.0142362825494304,2.07687090687715
"4709",89,"N1287","QUARTERLY","BEA",0.0261682364632594,0.0236890306226656,3.44377010460568
"4710",90,"N1287","QUARTERLY","EAT",0.0364544581930148,0.0332433206227364,4.8426821412325
"4711",91,"N1287","QUARTERLY","BAT",0.0162682114716834,0.012055182067892,1.75444909491676
"4712",92,"N1287","QUARTERLY","BET",0.0195394747043932,0.016200733993441,2.35152348124494
"4713",93,"N1287","QUARTERLY","BEAT",0.023992682462442,0.0212970668266838,3.09810620549997
"4714",94,"N1287","QUARTERLY","medianBEAT",0.0287634922787014,0.0254824949556658,3.71732193878845
"4715",95,"N1287","QUARTERLY","meanBaggedBEAT",0.0318917163523338,0.0277149887944876,4.011026751971
"4716",96,"N1287","QUARTERLY","medianBaggedBEAT",0.0361081489025904,0.0318994076543482,4.62210821902546
"4717",97,"N1287","QUARTERLY","meanPertBEAT",0.0170619170081921,0.0119510441756559,1.7358530832169
"4718",98,"N1287","QUARTERLY","medianPertBEAT",0.017596293474191,0.0115375158026115,1.67606104004396
"4719",99,"N1288","QUARTERLY","Auto.Arima",0.0819656600063233,0.0748803641573818,7.77831508961897
"4720",100,"N1288","QUARTERLY","BSTS",0.115067971736926,0.104652757635629,10.874015661201
"4721",101,"N1288","QUARTERLY","ETS",0.0819626060545264,0.0748778486530124,7.77805692240226
"4722",102,"N1288","QUARTERLY","THETA",0.0897897909239525,0.0819504577808311,8.51218196093164
"4723",103,"N1288","QUARTERLY","BEA",0.0928317635614274,0.0848036568153411,8.81012922440741
"4724",104,"N1288","QUARTERLY","EAT",0.0845645141052545,0.0771833168887543,8.0167863349766
"4725",105,"N1288","QUARTERLY","BAT",0.0954674435641003,0.0871082865496265,9.04877258124285
"4726",106,"N1288","QUARTERLY","BET",0.095466428057886,0.0871074480481701,9.04868652550394
"4727",107,"N1288","QUARTERLY","BEAT",0.0920651607663477,0.084050677075473,8.7310936665327
"4728",108,"N1288","QUARTERLY","medianBEAT",0.0858693642272845,0.078437735496719,8.1478077128892
"4729",109,"N1288","QUARTERLY","meanBaggedBEAT",0.0937356190169357,0.0855086767632335,8.88273393399616
"4730",110,"N1288","QUARTERLY","medianBaggedBEAT",0.100158141737418,0.0931479212938654,9.69594589475797
"4731",111,"N1288","QUARTERLY","meanPertBEAT",0.0807753074721235,0.0743742964092735,7.73530261475534
"4732",112,"N1288","QUARTERLY","medianPertBEAT",0.0852900816290719,0.078192302499979,8.12724374550516
"4733",113,"N1289","QUARTERLY","Auto.Arima",0.0563190536854076,0.0473670298320103,3.93893488523736
