"","X","Series","Period","Method","RMSE","MAE","MAPE"
"26234",54,"N2674","MONTHLY","medianBaggedBEAT",0.532495555649021,0.495546378024971,37.8486354055184
"26235",55,"N2674","MONTHLY","meanPertBEAT",0.555830629966656,0.516713857378656,39.4633853467324
"26236",56,"N2674","MONTHLY","medianPertBEAT",0.587466706730476,0.54624266735905,41.7058476753585
"26237",57,"N2675","MONTHLY","Auto.Arima",0.0230772825506586,0.0196231742354201,2.08757673485418
"26238",58,"N2675","MONTHLY","BSTS",0.0264308203955862,0.0225747668389532,2.40160717174746
"26239",59,"N2675","MONTHLY","ETS",0.0252095522139466,0.0217558858608028,2.31448817515756
"26240",60,"N2675","MONTHLY","THETA",0.00224001296980105,0.00166054430862592,0.176854896533844
"26241",61,"N2675","MONTHLY","BEA",0.0249037834580985,0.0213179423117254,2.26789069391973
"26242",62,"N2675","MONTHLY","EAT",0.0160048037926615,0.0135481018447463,1.44112348085696
"26243",63,"N2675","MONTHLY","BAT",0.016413134710115,0.0138210621707964,1.47016314638693
"26244",64,"N2675","MONTHLY","BET",0.0171202706660448,0.014531966045924,1.54580029315472
"26245",65,"N2675","MONTHLY","BEAT",0.0186060583927865,0.015804768093298,1.68124440357959
"26246",66,"N2675","MONTHLY","medianBEAT",0.024127934566275,0.0206290386661007,2.19460066291826
"26247",67,"N2675","MONTHLY","meanBaggedBEAT",0.0154516694086659,0.0133692053660175,1.42211240748271
"26248",68,"N2675","MONTHLY","medianBaggedBEAT",0.0167146193854389,0.0144306108261316,1.53506728051977
"26249",69,"N2675","MONTHLY","meanPertBEAT",0.0132612542604915,0.0111737169785485,1.18847971644864
"26250",70,"N2675","MONTHLY","medianPertBEAT",0.0121773709114461,0.0101760487103157,1.08231043140348
"26251",71,"N2676","MONTHLY","Auto.Arima",0.0439404675933355,0.0363464183528049,3.72105424309654
"26252",72,"N2676","MONTHLY","BSTS",0.0466879156838051,0.0397381789571365,4.07281393471617
"26253",73,"N2676","MONTHLY","ETS",0.0419731860635652,0.0359429191443016,3.68469282706312
"26254",74,"N2676","MONTHLY","THETA",0.0244401422650708,0.0201012620379081,2.05741536974334
"26255",75,"N2676","MONTHLY","BEA",0.044182175085258,0.0373425054847477,3.82618700162528
"26256",76,"N2676","MONTHLY","EAT",0.0367482153341049,0.0307592374543029,3.1503881786198
"26257",77,"N2676","MONTHLY","BAT",0.0383219348215412,0.0320243240585812,3.27976188117082
"26258",78,"N2676","MONTHLY","BET",0.0376704097496133,0.0318898243224135,3.26764140915968
"26259",79,"N2676","MONTHLY","BEAT",0.039227518400912,0.0330039728300113,3.3809946176439
"26260",80,"N2676","MONTHLY","medianBEAT",0.0429248712586627,0.0361222359066413,3.70052153385125
"26261",81,"N2676","MONTHLY","meanBaggedBEAT",0.0529349572052613,0.0462803051489487,4.74861120032834
"26262",82,"N2676","MONTHLY","medianBaggedBEAT",0.0555874440244426,0.0486156413714357,4.98834485996628
"26263",83,"N2676","MONTHLY","meanPertBEAT",0.0500676816362444,0.0434940980592535,4.46151745763176
"26264",84,"N2676","MONTHLY","medianPertBEAT",0.0526412858897492,0.0461177878066732,4.73234462282946
"26265",85,"N2677","MONTHLY","Auto.Arima",0.0170159658779202,0.0146487837933603,1.56064852902718
"26266",86,"N2677","MONTHLY","BSTS",0.0180101550168144,0.0153302533170868,1.63333747005386
"26267",87,"N2677","MONTHLY","ETS",0.00975685963119008,0.00892514787581709,0.949800721508839
"26268",88,"N2677","MONTHLY","THETA",0.00730893727603351,0.00607693984490064,0.648400890038364
"26269",89,"N2677","MONTHLY","BEA",0.0148524012050946,0.0129510601958952,1.37946355812761
"26270",90,"N2677","MONTHLY","EAT",0.00693225527776971,0.00590684586656705,0.628559010758958
"26271",91,"N2677","MONTHLY","BAT",0.00965805627303259,0.00805186195049209,0.857460533837024
"26272",92,"N2677","MONTHLY","BET",0.00725575696981736,0.00614837869837468,0.654309611062223
"26273",93,"N2677","MONTHLY","BEAT",0.00963171965481508,0.00826269772919699,0.879753625582684
"26274",94,"N2677","MONTHLY","medianBEAT",0.0132775861884863,0.011715983695024,1.24770357842221
"26275",95,"N2677","MONTHLY","meanBaggedBEAT",0.00765230401341225,0.00628706861696601,0.669303710116954
"26276",96,"N2677","MONTHLY","medianBaggedBEAT",0.00678127074001758,0.00533391028607753,0.567793080049401
"26277",97,"N2677","MONTHLY","meanPertBEAT",0.00463240062688824,0.00342456216286652,0.364167681167718
"26278",98,"N2677","MONTHLY","medianPertBEAT",0.00436478445049954,0.0032067822742652,0.341010669498117
"26279",99,"N2678","MONTHLY","Auto.Arima",0.0233086277685704,0.0194169051192472,2.14250772890487
"26280",100,"N2678","MONTHLY","BSTS",0.0201885756128123,0.0168999226146658,1.8642821134693
"26281",101,"N2678","MONTHLY","ETS",0.011648293316191,0.0101264426062534,1.11568148474517
"26282",102,"N2678","MONTHLY","THETA",0.00840838208644598,0.00677914524195239,0.750312155707516
"26283",103,"N2678","MONTHLY","BEA",0.0183076818833607,0.0154653278900133,1.70576570252471
"26284",104,"N2678","MONTHLY","EAT",0.00982124677539654,0.00769915489471496,0.84810291232229
"26285",105,"N2678","MONTHLY","BAT",0.0126327709895946,0.0099618660783617,1.09817093035092
"26286",106,"N2678","MONTHLY","BET",0.00887771452219963,0.0068710384357208,0.756551305238254
"26287",107,"N2678","MONTHLY","BEAT",0.0123402353343005,0.00999934682470271,1.10214771260905
"26288",108,"N2678","MONTHLY","medianBEAT",0.015821950796413,0.0134599119998636,1.48416025514679
"26289",109,"N2678","MONTHLY","meanBaggedBEAT",0.00529316032011816,0.00425210686460531,0.468751906340945
"26290",110,"N2678","MONTHLY","medianBaggedBEAT",0.00519013690031202,0.00447403596007752,0.494030701770421
"26291",111,"N2678","MONTHLY","meanPertBEAT",0.0097671954727052,0.00742378107840097,0.817697774748899
"26292",112,"N2678","MONTHLY","medianPertBEAT",0.0090887794923728,0.00668751966343149,0.736408555144212
"26293",113,"N2679","MONTHLY","Auto.Arima",0.0309423825583793,0.0270978034542926,2.81349807282704
"26294",114,"N2679","MONTHLY","BSTS",0.0320825459308976,0.0281082141333609,2.91872956487574
"26295",115,"N2679","MONTHLY","ETS",0.0258811096704886,0.0223143880817281,2.31559833919744
"26296",116,"N2679","MONTHLY","THETA",0.0266155081526309,0.0230794911433758,2.39542884999329
"26297",117,"N2679","MONTHLY","BEA",0.0296072068267683,0.0258401352231272,2.68260865896674
"26298",118,"N2679","MONTHLY","EAT",0.0278015211551008,0.0241638942264655,2.50817508733926
"26299",119,"N2679","MONTHLY","BAT",0.0298576107844635,0.0260951695770098,2.70921882923202
"26300",120,"N2679","MONTHLY","BET",0.0281592534791578,0.0245006977861549,2.54325225135549
"26301",121,"N2679","MONTHLY","BEAT",0.0288533186306883,0.0251499742031893,2.61081370672338
"26302",122,"N2679","MONTHLY","medianBEAT",0.0286951665940785,0.0249592270351761,2.59082331916985
"26303",123,"N2679","MONTHLY","meanBaggedBEAT",0.0268443873960447,0.0233711636280418,2.42601642884627
"26304",124,"N2679","MONTHLY","medianBaggedBEAT",0.0261194787215069,0.0228683191115988,2.37427287150133
"26305",125,"N2679","MONTHLY","meanPertBEAT",0.027990950800125,0.0242213166171625,2.51379337539973
"26306",126,"N2679","MONTHLY","medianPertBEAT",0.0262491445023918,0.022809119724877,2.36753603493569
"26307",127,"N2680","MONTHLY","Auto.Arima",0.0240184272637739,0.020958545098283,2.1501624266723
"26308",128,"N2680","MONTHLY","BSTS",0.0353136115469411,0.0302527005803537,3.10314102730907
"26309",129,"N2680","MONTHLY","ETS",0.0208647019182988,0.0183917052371678,1.88709026381915
"26310",130,"N2680","MONTHLY","THETA",0.0115565265801206,0.00981844479472082,1.00677247993877
"26311",131,"N2680","MONTHLY","BEA",0.0267051735176419,0.0232009836386015,2.38013123926684
"26312",132,"N2680","MONTHLY","EAT",0.0187785016373125,0.0163818175709703,1.68053396496222
"26313",133,"N2680","MONTHLY","BAT",0.0235616772652377,0.0203354826853656,2.08588421945886
"26314",134,"N2680","MONTHLY","BET",0.0225027349024561,0.0194798693983273,1.99819349850781
"26315",135,"N2680","MONTHLY","BEAT",0.0228808681465489,0.0198495383233162,2.03618573054894
"26316",136,"N2680","MONTHLY","medianBEAT",0.0224368640301928,0.0196546606752459,2.0164926986641
"26317",137,"N2680","MONTHLY","meanBaggedBEAT",0.00890962128475547,0.0071150823469667,0.729229187504043
"26318",138,"N2680","MONTHLY","medianBaggedBEAT",0.00794369277495298,0.00601041908868614,0.61595445829978
"26319",139,"N2680","MONTHLY","meanPertBEAT",0.00488594710578588,0.00408101235517099,0.419393012742694
"26320",140,"N2680","MONTHLY","medianPertBEAT",0.00476543078676451,0.0039146895135161,0.402590212551954
"26321",1,"N2681","MONTHLY","Auto.Arima",0.0119955760925131,0.0093444669410418,0.99966130811118
"26322",2,"N2681","MONTHLY","BSTS",0.00615280798172619,0.00469214879500797,0.501969075119742
"26323",3,"N2681","MONTHLY","ETS",0.00663413170802614,0.00488373003390731,0.522098722619625
"26324",4,"N2681","MONTHLY","THETA",0.00587770228649062,0.00410760751281846,0.438968761129203
"26325",5,"N2681","MONTHLY","BEA",0.00813384391096736,0.00627987994026928,0.671678917006094
"26326",6,"N2681","MONTHLY","EAT",0.00808450495321446,0.00606873510219228,0.648923479861802
"26327",7,"N2681","MONTHLY","BAT",0.00785466612768421,0.00600142574263439,0.641842131963238
"26328",8,"N2681","MONTHLY","BET",0.00616805305571694,0.00453796647671453,0.485180589678206
"26329",9,"N2681","MONTHLY","BEAT",0.0075436721841455,0.00572200181545264,0.611906279627337
"26330",10,"N2681","MONTHLY","medianBEAT",0.00638559352057539,0.00468338502948931,0.500682999622913
"26331",11,"N2681","MONTHLY","meanBaggedBEAT",0.0146299046362209,0.0123112742727185,1.3179722789482
"26332",12,"N2681","MONTHLY","medianBaggedBEAT",0.0125946208221726,0.0102501210226777,1.09695092043288
"26333",13,"N2681","MONTHLY","meanPertBEAT",0.0108235727393368,0.00859938080750227,0.920052806320531
"26334",14,"N2681","MONTHLY","medianPertBEAT",0.0116762898136928,0.00947811009169009,1.01428723337629
"26335",15,"N2682","MONTHLY","Auto.Arima",0.0175425719312253,0.0130992643839217,1.40226404528256
"26336",16,"N2682","MONTHLY","BSTS",0.0268773913092822,0.0219747094146432,2.35449248383008
"26337",17,"N2682","MONTHLY","ETS",0.0114998039336618,0.00889772701274098,0.951865837861204
"26338",18,"N2682","MONTHLY","THETA",0.00579660053265641,0.00481623684253827,0.51648144263456
"26339",19,"N2682","MONTHLY","BEA",0.0185289471293946,0.0146459391090342,1.56832419350445
"26340",20,"N2682","MONTHLY","EAT",0.010878495115989,0.00773911581361139,0.827283119637789
"26341",21,"N2682","MONTHLY","BAT",0.0158361387611941,0.0120176234175201,1.28615927759003
"26342",22,"N2682","MONTHLY","BET",0.0138290003955894,0.0106078982480251,1.13503373023385
"26343",23,"N2682","MONTHLY","BEAT",0.0147237166915906,0.0112196753450307,1.20065131115509
"26344",24,"N2682","MONTHLY","medianBEAT",0.0144334853148171,0.0110047719530649,1.17773718092808
"26345",25,"N2682","MONTHLY","meanBaggedBEAT",0.0110935518075634,0.00786447612330188,0.840613962801495
"26346",26,"N2682","MONTHLY","medianBaggedBEAT",0.0121207304621297,0.00883970787892284,0.945221243650332
"26347",27,"N2682","MONTHLY","meanPertBEAT",0.0125842288715051,0.00936463063555267,1.00159963854847
"26348",28,"N2682","MONTHLY","medianPertBEAT",0.0129244875851356,0.00967281926807934,1.03465944065597
"26349",29,"N2683","MONTHLY","Auto.Arima",0.00457543237988762,0.00296009795303227,0.323886446429943
"26350",30,"N2683","MONTHLY","BSTS",0.00576524499578906,0.00524568778919809,0.575479304860896
"26351",31,"N2683","MONTHLY","ETS",0.00548032952214004,0.00330133942038567,0.361283416933628
"26352",32,"N2683","MONTHLY","THETA",0.0055282582267368,0.00503173650678967,0.551976742714318
"26353",33,"N2683","MONTHLY","BEA",0.0037747661264644,0.00296817761410036,0.32497146949939
"26354",34,"N2683","MONTHLY","EAT",0.00380584358108113,0.00303135411662687,0.331891855515892
"26355",35,"N2683","MONTHLY","BAT",0.00419165721103397,0.00385453156607979,0.42257132213173
"26356",36,"N2683","MONTHLY","BET",0.00397246808262819,0.00362637332237573,0.397486017358795
"26357",37,"N2683","MONTHLY","BEAT",0.00372485694197665,0.00327469216432546,0.358749533111314
"26358",38,"N2683","MONTHLY","medianBEAT",0.00372274288643933,0.00332013236871836,0.36377629178942
"26359",39,"N2683","MONTHLY","meanBaggedBEAT",0.0131877956200314,0.0105990284630419,1.16154131951858
"26360",40,"N2683","MONTHLY","medianBaggedBEAT",0.0131686308859007,0.0108035248095949,1.18398328891014
"26361",41,"N2683","MONTHLY","meanPertBEAT",0.0120522559712834,0.00990054424957751,1.08484232988818
"26362",42,"N2683","MONTHLY","medianPertBEAT",0.0124161286096034,0.0105838476189316,1.15970272834903
"26363",43,"N2684","MONTHLY","Auto.Arima",0.0216095388103829,0.0186074840127335,2.12548447320351
"26364",44,"N2684","MONTHLY","BSTS",0.0266541635228928,0.0229087990070802,2.61733589655597
"26365",45,"N2684","MONTHLY","ETS",0.0216182794577278,0.0186129746642467,2.12611171171566
"26366",46,"N2684","MONTHLY","THETA",0.0079811185225309,0.0060950342776778,0.695097423035998
"26367",47,"N2684","MONTHLY","BEA",0.0232863906740373,0.0200430858946868,2.28964402715838
"26368",48,"N2684","MONTHLY","EAT",0.0169666513227036,0.0143979008989981,1.64424637609859
"26369",49,"N2684","MONTHLY","BAT",0.0186213446706086,0.0158298423466093,1.80798777104536
"26370",50,"N2684","MONTHLY","BET",0.0186242719873639,0.0158316725637803,1.80819685054941
"26371",51,"N2684","MONTHLY","BEAT",0.0193691170333838,0.0165256254260186,1.88751875621294
"26372",52,"N2684","MONTHLY","medianBEAT",0.0216133829046833,0.0185960887764174,2.12417789565895
"26373",53,"N2684","MONTHLY","meanBaggedBEAT",0.0204706431352112,0.0177716666881737,2.03000978000887
"26374",54,"N2684","MONTHLY","medianBaggedBEAT",0.0187549514883359,0.0162472334700892,1.85572994511457
"26375",55,"N2684","MONTHLY","meanPertBEAT",0.0269095951176114,0.0238871170404593,2.72919246394273
"26376",56,"N2684","MONTHLY","medianPertBEAT",0.025884989768138,0.0228090188512928,2.60589112681209
"26377",57,"N2685","MONTHLY","Auto.Arima",0.0173562712155992,0.013875638812786,1.55140364499201
"26378",58,"N2685","MONTHLY","BSTS",0.0120048331626659,0.00939282914241646,1.05212363592248
"26379",59,"N2685","MONTHLY","ETS",0.0146857057944599,0.0125103381273911,1.41625646537252
"26380",60,"N2685","MONTHLY","THETA",0.0378382767970231,0.0324235037592083,3.68089204900804
"26381",61,"N2685","MONTHLY","BEA",0.0101012195083343,0.00875761551961258,0.979926829341862
"26382",62,"N2685","MONTHLY","EAT",0.0149061993781707,0.0128174816049097,1.45031670299059
"26383",63,"N2685","MONTHLY","BAT",0.0110783169393565,0.00957669468711676,1.07831498999475
"26384",64,"N2685","MONTHLY","BET",0.0166732626486352,0.0139909100307583,1.58617732728869
"26385",65,"N2685","MONTHLY","BEAT",0.0117683959263338,0.00974767656633772,1.09915713846927
"26386",66,"N2685","MONTHLY","medianBEAT",0.00968851445207853,0.00873440400955502,0.98247134828155
"26387",67,"N2685","MONTHLY","meanBaggedBEAT",0.019308508594867,0.0165025207908153,1.8697412189976
"26388",68,"N2685","MONTHLY","medianBaggedBEAT",0.018542776922194,0.015770881973216,1.78628693418856
"26389",69,"N2685","MONTHLY","meanPertBEAT",0.0159259929677108,0.0132290049586056,1.49742049945546
"26390",70,"N2685","MONTHLY","medianPertBEAT",0.0165825357562001,0.0139203149928167,1.57582317439948
"26391",71,"N2686","MONTHLY","Auto.Arima",0.00648373209907716,0.00572269061593539,0.661662051437999
"26392",72,"N2686","MONTHLY","BSTS",0.00152288380296269,0.00125894811074896,0.144156903187476
"26393",73,"N2686","MONTHLY","ETS",0.0186597461830612,0.0154601740821835,1.79676259149522
"26394",74,"N2686","MONTHLY","THETA",0.0363985782590072,0.032094911680239,3.71938056958296
"26395",75,"N2686","MONTHLY","BEA",0.00851150617480845,0.00722565280335407,0.838481774017657
"26396",76,"N2686","MONTHLY","EAT",0.0203950630099882,0.0177592587927859,2.05926840417206
"26397",77,"N2686","MONTHLY","BAT",0.0144156932459477,0.0127705653360392,1.47935443338024
"26398",78,"N2686","MONTHLY","BET",0.018506079686011,0.016016393158122,1.85772128006598
"26399",79,"N2686","MONTHLY","BEAT",0.0154422545137519,0.0134429675225753,1.55870647290898
"26400",80,"N2686","MONTHLY","medianBEAT",0.0124321103686782,0.0105914323490594,1.22921232146661
"26401",81,"N2686","MONTHLY","meanBaggedBEAT",0.00975219710733113,0.0082733743383618,0.960103525549527
"26402",82,"N2686","MONTHLY","medianBaggedBEAT",0.00937600775305676,0.00817794579771484,0.947616346909691
"26403",83,"N2686","MONTHLY","meanPertBEAT",0.00464204708801389,0.0039448140292665,0.457118230652304
"26404",84,"N2686","MONTHLY","medianPertBEAT",0.00281351912447731,0.00250804261304428,0.28886064173751
"26405",85,"N2687","MONTHLY","Auto.Arima",0.00515605779242904,0.00470320268092171,0.477100605066533
"26406",86,"N2687","MONTHLY","BSTS",0.0106786127927082,0.0096399694387409,0.978758440193332
"26407",87,"N2687","MONTHLY","ETS",0.00438895949519211,0.00372337838302938,0.376946304179158
"26408",88,"N2687","MONTHLY","THETA",0.00662966944038483,0.00512003913093753,0.520852771409755
"26409",89,"N2687","MONTHLY","BEA",0.00650530828430252,0.00601523843432028,0.610233186825571
"26410",90,"N2687","MONTHLY","EAT",0.00240184771292631,0.00192732042493903,0.19508415825164
"26411",91,"N2687","MONTHLY","BAT",0.00354422085855981,0.0031434414982848,0.318644000709139
"26412",92,"N2687","MONTHLY","BET",0.0033197102076118,0.00281320104299973,0.284892115828703
"26413",93,"N2687","MONTHLY","BEAT",0.00371313456498271,0.00328445918600918,0.332818683737112
"26414",94,"N2687","MONTHLY","medianBEAT",0.00463883820885526,0.00419584807613237,0.425260419012288
"26415",95,"N2687","MONTHLY","meanBaggedBEAT",0.00564868674324588,0.00473688340059268,0.481533955184146
"26416",96,"N2687","MONTHLY","medianBaggedBEAT",0.00655253921607699,0.00548341422083352,0.55744385081403
"26417",97,"N2687","MONTHLY","meanPertBEAT",0.00473353496729743,0.00389017077647658,0.395516216941558
"26418",98,"N2687","MONTHLY","medianPertBEAT",0.00493071325040588,0.00409669928418704,0.416475214345559
"26419",99,"N2688","MONTHLY","Auto.Arima",0.00365555102630911,0.00281169356129338,0.278212596082916
"26420",100,"N2688","MONTHLY","BSTS",0.00395929450370307,0.00333584107469166,0.330080538698338
"26421",101,"N2688","MONTHLY","ETS",0.003071329381453,0.00232961805774045,0.230315379218441
"26422",102,"N2688","MONTHLY","THETA",0.00476238667108965,0.00403159277322741,0.398975126079174
"26423",103,"N2688","MONTHLY","BEA",0.00347685340071799,0.00272009973604415,0.269113134371979
"26424",104,"N2688","MONTHLY","EAT",0.0037053935170389,0.00295201696888941,0.292077996832259
"26425",105,"N2688","MONTHLY","BAT",0.00408242432893358,0.00339304246973748,0.335756086953476
"26426",106,"N2688","MONTHLY","BET",0.00380241524684883,0.00312673280668886,0.309367311037402
"26427",107,"N2688","MONTHLY","BEAT",0.00375555650805769,0.00304797299533996,0.301578632298777
"26428",108,"N2688","MONTHLY","medianBEAT",0.00377011863849005,0.00306455112491239,0.30323562668303
"26429",109,"N2688","MONTHLY","meanBaggedBEAT",0.00311000070783536,0.00256812521651425,0.254009837684311
"26430",110,"N2688","MONTHLY","medianBaggedBEAT",0.00299392472439551,0.00241440096135814,0.238791690340494
"26431",111,"N2688","MONTHLY","meanPertBEAT",0.00279771504009951,0.00234498517635557,0.231810995927681
"26432",112,"N2688","MONTHLY","medianPertBEAT",0.00279715856009658,0.00236394295041563,0.233674448974734
"26433",113,"N2689","MONTHLY","Auto.Arima",0.00513429603501547,0.00444778167523498,0.393939174197081
"26434",114,"N2689","MONTHLY","BSTS",0.00475029666671109,0.00394833257865064,0.34943163391548
"26435",115,"N2689","MONTHLY","ETS",0.00565781587188374,0.00484344154068631,0.428850102280041
"26436",116,"N2689","MONTHLY","THETA",0.00953441285375337,0.0082655371571263,0.73196706326357
"26437",117,"N2689","MONTHLY","BEA",0.00517259531534649,0.00439207596243612,0.388833550807153
"26438",118,"N2689","MONTHLY","EAT",0.00676763342075488,0.00585049657746559,0.518093168894366
"26439",119,"N2689","MONTHLY","BAT",0.00645739734102268,0.00551896586947426,0.488623275606275
"26440",120,"N2689","MONTHLY","BET",0.00663378304567513,0.00564888421608867,0.500082182449313
"26441",121,"N2689","MONTHLY","BEAT",0.00625627869093339,0.00534785763155412,0.47347849225793
"26442",122,"N2689","MONTHLY","medianBEAT",0.00541166600018434,0.00465975980308357,0.412646685493008
"26443",123,"N2689","MONTHLY","meanBaggedBEAT",0.00832140000495231,0.00735932588137375,0.652010254463677
"26444",124,"N2689","MONTHLY","medianBaggedBEAT",0.00739542397677038,0.00651463912077083,0.577133712226408
"26445",125,"N2689","MONTHLY","meanPertBEAT",0.0082211445439433,0.00726551560053714,0.643690772436955
"26446",126,"N2689","MONTHLY","medianPertBEAT",0.00878960961084642,0.00784058163595608,0.694791114902642
"26447",127,"N2690","MONTHLY","Auto.Arima",0.015168533842244,0.0136072710738852,1.29430278385603
"26448",128,"N2690","MONTHLY","BSTS",0.0076570026155655,0.00699214955941339,0.665100543558334
"26449",129,"N2690","MONTHLY","ETS",0.0153778591319389,0.0137740945382232,1.31016457085196
"26450",130,"N2690","MONTHLY","THETA",0.0124119157035024,0.0113179795203527,1.07640036287366
"26451",131,"N2690","MONTHLY","BEA",0.0126281364734498,0.0114578383905073,1.08985596608878
"26452",132,"N2690","MONTHLY","EAT",0.0141155982328788,0.0128265358925231,1.21996818239965
"26453",133,"N2690","MONTHLY","BAT",0.0115486965356995,0.0105658875662531,1.00494683996844
"26454",134,"N2690","MONTHLY","BET",0.0116158088245266,0.0106214953876991,1.01023410230042
"26455",135,"N2690","MONTHLY","BEAT",0.0124548256766969,0.0113679393092456,1.08125127268932
"26456",136,"N2690","MONTHLY","medianBEAT",0.0135249120146996,0.0122106420856316,1.16140396005924
"26457",137,"N2690","MONTHLY","meanBaggedBEAT",0.00257961906569493,0.00198541715197681,0.188661788457969
"26458",138,"N2690","MONTHLY","medianBaggedBEAT",0.00243725773766774,0.00183157374570636,0.174098487778969
"26459",139,"N2690","MONTHLY","meanPertBEAT",0.00280991763569599,0.0023748574640388,0.22588384587667
"26460",140,"N2690","MONTHLY","medianPertBEAT",0.00349850904373937,0.00284306259537343,0.270389024681958
"26461",1,"N0261","YEARLY","Auto.Arima",0.05197744021293,0.0454462174350219,3.49802504278685
"26462",2,"N0261","YEARLY","BSTS",0.0498260626947229,0.0474326740504516,3.66822521608965
"26463",3,"N0261","YEARLY","ETS",0.0541482563393942,0.0470316418362415,3.61865111148987
"26464",4,"N0261","YEARLY","THETA",0.0861237398595876,0.0823335023230511,6.33339638113346
"26465",5,"N0261","YEARLY","BEA",0.0499922285089002,0.0437798957984095,3.37456361377048
"26466",6,"N0261","YEARLY","EAT",0.0623634311773999,0.0551238651232148,4.23907128665682
"26467",7,"N0261","YEARLY","BAT",0.0568395753269624,0.0493464758792652,3.79808524262374
"26468",8,"N0261","YEARLY","BET",0.0576357071205174,0.0498749506796718,3.83829393219141
"26469",9,"N0261","YEARLY","BEAT",0.0561626181326592,0.0487677673685093,3.75322670984026
"26470",10,"N0261","YEARLY","medianBEAT",0.0531778831857396,0.0464447809076118,3.57497680176131
"26471",11,"N0261","YEARLY","meanBaggedBEAT",0.0744871886482485,0.0676373702539105,5.21031547422638
"26472",12,"N0261","YEARLY","medianBaggedBEAT",0.0730643640289272,0.0663162762323747,5.10867861889435
"26473",13,"N0261","YEARLY","meanPertBEAT",0.0682465419153888,0.0602980421387528,4.64269971634313
"26474",14,"N0261","YEARLY","medianPertBEAT",0.0685284670201467,0.0608696568003135,4.68814458574291
"26475",15,"N0262","YEARLY","Auto.Arima",0.0262270670738567,0.0239510584230146,1.79750014107345
"26476",16,"N0262","YEARLY","BSTS",0.0310748198085123,0.0275152602077662,2.05824056340537
"26477",17,"N0262","YEARLY","ETS",0.0556879087281743,0.051920234020998,3.90999708562127
"26478",18,"N0262","YEARLY","THETA",0.0664357234390222,0.0634078528732593,4.73910722658334
"26479",19,"N0262","YEARLY","BEA",0.0321058582361586,0.0283273577426329,2.13541827223896
"26480",20,"N0262","YEARLY","EAT",0.0464755366304302,0.0428601949923673,3.21843221873797
"26481",21,"N0262","YEARLY","BAT",0.0320054369906911,0.0253670519740073,1.91010061707076
"26482",22,"N0262","YEARLY","BET",0.0425036185982853,0.0378328268610295,2.84640477451063
"26483",23,"N0262","YEARLY","BEAT",0.0375111037981221,0.0316877446664833,2.3863516668853
"26484",24,"N0262","YEARLY","medianBEAT",0.0373754615363086,0.0306089904259132,2.30281543601377
"26485",25,"N0262","YEARLY","meanBaggedBEAT",0.042762949805975,0.0376219716859845,2.83085640308525
"26486",26,"N0262","YEARLY","medianBaggedBEAT",0.0441161798139402,0.0390268685385789,2.93528385191875
"26487",27,"N0262","YEARLY","meanPertBEAT",0.0395377741577369,0.0339437807140373,2.55421489506564
"26488",28,"N0262","YEARLY","medianPertBEAT",0.0424302846029456,0.0376444754575519,2.83339066592015
"26489",29,"N0263","YEARLY","Auto.Arima",0.0323978113636413,0.0282112327215671,1.9801836253962
"26490",30,"N0263","YEARLY","BSTS",0.0319006537292021,0.0277746753486024,1.94990047682289
"26491",31,"N0263","YEARLY","ETS",0.0411127702699573,0.0365070934410732,2.56276374102005
"26492",32,"N0263","YEARLY","THETA",0.0938837460137591,0.0841550218904965,5.89003121782088
"26493",33,"N0263","YEARLY","BEA",0.0350872105971112,0.0304286479824903,2.13300358266424
"26494",34,"N0263","YEARLY","EAT",0.0553461400670237,0.0492319093131775,3.44714332236773
"26495",35,"N0263","YEARLY","BAT",0.0521772937592074,0.0459753904221036,3.21597972379088
"26496",36,"N0263","YEARLY","BET",0.0551795518985083,0.0491332173664737,3.4406893013768
"26497",37,"N0263","YEARLY","BEAT",0.0493654601422151,0.043608316176846,3.05267572809817
"26498",38,"N0263","YEARLY","medianBEAT",0.0367223314709943,0.0318516271180826,2.23188512085569
"26499",39,"N0263","YEARLY","meanBaggedBEAT",0.0440664817452314,0.0386463479696196,2.70440021242748
"26500",40,"N0263","YEARLY","medianBaggedBEAT",0.047147892722416,0.0411164668858654,2.87433940574807
"26501",41,"N0263","YEARLY","meanPertBEAT",0.0439803397803016,0.0384949138812799,2.69340378576512
"26502",42,"N0263","YEARLY","medianPertBEAT",0.0454504828628316,0.0396423818827434,2.77174472457834
"26503",43,"N0264","YEARLY","Auto.Arima",0.0498282702956808,0.0446466933632363,3.26967901015585
"26504",44,"N0264","YEARLY","BSTS",0.0789229262590446,0.0711326260597999,5.21207352016013
"26505",45,"N0264","YEARLY","ETS",0.0633275487764272,0.0569608990026235,4.17291055272605
"26506",46,"N0264","YEARLY","THETA",0.108262769963098,0.0973380028857356,7.1295615721313
"26507",47,"N0264","YEARLY","BEA",0.06401483876461,0.0575800728085532,4.21822102768068
"26508",48,"N0264","YEARLY","EAT",0.0737792674680261,0.0663151984171985,4.85738371167107
"26509",49,"N0264","YEARLY","BAT",0.078980124959209,0.0710391074362572,5.20377136748243
"26510",50,"N0264","YEARLY","BET",0.0834934186159328,0.0751438426493863,5.50484854833916
"26511",51,"N0264","YEARLY","BEAT",0.0750644989792661,0.0675195553278489,4.94605616379333
"26512",52,"N0264","YEARLY","medianBEAT",0.0711211594670851,0.0640467625312118,4.69249203644309
