"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N1031","QUARTERLY","Auto.Arima",0.125018407839844,0.118422638311879,7.55683774138118
"2","N1031","QUARTERLY","BSTS",0.0906607282753724,0.0844876310744184,5.39226895965523
"3","N1031","QUARTERLY","ETS",0.112988945134176,0.106559742400468,6.79787158160695
"4","N1031","QUARTERLY","THETA",0.13937050442171,0.130771961726638,8.33037132993373
"5","N1031","QUARTERLY","BEA",0.109406320970339,0.103156670595589,6.58232609421446
"6","N1031","QUARTERLY","EAT",0.125571744644921,0.118584780812995,7.56169355097396
"7","N1031","QUARTERLY","BAT",0.117973617257992,0.111227410370979,7.09315934365671
"8","N1031","QUARTERLY","BET",0.113980749701196,0.107273111733841,6.84017062373197
"9","N1031","QUARTERLY","BEAT",0.116697648455289,0.110060493378351,7.01933740314427
"10","N1031","QUARTERLY","medianBEAT",0.118184265006936,0.111604485582409,7.1187215474193
"11","N1031","QUARTERLY","meanBaggedBEAT",0.119533560162709,0.112915208748091,7.20223770292004
"12","N1031","QUARTERLY","medianBaggedBEAT",0.114932476362324,0.10820758769635,6.89927450572389
"13","N1031","QUARTERLY","meanPertBEAT",0.11104538246484,0.104455637080108,6.6617679275449
"14","N1031","QUARTERLY","medianPertBEAT",0.109759324186287,0.102747356217642,6.54866520219736
"15","N1032","QUARTERLY","Auto.Arima",0.175994386135314,0.149254910556968,11.0063413285169
"16","N1032","QUARTERLY","BSTS",0.255519051811829,0.212903355390954,15.6730536593564
"17","N1032","QUARTERLY","ETS",0.0857856509538666,0.0673268082110324,4.92950281783366
"18","N1032","QUARTERLY","THETA",0.0535718405729844,0.0419524351087704,3.07684658901461
"19","N1032","QUARTERLY","BEA",0.172133265114672,0.142807818191256,10.5080687764733
"20","N1032","QUARTERLY","EAT",0.104250110789136,0.0837933947544041,6.14771338675041
"21","N1032","QUARTERLY","BAT",0.160801380872582,0.132389846884955,9.73455600392314
"22","N1032","QUARTERLY","BET",0.130869139785647,0.105714304418104,7.75950701698482
"23","N1032","QUARTERLY","BEAT",0.141955399220828,0.115858682320178,8.512119838329
"24","N1032","QUARTERLY","medianBEAT",0.130510644472659,0.107231478552129,7.88340919506583
"25","N1032","QUARTERLY","meanBaggedBEAT",0.0894470802393628,0.0718059123996987,5.26852423289164
"26","N1032","QUARTERLY","medianBaggedBEAT",0.0986375003056948,0.0795314831722035,5.83743359491118
"27","N1032","QUARTERLY","meanPertBEAT",0.0933818728861618,0.0745553455616153,5.46700720382694
"28","N1032","QUARTERLY","medianPertBEAT",0.094646527062285,0.0755479311979076,5.54034585128966
"29","N1033","QUARTERLY","Auto.Arima",0.0395635811624433,0.0373996077035558,3.17412233197299
"30","N1033","QUARTERLY","BSTS",0.0206720895686505,0.0164118560252893,1.38546147008869
"31","N1033","QUARTERLY","ETS",0.0313117689290561,0.0302293720788587,2.56755829874009
"32","N1033","QUARTERLY","THETA",0.0177912819810502,0.0168206139213652,1.43291989596607
"33","N1033","QUARTERLY","BEA",0.0192800790433038,0.0183992747486418,1.56626198623867
"34","N1033","QUARTERLY","EAT",0.0292812299828056,0.0281498645679265,2.39153350889305
