"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N2731","MONTHLY","Auto.Arima",0.0121576271213956,0.0101912135471204,0.896878949314503
"2","N2731","MONTHLY","BSTS",0.0132804971288445,0.0113151127228144,0.995405046221066
"3","N2731","MONTHLY","ETS",0.00861375180149,0.00638578985012123,0.564238464063026
"4","N2731","MONTHLY","THETA",0.0125361654527141,0.0099469223932016,0.869243297412234
"5","N2731","MONTHLY","BEA",0.0110029233468111,0.00894056872879184,0.787716260669315
"6","N2731","MONTHLY","EAT",0.00780941228154925,0.00597182460875845,0.528016829642031
"7","N2731","MONTHLY","BAT",0.00849233647192434,0.00648689829283309,0.573903737728164
"8","N2731","MONTHLY","BET",0.00796862987492385,0.00610233757106977,0.539476862427415
"9","N2731","MONTHLY","BEAT",0.0084843589239012,0.00645763928762307,0.571146912346393
"10","N2731","MONTHLY","medianBEAT",0.00987530310818215,0.00762998928152516,0.673035439213493
"11","N2731","MONTHLY","meanBaggedBEAT",0.00649456828550074,0.00466347716370895,0.411618279087828
"12","N2731","MONTHLY","medianBaggedBEAT",0.00666846500856795,0.00484785797718681,0.427988273234191
"13","N2731","MONTHLY","meanPertBEAT",0.00657266266303707,0.00473202235269208,0.416659282089483
"14","N2731","MONTHLY","medianPertBEAT",0.0064279040645225,0.00460910701296617,0.406022381384379
"15","N2732","MONTHLY","Auto.Arima",0.0241575125074267,0.018979676374525,1.48290412210578
"16","N2732","MONTHLY","BSTS",0.0217808847819075,0.0162962356997103,1.27716626356472
"17","N2732","MONTHLY","ETS",0.0262881371793322,0.0207139591588435,1.61807649811178
"18","N2732","MONTHLY","THETA",0.0428917880490869,0.0356683523732918,2.7887062859457
"19","N2732","MONTHLY","BEA",0.0235879673293903,0.0181309753332848,1.41627933362849
"20","N2732","MONTHLY","EAT",0.0306877527593701,0.0246239334261439,1.92285273766949
"21","N2732","MONTHLY","BAT",0.0288698327056316,0.0227715725663922,1.77849704469976
"22","N2732","MONTHLY","BET",0.0295699255563487,0.023435556509115,1.83040958806356
"23","N2732","MONTHLY","BEAT",0.0280986204061191,0.0220549228373977,1.72192757952017
"24","N2732","MONTHLY","medianBEAT",0.0253181096717754,0.0195289608362757,1.52387839280734
"25","N2732","MONTHLY","meanBaggedBEAT",0.0302228971659497,0.0245719341079557,1.92057917829575
"26","N2732","MONTHLY","medianBaggedBEAT",0.0302628804632481,0.0246731102066311,1.92884173077367
"27","N2732","MONTHLY","meanPertBEAT",0.0298855850471798,0.0242421377829836,1.89447743863103
