"","Series","Period","Method","RMSE","MAE","MAPE"
"1","N2981","OTHER","Auto.Arima",0.0307535902941937,0.0247848448071816,3.48619357006785
"2","N2981","OTHER","BSTS",0.0247475373383798,0.0207452033248985,2.91703491676209
"3","N2981","OTHER","ETS",0.0316115415341614,0.0260229448327375,3.66006553146679
"4","N2981","OTHER","THETA",0.00989458058089676,0.00776142765265031,1.09157337470554
"5","N2981","OTHER","BEA",0.029026508939419,0.0238509976549392,3.35443133943225
"6","N2981","OTHER","EAT",0.0238057140264067,0.0186163909093648,2.61835700641207
"7","N2981","OTHER","BAT",0.0215094047006865,0.0168571437400851,2.37068013484384
"8","N2981","OTHER","BET",0.0217821843559639,0.0172698437486037,2.42863745531015
"9","N2981","OTHER","BEAT",0.0240194572062003,0.0191485940132482,2.69302648399958
"10","N2981","OTHER","medianBEAT",0.0277196106632431,0.0226587479662433,3.18684701342595
"11","N2981","OTHER","meanBaggedBEAT",0.0267774897671216,0.0222322878204304,3.12643270017258
"12","N2981","OTHER","medianBaggedBEAT",0.0284343166799694,0.0239048412191158,3.36157432751636
"13","N2981","OTHER","meanPertBEAT",0.0268317321222534,0.0224334903091608,3.15461948906646
"14","N2981","OTHER","medianPertBEAT",0.0270628156232929,0.022591221623611,3.17677417784547
"15","N2982","OTHER","Auto.Arima",0.0158867712069318,0.0127603933101459,2.08902227195546
"16","N2982","OTHER","BSTS",0.0150277454041143,0.0119006930492064,1.94884603769829
"17","N2982","OTHER","ETS",0.0146378814235084,0.0115696009157717,1.8936676519128
"18","N2982","OTHER","THETA",0.0377264493927925,0.0321342947930639,5.26331846014077
"19","N2982","OTHER","BEA",0.0151803637275409,0.0120768957583747,1.97717865385552
"20","N2982","OTHER","EAT",0.0224617948891242,0.0188214296729938,3.08200279466968
"21","N2982","OTHER","BAT",0.0226015441268947,0.0189317937174721,3.10039558993151
"22","N2982","OTHER","BET",0.0221524684787471,0.0185348629193473,3.03527738325063
"23","N2982","OTHER","BEAT",0.0205495291725279,0.017091245517047,2.79871360542683
"24","N2982","OTHER","medianBEAT",0.0154552931418111,0.0123356048608391,2.01986906862604
"25","N2982","OTHER","meanBaggedBEAT",0.0207200536465228,0.0172805345896227,2.82935583029027
"26","N2982","OTHER","medianBaggedBEAT",0.0211023762224613,0.0176336645860194,2.88704259851947
"27","N2982","OTHER","meanPertBEAT",0.0208954669060628,0.0174320055785695,2.85425258747927
"28","N2982","OTHER","medianPertBEAT",0.0209277002622487,0.0174257633838398,2.85366278351003
"29","N2983","OTHER","Auto.Arima",0.00743318579788313,0.00592667161803177,0.804960317950361
"30","N2983","OTHER","BSTS",0.0280379978978302,0.0271781885230365,3.73242170892264
"31","N2983","OTHER","ETS",0.00761512939235962,0.00661362634678701,0.898015748703409
"32","N2983","OTHER","THETA",0.0218205872532119,0.0214294584497296,2.93861395693844
"33","N2983","OTHER","BEA",0.0120405459838957,0.0116005779141304,1.58281840977883
"34","N2983","OTHER","EAT",0.0104422957621192,0.00968433455636146,1.3182158257841
"35","N2983","OTHER","BAT",0.0174407403703522,0.0171996457206706,2.35528484558717
"36","N2983","OTHER","BET",0.0179990749741846,0.0177466340009584,2.43075010512484
"37","N2983","OTHER","BEAT",0.014322133129066,0.0140577980480302,1.92176729656873
"38","N2983","OTHER","medianBEAT",0.0133508635377283,0.0130308567399192,1.77991430322592
"39","N2983","OTHER","meanBaggedBEAT",0.0241877187061911,0.0238100353605923,3.26453871250573
"40","N2983","OTHER","medianBaggedBEAT",0.0226472308225965,0.0222486983541614,3.05103516204113
"41","N2983","OTHER","meanPertBEAT",0.0234668095768386,0.0231508486665469,3.17290579270824
"42","N2983","OTHER","medianPertBEAT",0.0231137890749891,0.022778789924472,3.12247552712583
"43","N2984","OTHER","Auto.Arima",0.00830736791433841,0.00645443296485592,0.979687610540626
"44","N2984","OTHER","BSTS",0.00524760251075962,0.00468879867450071,0.700888050388182
"45","N2984","OTHER","ETS",0.00328640449993501,0.00291980856979062,0.436994034633162
"46","N2984","OTHER","THETA",0.00326138171797936,0.00281305628903893,0.420460636936734
"47","N2984","OTHER","BEA",0.00383130717764553,0.00342673520399522,0.514619911068646
"48","N2984","OTHER","EAT",0.00403007135886795,0.00352950706675026,0.53161889018971
"49","N2984","OTHER","BAT",0.0037295597142415,0.00332613561049257,0.49922654087387
"50","N2984","OTHER","BET",0.00374134664479303,0.00308299510447218,0.459915188201271
"51","N2984","OTHER","BEAT",0.0035858330753123,0.00316834256662907,0.475124401523709
"52","N2984","OTHER","medianBEAT",0.00325753071446113,0.00286643242941477,0.428727335784947
"53","N2984","OTHER","meanBaggedBEAT",0.00691024740746428,0.00663024649418694,0.993826127310156
"54","N2984","OTHER","medianBaggedBEAT",0.00523131059145422,0.00471969541134885,0.705704142033553
"55","N2984","OTHER","meanPertBEAT",0.00591635133225574,0.00553279165643164,0.828321977183489
"56","N2984","OTHER","medianPertBEAT",0.00519494797804156,0.00477111801923119,0.714160530672013
"57","N2985","OTHER","Auto.Arima",0.0433718433121829,0.0363912302398976,7.19860765896561
"58","N2985","OTHER","BSTS",0.0347607896675238,0.0282189374051194,5.59076941053264
"59","N2985","OTHER","ETS",0.0378594299924219,0.0312491384745472,6.18676267556816
"60","N2985","OTHER","THETA",0.00534211873138704,0.00411888323114517,0.788503415032523
"61","N2985","OTHER","BEA",0.0386405771445118,0.0317817011472949,6.29342886614609
"62","N2985","OTHER","EAT",0.0270042550182935,0.0219642760782908,4.35064717659526
"63","N2985","OTHER","BAT",0.0259961248645906,0.0209678022436746,4.15451667772486
"64","N2985","OTHER","BET",0.0242032721833675,0.0193979861707315,3.84411821985219
"65","N2985","OTHER","BEAT",0.0289417432035386,0.023527941409998,4.6606777350796
"66","N2985","OTHER","medianBEAT",0.0362941115018978,0.0297136481570437,5.88496515883823
"67","N2985","OTHER","meanBaggedBEAT",0.0301639809397403,0.0246803747321555,4.88779997960839
"68","N2985","OTHER","medianBaggedBEAT",0.0295508040215074,0.0241463525137803,4.78205287095094
"69","N2985","OTHER","meanPertBEAT",0.0276438859732305,0.0222976136273824,4.41753827917643
"70","N2985","OTHER","medianPertBEAT",0.0269615131007921,0.021473369366719,4.25652322147227
"71","N2986","OTHER","Auto.Arima",0.0318805944388168,0.0265638825238251,5.01238752627652
"72","N2986","OTHER","BSTS",0.0131977771990095,0.0116152920951804,2.19374006482706
"73","N2986","OTHER","ETS",0.0313862369076744,0.0261052660648034,4.92555004290156
"74","N2986","OTHER","THETA",0.00890246888718706,0.00771081112837318,1.44255282800058
"75","N2986","OTHER","BEA",0.0190897725051825,0.0152211711569476,2.86273676623515
"76","N2986","OTHER","EAT",0.0224495636105475,0.0179317003336893,3.3775757764087
"77","N2986","OTHER","BAT",0.0114212259320924,0.00923545493352037,1.72918052379191
"78","N2986","OTHER","BET",0.0113123204458555,0.00918448089359542,1.71954824363217
"79","N2986","OTHER","BEAT",0.0156987603034725,0.0122840799073075,2.30606049356562
"80","N2986","OTHER","medianBEAT",0.0179632021696527,0.0142214192025423,2.67407079937969
"81","N2986","OTHER","meanBaggedBEAT",0.0201816213609479,0.0161938106657922,3.04547053542582
"82","N2986","OTHER","medianBaggedBEAT",0.022905813976025,0.0186788753053508,3.51392620289492
"83","N2986","OTHER","meanPertBEAT",0.0173121757052847,0.0137981268655327,2.59119168961899
"84","N2986","OTHER","medianPertBEAT",0.0193048913143404,0.0152245458895734,2.86512824624952
"85","N2987","OTHER","Auto.Arima",0.0139627169890093,0.00985904942713712,1.42528774918977
